stringId_A,stringId_B,preferredName_A,preferredName_B,ncbiTaxonId,score,nscore,fscore,pscore,ascore,escore,dscore,tscore,combined_score,score_normalized,protein,partner,pllps_1,pllps_2,protein_name,partner_name
9606.ENSP00000357047,9606.ENSP00000428982,MED23,CCNC,9606,0.92,0,0,0,0,0.619,0.8,0.0,920.0,0.92,Q9ULK4,P24863,0.16,0.18,MED23,CCNC
9606.ENSP00000380948,9606.ENSP00000389095,ITGB2,CYTH1,9606,0.844,0,0,0,0,0.534,0.0,0.681,844.0,0.844,P05107,Q15438,0.18,0.18,ITGB2,CYTH1
9606.ENSP00000383931,9606.ENSP00000428924,GP5,LYN,9606,0.9,0,0,0,0,0.0,0.9,0.0,900.0,0.9,P40197,P07948,0.18,0.18,GP5,LYN
9606.ENSP00000403362,9606.ENSP00000483185,AP2M1,AP2B1,9606,0.999,0,0,0,0,0.975,0.9,0.965,999.0,0.999,Q96CW1,P63010,0.15,0.15,AP2M1,AP2B1
9606.ENSP00000419881,9606.ENSP00000466399,RAD51B,RAD51D,9606,0.999,0,0,0,0,0.573,0.9,0.986,999.0,0.999,O15315,O75771,0.15,0.18,RAD51B,RAD51D
9606.ENSP00000460348,9606.ENSP00000497641,PRPF8,EIF4A3,9606,0.991,0,0,0,0,0.922,0.9,0.0,991.0,0.991,Q6P2Q9,P38919,0.17,0.18,PRPF8,EIF4A3
9606.ENSP00000220849,9606.ENSP00000426909,EIF3E,RACK1,9606,0.896,0,0,0,0,0.896,0.0,0.0,896.0,0.896,P60228,P63244,0.13,0.13,EIF3E,RACK1
9606.ENSP00000220849,9606.ENSP00000256383,EIF3E,EIF2S1,9606,0.952,0,0,0,0,0.87,0.65,0.0,952.0,0.952,P60228,P05198,0.13,0.14,EIF3E,EIF2S1
9606.ENSP00000250559,9606.ENSP00000358723,RAP1B,RAP1A,9606,0.9,0,0,0,0,0.0,0.9,0.0,900.0,0.9,P61224,P62834,0.12,0.12,RAP1B,RAP1A
9606.ENSP00000255764,9606.ENSP00000362948,MED10,MED18,9606,0.989,0,0,0,0,0.951,0.8,0.0,989.0,0.989,Q9BTT4,Q9BUE0,0.14,0.12,MED10,MED18
9606.ENSP00000256383,9606.ENSP00000426909,EIF2S1,RACK1,9606,0.89,0,0,0,0,0.89,0.0,0.0,890.0,0.89,P05198,P63244,0.14,0.13,EIF2S1,RACK1
9606.ENSP00000264234,9606.ENSP00000478942,UPK1B,UPK1A,9606,0.929,0,0,0,0,0.0,0.0,0.929,929.0,0.929,O75841,O00322,0.14,0.14,UPK1B,UPK1A
9606.ENSP00000296585,9606.ENSP00000353475,ITGA2,CLDN7,9606,0.829,0,0,0,0,0.0,0.0,0.829,829.0,0.829,P17301,O95471,0.14,0.13,ITGA2,CLDN7
9606.ENSP00000299106,9606.ENSP00000304283,JAM3,RAC3,9606,0.72,0,0,0,0,0.0,0.72,0.0,720.0,0.72,Q9BX67,P60763,0.14,0.12,JAM3,RAC3
9606.ENSP00000329967,9606.ENSP00000359424,TBK1,CHUK,9606,0.919,0,0,0,0,0.0,0.0,0.919,919.0,0.919,Q9UHD2,O15111,0.13,0.14,TBK1,CHUK
9606.ENSP00000353475,9606.ENSP00000378577,CLDN7,CLDN3,9606,0.731,0,0,0,0,0.0,0.65,0.263,731.0,0.731,O95471,O15551,0.13,0.13,CLDN7,CLDN3
9606.ENSP00000353475,9606.ENSP00000409544,CLDN7,CLDN4,9606,0.924,0,0,0,0,0.0,0.65,0.794,924.0,0.924,O95471,O14493,0.13,0.14,CLDN7,CLDN4
9606.ENSP00000353731,9606.ENSP00000371958,DPP4,CD9,9606,0.805,0,0,0,0,0.0,0.0,0.805,805.0,0.805,P27487,P21926,0.12,0.12,DPP4,CD9
9606.ENSP00000368528,9606.ENSP00000468723,APOO,MICOS13,9606,0.997,0,0,0,0,0.239,0.9,0.968,997.0,0.997,Q9BUR5,Q5XKP0,0.15,0.15,APOO,MICOS13
9606.ENSP00000371958,9606.ENSP00000447730,CD9,CD63,9606,0.99,0,0,0,0,0.457,0.0,0.982,990.0,0.99,P21926,P08962,0.12,0.13,CD9,CD63
9606.ENSP00000428184,9606.ENSP00000447730,SDCBP,CD63,9606,0.985,0,0,0,0,0.292,0.0,0.98,985.0,0.985,O00560,P08962,0.13,0.13,SDCBP,CD63
9606.ENSP00000263645,9606.ENSP00000295522,CD81,CLDN1,9606,0.984,0,0,0,0,0.045,0.0,0.983,984.0,0.984,P60033,O95832,0.11,0.1,CD81,CLDN1
9606.ENSP00000263645,9606.ENSP00000330825,CD81,IFITM1,9606,0.997,0,0,0,0,0.292,0.8,0.982,997.0,0.997,P60033,P13164,0.11,0.1,CD81,IFITM1
9606.ENSP00000264734,9606.ENSP00000295522,CLDN16,CLDN1,9606,0.752,0,0,0,0,0.0,0.65,0.323,752.0,0.752,Q9Y5I7,O95832,0.11,0.1,CLDN16,CLDN1
9606.ENSP00000264734,9606.ENSP00000385477,CLDN16,CLDN5,9606,0.764,0,0,0,0,0.0,0.65,0.356,764.0,0.764,Q9Y5I7,O00501,0.11,0.11,CLDN16,CLDN5
9606.ENSP00000295522,9606.ENSP00000382783,CLDN1,CLDN8,9606,0.731,0,0,0,0,0.0,0.65,0.265,731.0,0.731,O95832,P56748,0.1,0.1,CLDN1,CLDN8
9606.ENSP00000295522,9606.ENSP00000385477,CLDN1,CLDN5,9606,0.859,0,0,0,0,0.0,0.65,0.616,859.0,0.859,O95832,O00501,0.1,0.11,CLDN1,CLDN5
9606.ENSP00000298316,9606.ENSP00000339191,ARF6,CAV1,9606,0.747,0,0,0,0,0.078,0.0,0.737,747.0,0.747,P62330,Q03135,0.1,0.11,ARF6,CAV1
9606.ENSP00000309591,9606.ENSP00000339191,PRKACA,CAV1,9606,0.846,0,0,0,0,0.292,0.0,0.792,846.0,0.846,P17612,Q03135,0.11,0.11,PRKACA,CAV1
9606.ENSP00000311399,9606.ENSP00000480853,VPS26C,VPS29,9606,0.995,0,0,0,0,0.671,0.0,0.986,995.0,0.995,O14972,Q9UBQ0,0.11,0.1,VPS26C,VPS29
9606.ENSP00000330825,9606.ENSP00000339191,IFITM1,CAV1,9606,0.771,0,0,0,0,0.0,0.0,0.771,771.0,0.771,P13164,Q03135,0.1,0.11,IFITM1,CAV1
9606.ENSP00000339191,9606.ENSP00000348461,CAV1,RAC1,9606,0.716,0,0,0,0,0.457,0.5,0.0,716.0,0.716,Q03135,P63000,0.11,0.11,CAV1,RAC1
9606.ENSP00000339191,9606.ENSP00000341940,CAV1,CAV3,9606,0.995,0,0,0,0,0.421,0.9,0.923,995.0,0.995,Q03135,P56539,0.11,0.09,CAV1,CAV3
9606.ENSP00000357288,9606.ENSP00000424183,LAMTOR2,LAMTOR3,9606,0.999,0,0,0,0,0.974,0.9,0.982,999.0,0.999,Q9Y2Q5,Q9UHA4,0.11,0.11,LAMTOR2,LAMTOR3
9606.ENSP00000382783,9606.ENSP00000396304,CLDN8,CLDN25,9606,0.716,0,0,0,0,0.0,0.65,0.223,716.0,0.716,P56748,C9JDP6,0.1,0.09,CLDN8,CLDN25
