acc,n_transmem,n_intramem,topology,in_CD-CODE,in_PhaSepDB,in_DrLLPS,in_PhaSePro,in_LLPSDB,n_databases,CDCODE_role,CDCODE_n_condensates,PhaSepDB_class,MLO Types,Gene Names,DrLLPS_type,PhaSePro_partner_dep,PICNIC_score,PICNIC_GO_score,PSAP_score,PSPHunter_prob,PSPire_score,FuzDrop_pLLPS,catGRANULE_score,PLAAC_NLLR,PScore_score,ESpritz_score,SEG_score,SaPS_score,PdPS_score,DeepPhase_score,PDL_score,RY_score,ParSe2_score,LLPhyScore_score,whole_len,whole_FCR,whole_NCPR,whole_kappa,whole_hydropathy,cyto_len,cyto_FCR,cyto_NCPR,cyto_kappa,cyto_hydropathy,tm_len,tm_FCR,tm_NCPR,tm_kappa,tm_hydropathy,ecto_len,ecto_FCR,ecto_NCPR,ecto_kappa,ecto_hydropathy,cyto_frac,tm_frac,ecto_frac,n_cyto_seg,n_tm_seg,n_ecto_seg,LCR_frac,log10_Length,mean_rank,rank_sd,n_predictors,Entry_name,Length,leakage_any
P60468,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.2187641112,0.654419225,,0.527,0.66074955,0.94,0.210286,-0.111,,1.0,0.28125,0.4241982996463775,0.4202285706996918,0.78,0.8879307,0.1041666666666666,42.45510504661329,-37.0,96,0.1458333333333333,0.1041666666666666,0.2427451480936963,0.4843750000000001,69.0,0.1739130434782608,0.1159420289855072,0.2541815612462939,0.4215780998389694,21.0,0.0,0.0,,0.7354497354497354,5.0,0.4,0.4,,0.2511111111111111,0.71875,0.21875,0.0520833333333333,1,1,1,0.0,1.9822712330395684,0.7124882083464229,0.2653550169203528,16.0,SC61B_HUMAN,96.0,True
P61073,7,0,multi-pass,False,True,False,False,False,1,,,in_phasepdb_no_class,,CXCR4,,,0.0584381525,0.1480987065,0.0,0.232,0.24888709,0.19,-0.344548,-0.388,-0.83,0.0568181818181818,0.0454545454545454,0.2543185949325561,0.2931163311004638,0.4,0.092421554,0.0795454545454545,12.559834313493514,-633.0,352,0.1647727272727272,0.0113636363636363,0.2305487642325918,0.5443813131313139,113.0,0.247787610619469,0.1592920353982301,0.2300168407498735,0.4270403146509346,148.0,0.027027027027027,-0.027027027027027,0.2900207159689631,0.7084084084084086,91.0,0.2857142857142857,-0.1098901098901098,0.1402627687601345,0.4233211233211233,0.3210227272727273,0.4204545454545454,0.2585227272727273,4,7,4,0.0,2.546542663478131,0.3846460222895919,0.2330119337756755,18.0,CXCR4_HUMAN,352.0,False
P61266,1,0,single-pass,True,False,True,False,False,2,member,2.0,,,,Client,,0.8285237875,0.7276059850000001,0.0,0.262,0.35057968,0.23,-0.15388,-0.493,-1.4,0.1076388888888889,0.0972222222222222,0.0536769740283489,0.1816758811473846,0.87,0.8756788,0.0868055555555555,0.7477971276618762,-313.0,288,0.3611111111111111,-0.0416666666666666,0.2227904633999381,0.4228780864197526,264.0,0.3939393939393939,-0.0454545454545454,0.2102667861368664,0.390909090909091,24.0,0.0,0.0,,0.774537037037037,,,,,,0.9166666666666666,0.0833333333333333,,1,1,0,0.0,2.459392487759231,0.4786413554388358,0.318897236045815,18.0,STX1B_HUMAN,288.0,True
P61803,3,0,multi-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.1090922114,0.0413076915,0.0,0.081,0.056013606,0.1,-1.28124,-0.349,,0.0,0.1150442477876106,0.0920757725834846,0.1052106022834777,0.45,0.021424672,0.0707964601769911,0.0,-225.0,113,0.1061946902654867,0.0,0.1908950075170564,0.5916420845624388,48.0,0.2291666666666666,0.0208333333333333,0.1744998681739716,0.4587962962962965,63.0,0.0158730158730158,-0.0158730158730158,0.999999999999998,0.6952380952380952,,,,,,0.4247787610619469,0.5575221238938053,,2,3,0,0.0,2.0530784434834195,0.2436907187627715,0.2187726237009845,17.0,DAD1_HUMAN,113.0,True
P63027,1,0,single-pass,False,True,False,False,False,1,,,PS-other only,,VAMP2 SYB2,,,0.3293824143,0.1218503367,0.000833333,0.372,0.091656424,0.4,-1.23816,-0.291,,0.7844827586206896,0.3275862068965517,0.0957423523068428,0.1251447200775146,0.61,0.94790345,0.0689655172413793,2.363763326915276,-146.0,116,0.2155172413793103,0.0086206896551724,0.2496935054188738,0.4981800766283527,93.0,0.2688172043010752,0.010752688172043,0.2359869174152531,0.4187574671445636,20.0,0.0,0.0,,0.8650000000000002,,,,,,0.8017241379310345,0.1724137931034483,,1,1,0,0.0,2.0644579892269186,0.4878814156357819,0.3042963157111883,17.0,VAMP2_HUMAN,116.0,False
P78324,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.5602915848000001,0.4048034568,0.0075,0.498,0.37357825,0.63,0.240801,-0.227,1.16,0.1130952380952381,0.0714285714285714,0.0477591417729854,0.1260248571634292,0.97,0.57333434,0.0753968253968253,41.610419815322444,-329.0,504,0.2083333333333333,-0.0059523809523809,0.182027979587255,0.4515652557319213,110.0,0.2636363636363636,0.009090909090909,0.2457883333168181,0.3658585858585861,21.0,0.0,0.0,,0.8169312169312167,343.0,0.2157434402332361,-0.0116618075801749,0.1493808598614047,0.4440881114350478,0.2182539682539682,0.0416666666666666,0.6805555555555556,1,1,1,0.0,2.702430536445525,0.5859224056985366,0.2337045675347627,18.0,SHPS1_HUMAN,504.0,True
P78357,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.1742376484,0.0795962049,0.0,0.537,0.026862904,0.43,1.1486,-0.025,3.13,0.0404624277456647,0.0585260115606936,0.1699986308813095,0.1336263567209243,0.9,0.41082567,0.1271676300578034,138.41776836405998,-727.0,1384,0.1972543352601156,-0.0065028901734104,0.1859886965098822,0.4650048169556856,80.0,0.15,0.0,0.1655834107087589,0.3765277777777779,21.0,0.0,0.0,,0.8291005291005289,1264.0,0.2049050632911392,-0.0071202531645569,0.1892391933913624,0.4617791842475368,0.0578034682080924,0.0151734104046242,0.9132947976878611,1,1,1,0.0,3.141136090120739,0.6306581908856786,0.2560332435042742,18.0,CNTP1_HUMAN,1384.0,True
P81605,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.6166398213000001,0.8776419502,0.001666667,0.475,0.0127321975,0.83,0.591017,-0.351,,0.9363636363636364,0.3,0.0511672720313072,0.3999907970428467,0.75,0.11363331,0.0454545454545454,2.463976878954879,-45.0,110,0.2636363636363636,-0.009090909090909,0.2415344699127695,0.4750505050505054,,,,,,45.0,0.3555555555555555,-0.0444444444444444,0.1791449162349692,0.4787654320987655,,,,,,,0.4090909090909091,,0,1,0,0.0,2.041392685158225,0.5341937484423074,0.3538161140337857,17.0,DCD_HUMAN,110.0,True
P98194,10,0,multi-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.5186312783,0.3860634156,0.0,0.487,0.15230931,0.18,0.345838,-0.22,1.55,0.0,0.0674646354733405,0.0645019486546516,0.0915399715304374,0.37,0.16604525,0.0544069640914037,19.030017277362216,-951.0,919,0.2023939064200217,-0.0043525571273122,0.1776243731994951,0.5191149800507782,652.0,0.2361963190184049,-0.00920245398773,0.1860919950865075,0.4826346284935245,202.0,0.094059405940594,0.0247524752475247,0.1922674404366862,0.6367436743674362,65.0,0.2,-0.0461538461538461,0.1406875117975328,0.5194871794871794,0.7094668117519043,0.2198041349292709,0.0707290533188248,6,10,5,0.0,2.9633155113861114,0.4650262740944386,0.1852000949203519,18.0,AT2C1_HUMAN,919.0,True
Q00325,6,0,multi-pass,True,False,True,False,False,2,member,4.0,,,,Client,,0.23960882,0.1247912975,0.0,0.599,0.10977365,0.19,0.211904,-0.201,0.89,0.0,0.0939226519337016,0.377679705619812,0.3537074625492096,0.15,0.09231424,0.0939226519337016,26.42343225605403,-391.0,362,0.1933701657458563,0.0441988950276243,0.1759210595067252,0.5026396562308161,,,,,,127.0,0.0472440944881889,0.0157480314960629,0.3969661733242617,0.6249343832020993,86.0,0.313953488372093,0.0116279069767441,0.1865928781563513,0.4156330749354003,,0.3508287292817679,0.2375690607734806,0,6,4,0.0,2.558708570533166,0.4758778970257571,0.1904874402988858,18.0,MPCP_HUMAN,362.0,True
Q00765,4,0,multi-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.1215246938,0.1847876505,0.0,0.292,0.019317219,0.13,-0.409742,-0.446,-0.34,0.164021164021164,0.0,0.0948670655488967,0.2309839725494384,0.04,0.35851312,0.0793650793650793,0.0,-269.0,189,0.2328042328042328,0.0105820105820105,0.1031490454916576,0.5116402116402115,110.0,0.3636363636363636,0.0181818181818181,0.0897493926096442,0.4186868686868689,75.0,0.04,0.0133333333333333,0.6370606411577633,0.6496296296296297,4.0,0.25,-0.25,,0.4805555555555555,0.582010582010582,0.3968253968253968,0.0211640211640211,3,4,2,0.0,2.2764618041732443,0.3013359796349802,0.2470353118129423,18.0,REEP5_HUMAN,189.0,True
Q01814,10,0,multi-pass,True,False,True,False,False,2,member,2.0,,,,Client,,0.6971660147000001,0.6348077189,0.0,0.681,0.26231334,0.64,0.947555,-0.105,0.51,0.0378117457763475,0.1069991954947707,0.1466818153858184,0.2414697110652923,0.92,0.955507,0.0611423974255832,118.59755518101404,-1035.0,1243,0.2405470635559131,-0.0152855993563958,0.1839006262881609,0.4816840976133004,925.0,0.2864864864864865,-0.0097297297297297,0.1778765960519598,0.4421981981981999,210.0,0.0761904761904762,-0.019047619047619,0.2370176944408344,0.6408994708994705,108.0,0.1666666666666666,-0.0555555555555555,0.3176734569269632,0.5102880658436215,0.7441673370876911,0.1689460981496379,0.0868865647626709,6,10,5,0.0,3.094471128641645,0.6974232381828024,0.2193803789984586,18.0,AT2B2_HUMAN,1243.0,True
Q02297,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.8084068136,0.5777380782,0.0175,0.634,0.45499912,1.0,0.639354,-0.142,1.67,0.1015625,0.2734375,0.0561914965510368,0.0939460918307304,0.99,0.5902256,0.08125,230.06861954256425,-38.0,640,0.240625,0.01875,0.2015226665937028,0.413385416666668,375.0,0.2293333333333333,-0.0106666666666666,0.2207742401687922,0.3944592592592595,23.0,0.0,0.0,,0.7893719806763286,223.0,0.2511210762331838,0.0448430493273542,0.1578935687749045,0.4231190832087693,0.5859375,0.0359375,0.3484375,1,1,1,0.0,2.806179973983887,0.7153031020209508,0.2802450427933008,18.0,NRG1_HUMAN,640.0,True
Q02413,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.5934722176,0.3238502564,0.003333333,0.81,0.25499815,0.83,1.36973,-0.045,2.7,0.0,0.0886558627264061,0.1749460697174072,0.4116694033145904,1.0,0.3966372,0.0743565300285986,505.0016454798687,-282.0,1049,0.1982840800762631,-0.0400381315538608,0.1713708548828398,0.4691875860608005,480.0,0.1770833333333333,-0.05625,0.1735942825050583,0.4715509259259258,21.0,0.0,0.0,,0.7788359788359787,499.0,0.220440881763527,-0.0400801603206412,0.1686286365601902,0.4522155421955027,0.4575786463298379,0.0200190657769304,0.4756911344137273,1,1,1,0.0,3.020775488193558,0.7203127230355084,0.2508134356090226,18.0,DSG1_HUMAN,1049.0,True
Q02978,6,0,multi-pass,True,False,True,False,False,2,member,2.0,,,,Client,,0.4566964067,0.7945472012,0.0,0.592,0.28465524,0.29,0.542109,-0.266,-0.62,0.0,0.0,0.3138682842254638,0.1180679053068161,0.11,0.05176595,0.1019108280254777,6.150980728299479,-437.0,314,0.1815286624203821,0.054140127388535,0.136498826045315,0.5129511677282373,,,,,,119.0,0.0504201680672268,0.0504201680672268,0.1836309565195209,0.6017740429505125,,,,,,,0.3789808917197452,,0,6,0,0.0,2.496929648073215,0.4589409819992361,0.2572172091723452,18.0,M2OM_HUMAN,314.0,True
Q03135,0,1,intramembrane-only,True,True,False,False,False,2,unknown,0.0,in_phasepdb_no_class,,CAV1 CAV,,,0.1765001169,0.1565787829,0.0,0.516,0.9744093,0.11,-0.510549,-0.438,-1.88,0.0,0.0,0.2238944470882415,0.2859078645706177,0.13,0.03209884,0.0786516853932584,0.8851696392068683,-314.0,178,0.2191011235955056,-0.0280898876404494,0.166092682239688,0.5071161048689143,156.0,0.25,-0.032051282051282,0.164711522552432,0.4757834757834754,,,,,,,,,,,0.8764044943820225,,,2,0,0,0.0,2.250420002308894,0.3107126734491652,0.2828556451315042,18.0,CAV1_HUMAN,178.0,False
Q03518,10,0,multi-pass,True,False,True,False,False,2,member,3.0,,,,Client,,0.0614284814,0.1703443933,0.0,0.327,0.006588073,0.4,0.457262,-0.155,3.28,0.0482673267326732,0.1373762376237624,0.15182426571846,0.0617403797805309,0.51,0.068440415,0.0721925133689839,23.11202660287932,-956.0,748,0.1537433155080214,-0.0013368983957219,0.177901463982682,0.523098633392751,466.0,0.1931330472103004,-0.0085836909871244,0.1764340293153288,0.4634716261325687,212.0,0.0660377358490566,0.0094339622641509,0.3081350353444544,0.6634696016771491,70.0,0.1571428571428571,0.0142857142857142,0.1724580152555262,0.494920634920635,0.6229946524064172,0.2834224598930481,0.0935828877005347,6,10,5,0.0,2.873901597864461,0.4873647674096444,0.2483791840437449,18.0,TAP1_HUMAN,808.0,True
Q03519,9,0,multi-pass,True,False,False,False,False,1,member,2.0,,,,,,0.0811888406,0.1561620616,0.0,0.211,0.0034482337,0.17,0.285626,-0.157,1.06,0.0,0.1705539358600583,0.0624931044876575,0.0315766185522079,0.12,0.060667668,0.0903790087463556,14.503185749790909,-858.0,686,0.173469387755102,0.0043731778425655,0.1482960585684297,0.515419501133787,433.0,0.2217090069284064,0.0,0.1387029840045422,0.465640236079035,189.0,0.0582010582010582,0.0158730158730158,0.2597370899135409,0.6427983539094648,64.0,0.1875,0.0,0.2593849416755036,0.4760416666666665,0.6311953352769679,0.2755102040816326,0.0932944606413994,5,9,5,0.0,2.836324115706752,0.3753121692235582,0.239163177412308,18.0,TAP2_HUMAN,686.0,False
Q04671,12,0,multi-pass,False,True,False,False,False,1,,,in_phasepdb_no_class,Inclusion body,OCA2 D15S12 P,,,0.0756650948,0.0351939545,0.0,0.164,0.00041875648,0.37,-0.208196,-0.197,1.2,0.0536992840095465,0.1264916467780429,0.0722327232360839,0.02839095890522,0.61,0.037596446,0.0799522673031026,54.75943803008224,-1428.0,838,0.1706443914081145,-0.0035799522673031,0.1919621046336939,0.5404667197029985,339.0,0.2654867256637168,0.0176991150442477,0.2110446976081211,0.4367420517862995,205.0,0.024390243902439,-0.0048780487804878,0.4457593936790769,0.7584823848238502,294.0,0.1632653061224489,-0.0272108843537414,0.1622518349196308,0.5080498866213146,0.4045346062052506,0.2446300715990453,0.350835322195704,7,12,6,0.0,2.9232440186302764,0.4040570397968901,0.2912495657174704,18.0,P_HUMAN,838.0,False
Q05586,3,1,multi-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.5151651741000001,0.2887271088,0.0,0.489,0.032843664,0.26,0.689308,-0.257,0.8,0.0309168443496801,0.0,0.0719703957438469,0.0769684165716171,0.67,0.46471924,0.0927505330490405,56.95391535913242,-797.0,938,0.2292110874200426,0.0159914712153518,0.1616104710522778,0.4706941483060898,139.0,0.3525179856115107,0.0935251798561151,0.2567139900245376,0.3704236610711432,66.0,0.0303030303030303,0.0,0.6847140039447731,0.7097643097643096,704.0,0.2315340909090909,0.0014204545454545,0.1333171100633462,0.460227272727272,0.1481876332622601,0.0703624733475479,0.7505330490405118,3,3,2,0.0,2.9722028383790646,0.5193158525040872,0.1806273973343513,18.0,NMDZ1_HUMAN,938.0,True
Q05996,1,0,single-pass,False,False,True,False,False,1,,,,,,Regulator,,0.400178407,0.3595137,0.0,0.215,0.020794567,0.24,0.37583,-0.204,0.79,0.0,0.0523489932885906,0.0463351570069789,0.0455544032156467,0.6,0.21966027,0.0765100671140939,66.17561202712244,-456.0,745,0.1879194630872483,-0.0161073825503355,0.1721318505693686,0.4810290827740475,9.0,0.3333333333333333,0.1111111111111111,0.3415298034685777,0.2876543209876543,20.0,0.0,0.0,,0.7288888888888889,678.0,0.1976401179941003,-0.023598820058997,0.1696756722721469,0.4760242543428383,0.0120805369127516,0.0268456375838926,0.9100671140939596,1,1,1,0.0,2.8721562727482928,0.4066866220514719,0.1715391702587702,18.0,ZP2_HUMAN,745.0,False
Q06418,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.4211589677,0.8201939306,0.0,0.414,0.1719518,0.49,0.421504,-0.166,1.79,0.0,0.098876404494382,0.0530454628169536,0.1139191016554832,0.46,0.3977589,0.0741573033707865,110.96745841589096,-615.0,890,0.1943820224719101,-0.0191011235955056,0.1824582910070913,0.4900873907615479,440.0,0.2431818181818182,-0.0204545454545454,0.1709380081825431,0.4687373737373731,21.0,0.0,0.0,,0.7851851851851852,389.0,0.1568123393316195,-0.0282776349614395,0.1919244458280358,0.491373893173379,0.4943820224719101,0.0235955056179775,0.4370786516853933,1,1,1,0.0,2.949390006644913,0.5462859551720471,0.1940846610143509,18.0,TYRO3_HUMAN,890.0,True
Q07065,1,0,single-pass,True,True,True,False,False,3,member,2.0,in_phasepdb_no_class,,CKAP4,Client,,0.8507573909,0.9447702764,0.004166667,0.803,0.75943923,0.85,0.831295,0.238,4.26,0.1146179401993355,0.2192691029900332,0.9462422132492064,0.8865084648132324,0.84,0.7105539,0.0664451827242525,77.50956458530037,-320.0,602,0.2807308970099668,-0.0282392026578073,0.1261270256755577,0.4219269102990057,106.0,0.1415094339622641,0.0849056603773584,0.2385499279683818,0.3768343815513628,21.0,0.0,0.0,,0.7031746031746032,475.0,0.3242105263157894,-0.0547368421052631,0.1108596119994709,0.4195555555555554,0.1760797342192691,0.0348837209302325,0.7890365448504983,1,1,1,0.0332225913621262,2.7795964912578244,0.8267576883316914,0.2383306438553404,18.0,CKAP4_HUMAN,602.0,True
Q07954,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.3017207546,0.8883779978,,0.711,0.037238307,0.57,1.5439,-0.094,5.65,0.0022007042253521,0.043794014084507,0.362084686756134,0.1785943061113357,0.15,0.9649447,0.0895686619718309,430.96429845174623,-1667.0,4544,0.2372359154929577,-0.0391725352112676,0.1908025527749503,0.4432438380281817,100.0,0.27,-0.05,0.2296807838740022,0.4067777777777779,25.0,0.0,0.0,,0.7786666666666665,4400.0,0.2388636363636363,-0.0393181818181818,0.1896047178368305,0.4409267676767672,0.0220070422535211,0.0055017605633802,0.9683098591549296,1,1,1,0.0,3.6574383227029625,0.7153676882719069,0.2598677461070561,17.0,LRP1_HUMAN,4544.0,True
Q08174,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.6769101495000001,0.440296994,0.001666667,0.768,0.7085093,0.59,1.17679,-0.047,2.06,0.0367924528301886,0.0754716981132075,0.8133821487426758,0.7937161326408386,0.96,0.81515783,0.0754716981132075,138.3940720679316,-536.0,1060,0.2235849056603773,-0.0424528301886792,0.1772168117484763,0.453763102725369,187.0,0.2352941176470588,0.053475935828877,0.274214976588006,0.3727866904337489,21.0,0.0,0.0,,0.8396825396825397,795.0,0.2327044025157232,-0.0716981132075471,0.1478816194899014,0.4577078965758197,0.1764150943396226,0.0198113207547169,0.75,1,1,1,0.0,3.0253058652647704,0.783065264109343,0.1819068041793395,18.0,PCDH1_HUMAN,1060.0,True
Q08345,1,0,single-pass,False,True,False,False,False,1,,,in_phasepdb_no_class,,DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE,,,0.2617370626,0.7716558811,0.0,0.49,0.092777506,0.81,0.837634,-0.08,2.32,0.0,0.1610076670317634,0.0908755511045456,0.3018849790096283,0.89,0.49380827,0.108433734939759,101.18625284192788,-632.0,913,0.208105147864184,-0.0065717415115005,0.1688296116466033,0.472398685651698,475.0,0.2126315789473684,-0.0021052631578947,0.1736407035439628,0.4620116959064319,21.0,0.0,0.0,,0.8862433862433862,397.0,0.2191435768261964,-0.0075566750629722,0.1674449058628284,0.4541841589700526,0.52026286966046,0.0230010952902519,0.4348302300109529,1,1,1,0.0,2.960470777534299,0.6734337635007196,0.1981904485657763,18.0,DDR1_HUMAN,913.0,False
Q08554,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.6183280942,0.370174376,0.0,0.556,0.012445753,0.49,0.843155,-0.17,1.34,0.0,0.023489932885906,0.0509405843913555,0.2535969018936157,0.23,0.51157427,0.0771812080536912,132.98237260006363,-484.0,894,0.2427293064876957,-0.0324384787472035,0.184407054346498,0.4509197116579675,180.0,0.2555555555555555,-0.0333333333333333,0.2133926843560167,0.4198765432098758,23.0,0.0,0.0,,0.7908212560386472,557.0,0.2423698384201077,-0.0556552962298025,0.1658712372856492,0.4402952323957719,0.2013422818791946,0.0257270693512304,0.6230425055928411,1,1,1,0.0,2.951337518795918,0.5197307480007991,0.2345797639904339,18.0,DSC1_HUMAN,894.0,True
Q10589,1,0,single-pass,True,False,False,False,False,1,member,2.0,,,,,,0.0939961143,0.6174762898,0.0,0.142,0.118001625,0.17,-0.856893,-0.442,-2.09,0.0,0.2888888888888888,0.0639753565192222,0.0735757574439048,0.04,0.17008331,0.0722222222222222,2.817280560967755,-247.0,180,0.2333333333333333,-0.0222222222222222,0.1472403990426817,0.5032098765432088,20.0,0.35,-0.05,0.1933552242894435,0.3944444444444445,28.0,0.0714285714285714,0.0714285714285714,0.2862451804710363,0.7869047619047617,113.0,0.2920353982300885,-0.0442477876106194,0.1381852252535638,0.4213372664700096,0.1111111111111111,0.1555555555555555,0.6277777777777778,1,1,1,0.0,2.255272505103306,0.2983398456212407,0.2581700804538381,18.0,BST2_HUMAN,180.0,False
Q12846,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.7028418025000001,0.435361132,0.0,0.528,0.51592493,0.35,0.048402,-0.308,-0.26,0.0707070707070707,0.0,0.5675495862960815,0.7326129674911499,0.76,0.34623596,0.0875420875420875,3.452830909321377,-339.0,297,0.3131313131313131,-0.0168350168350168,0.2024223605217412,0.4320613542835756,275.0,0.3381818181818182,-0.0181818181818181,0.1990911492117099,0.4013333333333337,21.0,0.0,0.0,,0.8333333333333331,,,,,,0.925925925925926,0.0707070707070707,,1,1,0,0.0,2.4727564493172123,0.5404663307315583,0.283371403738242,18.0,STX4_HUMAN,297.0,True
Q12879,3,1,multi-pass,True,True,True,False,False,3,member,1.0,in_phasepdb_no_class,,GRIN2A NMDAR2A,Client,,0.5079130691,0.2602143113,0.000833333,0.406,0.21759966,0.5,0.970588,-0.055,1.23,0.0,0.0198087431693989,0.1277660280466079,0.6018996834754944,0.78,0.20490889,0.0840163934426229,149.38050094315895,-738.0,1464,0.2233606557377049,-0.0047814207650273,0.1773403109292887,0.456360048573154,663.0,0.2579185520361991,0.0196078431372549,0.1658879392797012,0.3913859560918373,62.0,0.032258064516129,0.0,1.0,0.7136200716845876,702.0,0.2150997150997151,-0.0327635327635327,0.1856306505697256,0.4870686926242487,0.4528688524590163,0.0423497267759562,0.4795081967213114,3,3,2,0.0,3.165541076722373,0.6284061129128611,0.2094159715353882,18.0,NMDE1_HUMAN,1464.0,True
Q13018,1,0,single-pass,False,False,True,False,False,1,,,,,,Regulator,,0.2023451843,0.3502065377,0.0,0.343,0.053148232,0.19,0.714252,-0.17,1.47,0.0,0.0396445659603554,0.0555192939937114,0.1029633656144142,0.14,0.24381018,0.0690362269309637,68.00103430888896,-1088.0,1463,0.215311004784689,-0.0307587149692412,0.1727196240860236,0.4505430242272338,45.0,0.2222222222222222,0.0,0.2955489403926571,0.4439506172839507,21.0,0.0,0.0,,0.8153439153439153,1377.0,0.2207697893972403,-0.0334059549745824,0.1713336675799328,0.4418865488582272,0.0307587149692412,0.0143540669856459,0.9412166780587832,1,1,1,0.0,3.1652443261253107,0.4481209242938355,0.2081707990339508,18.0,PLA2R_HUMAN,1463.0,False
Q13021,4,0,multi-pass,False,True,False,False,False,1,,,in_phasepdb_no_class,PML nuclear body,MALL BENE,,,0.0720814804,0.0480926459,0.0,0.02,0.036293495,0.1,-1.85452,-0.393,-2.33,0.0,0.0522875816993464,0.0578116849064827,0.0372948236763477,0.5,0.030321533,0.0980392156862745,0.0108476709820374,-409.0,153,0.0784313725490196,-0.0130718954248366,0.1260090548872571,0.5959331880900509,,,,,,84.0,0.0119047619047619,-0.0119047619047619,1.0,0.691137566137566,,,,,,,0.5490196078431373,,0,4,0,0.0,2.184691430817599,0.2119984203782584,0.2184769529335065,18.0,MALL_HUMAN,153.0,False
Q13291,1,0,single-pass,True,False,False,False,False,1,member,2.0,,,,,,0.0629524486,0.1077532914,0.0,0.347,0.06976651,0.33,-0.0454126,-0.199,0.32,0.0,0.0835820895522388,0.0596227422356605,0.0546489879488945,0.02,0.12976289,0.0805970149253731,31.447066686606,-318.0,335,0.1880597014925373,0.0149253731343283,0.1488397055452515,0.4775124378109458,77.0,0.2077922077922078,0.0259740259740259,0.2800405389452524,0.4294372294372296,21.0,0.0,0.0,,0.7857142857142856,217.0,0.2073732718894009,0.0138248847926267,0.1185813092912293,0.448847926267281,0.2298507462686567,0.0626865671641791,0.6477611940298508,1,1,1,0.0,2.525044807036845,0.3436502489219502,0.1526375249790927,18.0,SLAF1_HUMAN,335.0,False
Q13308,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.6779936485,0.792482624,0.000833333,0.58,0.063469335,0.53,0.593435,-0.209,1.67,0.0214953271028037,0.0355140186915887,0.0500185713171958,0.1135520339012146,0.75,0.72414505,0.0831775700934579,66.57680782006106,-766.0,1070,0.2214953271028037,-0.0046728971962616,0.186696432661871,0.457279335410179,345.0,0.2608695652173913,0.0,0.2215060955804287,0.4439291465378427,21.0,0.0,0.0,,0.7370370370370369,674.0,0.2121661721068249,-0.0133531157270029,0.159870539963466,0.4519452687108478,0.322429906542056,0.019626168224299,0.6299065420560748,1,1,1,0.0,3.0293837776852097,0.6106390888693237,0.2091891702451079,18.0,PTK7_HUMAN,1070.0,True
Q13332,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.7562020214,0.8816849510000001,0.0,0.814,0.08359925,0.46,0.968595,-0.176,1.57,0.0,0.0379876796714579,0.0512580685317516,0.2547259926795959,0.79,0.97882915,0.1026694045174538,127.11348498937257,-1249.0,1948,0.2227926078028747,-0.0102669404517453,0.1848976333742208,0.4557551905087887,645.0,0.2387596899224806,-0.0062015503875968,0.1576970021811742,0.443014642549526,21.0,0.0,0.0,,0.8497354497354495,1253.0,0.2234636871508379,-0.0127693535514764,0.1986529855185449,0.4507493127604849,0.3311088295687885,0.0107802874743326,0.643223819301848,1,1,1,0.0,3.2895889525425965,0.6718420381594551,0.2689288216400868,18.0,PTPRS_HUMAN,1948.0,True
Q13423,14,0,multi-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.6387442363,0.5455331259,0.0,0.576,0.006036169,0.2,1.0771,-0.198,0.74,0.0,0.0469613259668508,0.0607848539948463,0.2136378735303878,0.47,0.12519658,0.0543278084714548,37.77846616560289,-1044.0,1086,0.1537753222836095,0.0046040515653775,0.1666044518533314,0.5332310210763241,17.0,0.1764705882352941,-0.0588235294117647,0.3519675862088057,0.5058823529411766,289.0,0.0069204152249134,-0.0069204152249134,0.5412186238852873,0.6598231449442525,,,,,,0.0156537753222836,0.2661141804788213,,1,14,0,0.0,3.035829825252828,0.4934868318048472,0.2501293936864565,18.0,NNTM_HUMAN,1086.0,True
