UniProt_ID,Gene,Protein_name,reviewed,protein_existence,length,n_transmem,n_intramem,n_lipid,topology,tm_evidence,membrane_descriptor,kw_transmembrane,kw_gpi,in_CD-CODE,in_PhaSepDB,in_DrLLPS,in_PhaSePro,in_LLPSDB,n_databases,CDCODE_role,CDCODE_driver_criteria,CDCODE_n_biomol_condensates,CDCODE_n_synthetic_condensates,CDCODE_condensate_names,PhaSepDB_class,PhaSepDB_MLO,DrLLPS_type,DrLLPS_condensate,PhaSePro_partner_dependent,all_pmids,n_pmids,flagged_pmid_citations,evidence_proteomics_inventory_only,evidence_rnai_screen_only,flag_no_pmid,flag_single_database,flag_unreviewed,flag_tm_predicted_only,flag_no_membrane_descriptor,n_flags,catgranule_leakage,catgranule_train_positive,catgranule_label_contradiction,set_legacy_427,set_legacy_rule_reconstructed,set_recommended_primary,set_strict_transmem,set_full_union_475,set_evidence_core,set_catgranule_clean
Q8IWU2,LMTK2,Serine/threonine-protein kinase LMTK2 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase 2) (Brain-enriched kinase) (hBREK) (CDK5/p35-regulated kinase) (CPRK) (Kinase/phosphatase/inhibitor 2) (Lemur tyrosine kinase 2) (Serine/threonine-protein kinase KPI-2),reviewed,Evidence at protein level,1503.0,2,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q96Q04,LMTK3,Serine/threonine-protein kinase LMTK3 (EC 2.7.11.1) (Lemur tyrosine kinase 3),reviewed,Evidence at protein level,1460.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q96NI6,LRFN5,Leucine-rich repeat and fibronectin type-III domain-containing protein 5,reviewed,Evidence at protein level,719.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Nucleolus,not_in_phasepdb,,Client,Nucleolus,,24127217,1,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q07954,LRP1,Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)],reviewed,Evidence at protein level,4544.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
O75581,LRP6,Low-density lipoprotein receptor-related protein 6 (LRP-6),reviewed,Evidence at protein level,1613.0,1,0,2,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-other only,Wnt signalodroplet,not_in_drllps,,,36266931,1,,False,False,False,True,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
Q50LG9,LRRC24,Leucine-rich repeat-containing protein 24,reviewed,Evidence at protein level,513.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Nucleolus,not_in_phasepdb,,Client,Nucleolus,,19812395,1,19812395=Lam YW Mol Cell Proteomics 2010,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q96AG4,LRRC59,"Leucine-rich repeat-containing protein 59 (Ribosome-binding protein p34) (p34) [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]",reviewed,Evidence at protein level,307.0,1,0,0,single-pass,sequence_analysis,Single-pass type II membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q8IWT6,LRRC8A,Volume-regulated anion channel subunit LRRC8A (Leucine-rich repeat-containing protein 8A) (HsLRRC8A) (Swelling protein 1),reviewed,Evidence at protein level,810.0,4,0,0,multi-pass,experimental,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,False,False,1,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P20916,MAG,Myelin-associated glycoprotein (Siglec-4a),reviewed,Evidence at protein level,626.0,1,0,1,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q13021,MALL,MAL-like protein (Protein BENE),reviewed,Evidence at protein level,153.0,4,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-other only,PML nuclear body,not_in_drllps,,,35399121,1,,False,False,False,True,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
Q9UKM7,MAN1B1,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (ER mannosidase 1) (ERMan1) (Man9GlcNAc2-specific-processing alpha-mannosidase) (Mannosidase alpha class 1B member 1)",reviewed,Evidence at protein level,699.0,1,0,0,single-pass,sequence_analysis,Single-pass type II membrane protein,True,False,True,False,False,False,False,1,member,,1.0,0.0,PML body,not_in_phasepdb,,not_in_drllps,,,,0,,False,False,True,True,False,True,False,3,not_in_catgranule,False,False,True,True,True,True,True,False,True
P21397,MAOA,Amine oxidase [flavin-containing] A (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A),reviewed,Evidence at protein level,527.0,1,0,0,single-pass,unspecified,Single-pass type IV membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P27338,MAOB,Amine oxidase [flavin-containing] B (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B),reviewed,Evidence at protein level,520.0,1,0,0,single-pass,unspecified,Single-pass type IV membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
Q7Z434,MAVS,Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA),reviewed,Evidence at protein level,540.0,1,0,1,single-pass,sequence_analysis,Single-pass membrane protein,True,False,False,True,True,False,False,2,not_in_cdcode,,,,,both classes,Inclusion body;Receptor cluster,Regulator,Stress granule,,24659800;26351918;34239064;36768473;37188808,5,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q01726,MC1R,Melanocyte-stimulating hormone receptor (MSH-R) (Melanocortin receptor 1) (MC1-R),reviewed,Evidence at protein level,317.0,7,0,1,multi-pass,experimental,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,False,False,1,not_in_catgranule,False,False,True,True,True,True,True,False,True
Q8NE86,MCU,"Calcium uniporter protein, mitochondrial (HsMCU) (Coiled-coil domain-containing protein 109A)",reviewed,Evidence at protein level,351.0,2,0,0,multi-pass,experimental,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,mtRNA granule,not_in_phasepdb,,Client,Mitochondrial RNA granule,,25683715,1,,False,False,False,False,False,False,False,0,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q9GZY8,MFF,Mitochondrial fission factor,reviewed,Evidence at protein level,342.0,1,0,0,single-pass,sequence_analysis,Single-pass type IV membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
O95140,MFN2,Mitofusin-2 (EC 3.6.5.-) (Transmembrane GTPase MFN2),reviewed,Evidence at protein level,757.0,2,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q9H3U5,MFSD1,Lysosomal dipeptide transporter MFSD1 (Major facilitator superfamily domain-containing protein 1) (Smooth muscle cell-associated protein 4) (SMAP-4),reviewed,Evidence at protein level,465.0,12,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-self only,,not_in_drllps,,,38614097,1,,False,False,False,True,False,True,False,2,catgranule_test_positive,False,False,True,True,True,True,True,False,False
Q5JRA6,MIA3,Transport and Golgi organization protein 1 homolog (TANGO1) (C219-reactive peptide) (D320) (Melanoma inhibitory activity protein 3),reviewed,Evidence at protein level,1907.0,1,1,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,False,False,False,1,member,,1.0,0.0,ERES,not_in_phasepdb,,not_in_drllps,,,37643612,1,,False,False,False,True,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
P50281,MMP14,Matrix metalloproteinase-14 (MMP-14) (EC 3.4.24.80) (MMP-X1) (Membrane-type matrix metalloproteinase 1) (MT-MMP 1) (MTMMP1) (Membrane-type-1 matrix metalloproteinase) (MT1-MMP) (MT1MMP),reviewed,Evidence at protein level,582.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Centrosome,not_in_phasepdb,,Client,Centrosome/Spindle pole body,,15878869,1,,False,False,False,False,False,True,False,1,not_in_catgranule,False,False,True,True,True,True,True,True,True
Q16653,MOG,Myelin-oligodendrocyte glycoprotein,reviewed,Evidence at protein level,247.0,2,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q13724,MOGS,Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I),reviewed,Evidence at protein level,837.0,1,0,0,single-pass,sequence_analysis,Single-pass type II membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P00403,MT-CO2,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),reviewed,Evidence at protein level,227.0,2,0,0,multi-pass,by_similarity,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,2.0,0.0,Nucleolus;Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,"Nucleolus, Postsynaptic density",,23071613;26980300,2,23071613=Bayés A PLoS One 2012;26980300=Palm D RNA Biol 2016,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q9NZJ7,MTCH1,Mitochondrial carrier homolog 1 (Presenilin-associated protein),reviewed,Evidence at protein level,389.0,6,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q9Y6C9,MTCH2,Mitochondrial carrier homolog 2 (Met-induced mitochondrial protein),reviewed,Evidence at protein level,303.0,6,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q5TF21,MTCL3,Microtubule cross-linking factor 3,reviewed,Evidence at protein level,947.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,2.0,0.0,Stress granule;Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,"Stress granule, Postsynaptic density",,23071613;29373831,2,23071613=Bayés A PLoS One 2012,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q86UE4,MTDH,Protein LYRIC (3D3/LYRIC) (Astrocyte elevated gene-1 protein) (AEG-1) (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein),reviewed,Evidence at protein level,582.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q13505,MTX1,Metaxin-1 (Mitochondrial outer membrane import complex protein 1),reviewed,Evidence at protein level,466.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,2.0,0.0,Nucleolus;Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,"Nucleolus, Postsynaptic density",,23071613;26980300,2,23071613=Bayés A PLoS One 2012;26980300=Palm D RNA Biol 2016,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P15941,MUC1,Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)],reviewed,Evidence at protein level,1255.0,1,0,2,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-other only,,not_in_drllps,,,37398029,1,,False,False,False,True,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
P13591,NCAM1,Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1) (CD antigen CD56),reviewed,Evidence at protein level,858.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,True,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
O15394,NCAM2,Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2),reviewed,Evidence at protein level,837.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q9Y2A7,NCKAP1,Nck-associated protein 1 (NAP 1) (Membrane-associated protein HEM-2) (p125Nap1),reviewed,Evidence at protein level,1128.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P55160,NCKAP1L,Nck-associated protein 1-like (Hematopoietic protein 1) (Membrane-associated protein HEM-1),reviewed,Evidence at protein level,1127.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
O95139,NDUFB6,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 (Complex I-B17) (CI-B17) (NADH-ubiquinone oxidoreductase B17 subunit),reviewed,Evidence at protein level,128.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
O95169,NDUFB8,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (Complex I-ASHI) (CI-ASHI) (NADH-ubiquinone oxidoreductase ASHI subunit)",reviewed,Evidence at protein level,186.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q92859,NEO1,Neogenin (Immunoglobulin superfamily DCC subclass member 2),reviewed,Evidence at protein level,1461.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
O94856,NFASC,Neurofascin,reviewed,Evidence at protein level,1347.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q9NZG7,NINJ2,Ninjurin-2 (Nerve injury-induced protein 2),reviewed,Evidence at protein level,142.0,2,0,0,multi-pass,experimental,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,False,False,1,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q8NFZ4,NLGN2,Neuroligin-2,reviewed,Evidence at protein level,835.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q13423,NNT,"NAD(P) transhydrogenase, mitochondrial (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase) (Pyridine nucleotide transhydrogenase)",reviewed,Evidence at protein level,1086.0,14,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q9BVI4,NOC4L,Nucleolar complex protein 4 homolog (NOC4 protein homolog) (NOC4-like protein) (Nucleolar complex-associated protein 4-like protein),reviewed,Evidence at protein level,516.0,3,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Nucleolus,not_in_phasepdb,,Client,Nucleolus,,12429849;15635413;19812395;20026476,4,19812395=Lam YW Mol Cell Proteomics 2010,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q5JPE7,NOMO2,BOS complex subunit NOMO2 (Nodal modulator 2) (pM5 protein 2),reviewed,Evidence at protein level,1267.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P46531,NOTCH1,Neurogenic locus notch homolog protein 1 (Notch 1) (hN1) (Translocation-associated notch protein TAN-1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)],reviewed,Evidence at protein level,2555.0,1,0,0,single-pass,experimental,Single-pass type I membrane protein,True,False,False,True,True,False,False,2,not_in_cdcode,,,,,PS-self only,Transcriptional condensate,Regulator,Others,,27392146;39300145,2,,False,False,False,False,False,False,False,0,catgranule_test_positive,False,False,True,True,True,True,True,True,False
Q9NPH5,NOX4,NADPH oxidase 4 (EC 1.6.3.1) (Kidney oxidase-1) (KOX-1) (Kidney superoxide-producing NADPH oxidase) (Renal NAD(P)H-oxidase),reviewed,Evidence at protein level,578.0,6,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,False,False,False,1,member,,1.0,0.0,Nucleolus,not_in_phasepdb,,not_in_drllps,,,23393389,1,,False,False,False,True,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P48145,NPBWR1,Neuropeptides B/W receptor type 1 (G protein-coupled receptor 7),reviewed,Evidence at protein level,328.0,7,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,False,False,True,False,False,1,not_in_cdcode,,,,,not_in_phasepdb,,Regulator,Stress granule,,18794846,1,18794846=Ohn T Nat Cell Biol 2008,False,True,False,True,False,True,False,3,catgranule_train_positive,True,False,False,False,False,True,True,False,False
O60500,NPHS1,Nephrin (Renal glomerulus-specific cell adhesion receptor),reviewed,Evidence at protein level,1241.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,True,True,True,True,5,driver,,1.0,5.0,Signaling cluster,PS-other only,Receptor cluster,Scaffold,"Droplet, Others",True,22398450;25321392;26553976;27392146;29424691;30846599;33218630;33835418;34330769,9,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q9Y639,NPTN,Neuroplastin (Stromal cell-derived receptor 1) (SDR-1),reviewed,Evidence at protein level,398.0,1,0,0,single-pass,experimental,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,False,False,1,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P49146,NPY2R,Neuropeptide Y receptor type 2 (NPY2-R) (NPY-Y2 receptor) (Y2 receptor),reviewed,Evidence at protein level,381.0,7,0,1,multi-pass,experimental,Multi-pass membrane protein,True,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-other only,,not_in_drllps,,,36219818,1,,False,False,False,True,False,False,False,1,not_in_catgranule,False,False,True,True,True,True,True,False,True
Q92823,NRCAM,Neuronal cell adhesion molecule (Nr-CAM) (Neuronal surface protein Bravo) (hBravo) (NgCAM-related cell adhesion molecule) (Ng-CAM-related),reviewed,Evidence at protein level,1304.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q02297,NRG1,"Pro-neuregulin-1, membrane-bound isoform (Pro-NRG1) [Cleaved into: Neuregulin-1 (Acetylcholine receptor-inducing activity) (ARIA) (Breast cancer cell differentiation factor p45) (Glial growth factor) (Heregulin) (HRG) (Neu differentiation factor) (Sensory and motor neuron-derived factor)]",reviewed,Evidence at protein level,640.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Nucleolus,not_in_phasepdb,,Client,Nucleolus,,15302578;24127217,2,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
O14511,NRG2,"Pro-neuregulin-2, membrane-bound isoform (Pro-NRG2) [Cleaved into: Neuregulin-2 (NRG-2) (Divergent of neuregulin-1) (DON-1) (Neural- and thymus-derived activator for ERBB kinases) (NTAK)]",reviewed,Evidence at protein level,850.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,False,False,True,False,False,1,not_in_cdcode,,,,,not_in_phasepdb,,Regulator,Stress granule,,18794846;27345716,2,18794846=Ohn T Nat Cell Biol 2008,False,False,False,True,False,True,False,2,catgranule_train_positive,True,False,False,False,False,True,True,False,False
Q9ULB1,NRXN1,Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha),reviewed,Evidence at protein level,1477.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
