UniProt_ID,whole_len,whole_FCR,whole_NCPR,whole_kappa,whole_hydropathy,cyto_len,cyto_FCR,cyto_NCPR,cyto_kappa,cyto_hydropathy,tm_len,tm_FCR,tm_NCPR,tm_kappa,tm_hydropathy,ecto_len,ecto_FCR,ecto_NCPR,ecto_kappa,ecto_hydropathy,cyto_frac,tm_frac,ecto_frac,n_cyto_seg,n_tm_seg,n_ecto_seg,LCR_frac,log10_Length
P31645,630,0.1349206349206349,-0.0079365079365079,0.1842466717090124,0.5469312169312174,208.0,0.2451923076923076,-0.0048076923076923,0.2042101292233855,0.4424679487179479,258.0,0.0271317829457364,-0.003875968992248,0.3517177192020912,0.6828165374677003,164.0,0.1646341463414634,-0.0182926829268292,0.2075207353607276,0.4656504065040648,0.3301587301587301,0.4095238095238095,0.2603174603174603,7,12,6,0.0,2.7993405494535817
P32004,1257,0.213206046141607,-0.0190930787589498,0.1681851744903069,0.4501104923539291,114.0,0.3245614035087719,-0.0789473684210526,0.1535798822246072,0.3819688109161795,23.0,0.0,0.0,,0.827053140096618,1101.0,0.2089009990917348,-0.0145322434150772,0.1679712646595655,0.4450600464224465,0.0906921241050119,0.0182975338106603,0.8758949880668258,1,1,1,0.0,3.0993352776859577
P32189,559,0.1914132379248658,-0.0089445438282647,0.1509214112675862,0.5050685748360165,,,,,,21.0,0.0,0.0,,0.7380952380952379,,,,,,,0.0375670840787119,,0,1,0,0.0,2.747411807886423
P32745,418,0.1650717703349282,0.0167464114832535,0.3094901143393219,0.5280170122275385,161.0,0.3478260869565217,0.0869565217391304,0.3248715493738229,0.3610766045548653,161.0,0.0248447204968944,-0.0124223602484472,0.6509641387107596,0.7159420289855077,96.0,0.09375,-0.0520833333333333,0.3039573448922716,0.492824074074074,0.3851674641148325,0.3851674641148325,0.2296650717703349,4,7,4,0.0,2.621176281775035
P35462,400,0.1375,0.0375,0.1897722350097513,0.5355555555555555,167.0,0.2694610778443114,0.1257485029940119,0.1801925846489605,0.4107784431137725,153.0,0.0130718954248366,-0.0130718954248366,0.531970414257678,0.709876543209877,80.0,0.1,-0.05,0.2224154072488968,0.4626388888888891,0.4175,0.3825,0.2,4,7,4,0.0,2.6020599913279625
P35613,385,0.2233766233766233,-0.0363636363636363,0.2121566178895626,0.4641269841269838,41.0,0.4146341463414634,0.024390243902439,0.3505685489146565,0.2837398373983739,19.0,0.0526315789473684,-0.0526315789473684,1.0,0.7719298245614035,188.0,0.2393617021276596,-0.0478723404255319,0.1864920122246612,0.4521867612293138,0.1064935064935064,0.0493506493506493,0.4883116883116883,1,1,1,0.0,2.5854607295085006
P35968,1356,0.2337758112094395,-0.0199115044247787,0.1740568437939635,0.4696656833824967,571.0,0.2714535901926445,-0.0367775831873905,0.2017664370497347,0.4517610430044742,21.0,0.0,0.0,,0.8380952380952382,745.0,0.2134228187919463,-0.0093959731543624,0.1494712409687865,0.4692766592095427,0.4210914454277286,0.0154867256637168,0.549410029498525,1,1,1,0.0,3.1322596895310446
P36897,503,0.220675944333996,0.0019880715705765,0.1693590471922881,0.4938811574994482,356.0,0.2556179775280899,0.0084269662921348,0.1779887872330624,0.4601123595505622,21.0,0.0,0.0,,0.7687830687830686,93.0,0.1827956989247312,-0.032258064516129,0.1274911279867057,0.5045400238948629,0.7077534791252486,0.0417495029821073,0.1848906560636183,1,1,1,0.0,2.7015679850559278
P39656,456,0.2039473684210526,-0.0109649122807017,0.1905942933455228,0.4937134502923969,9.0,0.6666666666666666,0.0,0.0061045095579009,0.2,20.0,0.0,0.0,,0.7100000000000001,385.0,0.2051948051948052,-0.0285714285714285,0.1895350229320799,0.4846176046176045,0.0197368421052631,0.043859649122807,0.8442982456140351,1,1,1,0.0,2.658964842664435
P40967,661,0.1376701966717095,-0.0196671709531013,0.2249584260340132,0.502891242225584,45.0,0.1777777777777777,0.0888888888888888,0.2872611464968153,0.4508641975308642,21.0,0.0,0.0,,0.8105820105820104,126.0,0.119047619047619,-0.0555555555555555,0.2275019739435264,0.5276895943562608,0.0680786686838124,0.0317700453857791,0.1906202723146747,1,1,1,0.0,2.82020145948564
P41594,1212,0.198019801980198,0.0049504950495049,0.1710873737726252,0.4891730839750586,441.0,0.2018140589569161,0.0340136054421768,0.1864857236858821,0.4501385739480963,157.0,0.0254777070063694,0.0127388535031847,0.2704788450011435,0.6983014861995751,593.0,0.2411467116357504,-0.0185497470489038,0.164284771929108,0.4574854787333706,0.3638613861386138,0.1295379537953795,0.4892739273927393,4,7,4,0.0,3.0835026198302677
P42167,454,0.3017621145374449,0.0242290748898678,0.1764714009697482,0.4151492902594231,,,,,,24.0,0.0416666666666666,0.0416666666666666,0.9999999999999998,0.7620370370370371,20.0,0.2,0.0,0.1412886969042476,0.3677777777777777,,0.052863436123348,0.0440528634361233,0,1,1,0.0,2.657055852857104
P42261,906,0.2185430463576159,0.0022075055187637,0.1547082562045733,0.4778636252146208,113.0,0.2300884955752212,-0.0176991150442477,0.2155566689251268,0.4021632251720749,63.0,0.0317460317460317,0.0,0.6847071021254536,0.7216931216931213,693.0,0.2453102453102453,0.0057720057720057,0.1485081216802287,0.4600288600288604,0.1247240618101545,0.0695364238410596,0.7649006622516556,3,3,2,0.0,2.957128197676813
P42262,883,0.2253680634201585,0.001132502831257,0.1561868861918324,0.4820812885365559,83.0,0.2891566265060241,-0.0240963855421686,0.2256191611651528,0.360107095046854,63.0,0.0317460317460317,0.0,0.6847071021254536,0.7211640211640207,694.0,0.2478386167146974,0.0028818443804034,0.1501524285173079,0.4664745437079728,0.0939977349943374,0.0713476783691959,0.7859569648924122,3,3,2,0.0,2.945960703577569
P42263,894,0.2181208053691275,0.0100671140939597,0.1660973942422978,0.4739870743226456,85.0,0.2941176470588235,-0.0117647058823529,0.2133583453935603,0.3317647058823529,63.0,0.0317460317460317,0.0,0.6847071021254536,0.717813051146384,699.0,0.234620886981402,0.0085836909871244,0.158671860394879,0.4633444603401692,0.0950782997762863,0.0704697986577181,0.7818791946308725,3,3,2,0.0,2.951337518795918
P42658,865,0.2358381502890173,-0.0184971098265895,0.1848702156610874,0.449967886962107,95.0,0.2421052631578947,0.0105263157894736,0.3781084976217357,0.3819883040935676,21.0,0.0,0.0,,0.8523809523809522,749.0,0.2416555407209613,-0.0226969292389853,0.1660061640937085,0.4473075211392985,0.1098265895953757,0.0242774566473988,0.8658959537572254,1,1,1,0.0,2.9370161074648142
P43003,542,0.1863468634686347,0.0055350553505535,0.1731610302235736,0.5418409184091814,132.0,0.3939393939393939,0.0454545454545454,0.1495895967062474,0.3486531986531991,189.0,0.0582010582010582,-0.0052910052910052,0.2289496748472537,0.6877718988830096,156.0,0.2371794871794871,-0.0192307692307692,0.1774743665575973,0.47977207977208,0.2435424354243542,0.3487084870848708,0.2878228782287823,6,8,5,0.0,2.733999286538387
P43004,574,0.181184668989547,-0.0104529616724738,0.1816863690084369,0.5482384823848212,160.0,0.33125,-0.01875,0.1364481752149725,0.3822222222222223,186.0,0.0698924731182795,0.0053763440860215,0.1776063698152759,0.6829151732377545,163.0,0.2269938650306748,-0.0306748466257668,0.2378531143287031,0.5128834355828222,0.2787456445993031,0.3240418118466899,0.28397212543554,6,8,5,0.0,2.7589118923979736
P43119,386,0.1243523316062176,0.0259067357512953,0.2376150427345468,0.5548934945307996,150.0,0.2066666666666666,0.06,0.1960962772853055,0.4473333333333334,165.0,0.0363636363636363,0.0,0.3988500263640246,0.6953535353535354,71.0,0.1549295774647887,0.0140845070422535,0.2658100299001643,0.4557120500782474,0.38860103626943,0.4274611398963731,0.1839378238341968,4,7,4,0.0,2.586587304671755
P43628,341,0.1818181818181818,-0.0175953079178885,0.1985581593047111,0.4640273704789834,76.0,0.2763157894736842,-0.0131578947368421,0.3462155365036686,0.3728070175438592,20.0,0.0,0.0,,0.8538888888888888,224.0,0.1830357142857142,-0.0223214285714285,0.1408547629020589,0.4392361111111103,0.2228739002932551,0.0586510263929618,0.656891495601173,1,1,1,0.0,2.5327543789924976
P45880,294,0.2006802721088435,0.0034013605442176,0.197225663819159,0.4695389266817832,57.0,0.1929824561403508,0.0175438596491228,0.1298216384328611,0.3777777777777778,183.0,0.1912568306010929,0.0273224043715847,0.1720198663899766,0.5049787492410449,28.0,0.2857142857142857,-0.2142857142857142,0.3244296691143924,0.3841269841269841,0.1938775510204081,0.6224489795918368,0.0952380952380952,10,19,9,0.0,2.4683473304121573
P46531,2555,0.1788649706457925,-0.0489236790606653,0.20431297845126,0.4533202870189165,799.0,0.1864831038798498,-0.0262828535669586,0.2230491759126203,0.4442497566402459,21.0,0.0,0.0,,0.7788359788359787,1717.0,0.1793826441467676,-0.0605707629586488,0.1917880838010401,0.4507668413900194,0.312720156555773,0.0082191780821917,0.6720156555772994,1,1,1,0.0,3.407390904470732
P47804,291,0.120274914089347,0.0103092783505154,0.154198990196233,0.5460481099656354,80.0,0.225,0.1,0.0800241963272891,0.4154166666666668,147.0,0.0272108843537414,-0.0136054421768707,0.4526290436326528,0.6675736961451247,64.0,0.203125,-0.046875,0.2401489437432479,0.4302083333333332,0.274914089347079,0.5051546391752577,0.2199312714776632,4,7,4,0.0,2.463892988985908
P47893,321,0.1214953271028037,0.0031152647975077,0.1899478097150082,0.5653859466943575,65.0,0.2307692307692307,0.1076923076923077,0.2144938098321846,0.4933333333333333,151.0,0.0331125827814569,0.0066225165562913,0.4448189847650213,0.6537159676232527,105.0,0.1809523809523809,-0.0666666666666666,0.2026869698226134,0.4829629629629628,0.2024922118380062,0.470404984423676,0.3271028037383177,4,7,4,0.0,2.506505032404872
P47985,274,0.2153284671532846,0.010948905109489,0.1691338786526652,0.4913219789132208,,,,,,37.0,0.1621621621621621,0.054054054054054,0.1866248117534465,0.5123123123123122,134.0,0.2462686567164179,-0.0223880597014925,0.2043160753063632,0.4771973466003314,,0.1350364963503649,0.4890510948905109,0,1,1,0.0,2.437750562820388
P48058,902,0.220620842572062,0.0055432372505543,0.1653488738419978,0.4883099285538296,101.0,0.2871287128712871,-0.0099009900990099,0.2257691456449427,0.4094609460946096,63.0,0.0317460317460317,0.0,0.6847071021254536,0.7211640211640207,698.0,0.2378223495702005,0.0057306590257879,0.1582469030882015,0.4717605858006994,0.1119733924611973,0.0698447893569844,0.7738359201773836,3,3,2,0.0,2.9552065375419416
P48145,328,0.1341463414634146,0.024390243902439,0.2110454861454294,0.5754403794037929,90.0,0.2666666666666666,0.1555555555555555,0.1689793077937129,0.4830864197530863,151.0,0.0331125827814569,-0.0198675496688741,0.4891912886979517,0.6862398822663726,87.0,0.1724137931034483,-0.0344827586206896,0.2180693870340603,0.4786717752234994,0.274390243902439,0.4603658536585366,0.2652439024390244,4,7,4,0.0,2.515873843711679
P48169,554,0.1949458483754512,0.03971119133574,0.1714357180565061,0.4818090653830733,180.0,0.2,0.0888888888888888,0.1977935689117289,0.4069135802469129,88.0,0.0681818181818181,0.0,0.2995874284758024,0.6463383838383838,251.0,0.247011952191235,0.0159362549800796,0.1559075511412178,0.4571934484285082,0.3249097472924188,0.1588447653429603,0.4530685920577617,2,4,3,0.0,2.74350976472843
P49146,381,0.1758530183727034,-0.0026246719160104,0.2103650712010679,0.5387868183143778,112.0,0.2857142857142857,0.125,0.2254864216993246,0.4030753968253965,182.0,0.0329670329670329,-0.0109890109890109,0.285884098665114,0.6788156288156273,87.0,0.3333333333333333,-0.1494252873563218,0.1436321582408866,0.4205619412515963,0.2939632545931758,0.4776902887139108,0.2283464566929134,4,7,4,0.0,2.5809249756756194
P49768,467,0.1862955032119914,-0.032119914346895,0.249940266220858,0.5202474423031181,211.0,0.3080568720379147,-0.0616113744075829,0.2704227031470928,0.3693522906793046,195.0,0.0564102564102564,0.0153846153846153,0.2463609374475054,0.7079202279202275,61.0,0.180327868852459,-0.081967213114754,0.2905695160756753,0.4422586520947175,0.4518201284796574,0.4175588865096359,0.1306209850107066,5,9,5,0.0,2.6693168805661123
P49810,448,0.1808035714285714,-0.0558035714285714,0.2919577561617149,0.5332589285714308,205.0,0.3121951219512195,-0.1073170731707317,0.349278378184115,0.3975609756097567,168.0,0.0238095238095238,0.0,0.5509028515401586,0.718584656084656,54.0,0.2222222222222222,-0.037037037037037,0.1928361488860454,0.4345679012345676,0.4575892857142857,0.375,0.1205357142857142,6,8,4,0.0,2.651278013998144
P49961,510,0.1862745098039215,-0.0137254901960784,0.1379444068168431,0.4893246187363829,27.0,0.3333333333333333,0.037037037037037,0.1397705575087195,0.3724279835390947,42.0,0.0,0.0,,0.815873015873016,441.0,0.1950113378684807,-0.0181405895691609,0.1443907243694691,0.4653817082388493,0.0529411764705882,0.0823529411764705,0.8647058823529412,2,2,1,0.0,2.7075701760979363
P50281,582,0.2388316151202749,0.0017182130584192,0.2004869418374398,0.448319969453989,20.0,0.35,0.25,0.1190400353088162,0.3916666666666666,21.0,0.0,0.0,,0.8470899470899471,430.0,0.2558139534883721,-0.0325581395348837,0.1847337662166746,0.4287855297157605,0.0343642611683848,0.0360824742268041,0.738831615120275,1,1,1,0.0,2.7649229846498886
P50416,773,0.2238033635187581,0.0142302716688227,0.1898102656727383,0.4709788702026717,697.0,0.2395982783357245,0.0129124820659971,0.1944778310287453,0.4581380519687546,46.0,0.0,0.0,,0.6567632850241547,29.0,0.2068965517241379,0.0689655172413793,0.2040274868153369,0.4766283524904214,0.9016817593790428,0.0595084087968952,0.03751617076326,2,2,1,0.0,2.888179493918325
P50993,1020,0.2245098039215686,-0.0166666666666666,0.1682121949864578,0.4984204793028339,704.0,0.2627840909090909,-0.0071022727272727,0.1587689336778823,0.4563289141414131,204.0,0.1078431372549019,-0.0196078431372549,0.2331377399864549,0.6295751633986922,112.0,0.1964285714285714,-0.0714285714285714,0.2265583803895818,0.5241071428571425,0.6901960784313725,0.2,0.1098039215686274,6,10,5,0.0,3.008600171761917
P51572,246,0.2845528455284553,0.008130081300813,0.1370324296443549,0.4825203252032537,139.0,0.3884892086330935,0.0,0.1269465819837608,0.387529976019185,63.0,0.0476190476190476,0.0158730158730158,1.0,0.7553791887125219,43.0,0.3023255813953488,0.0232558139534883,0.1548173965471532,0.3844961240310077,0.5650406504065041,0.2560975609756097,0.1747967479674796,2,3,2,0.0,2.3909351071033798
P51575,399,0.2180451127819548,0.0175438596491228,0.2317597086149481,0.4931216931216932,69.0,0.3333333333333333,0.072463768115942,0.3339657493100105,0.4011272141706925,42.0,0.0476190476190476,0.0,1.0,0.7505291005291007,288.0,0.2152777777777778,0.0069444444444444,0.2286388037651673,0.4776234567901229,0.1729323308270676,0.1052631578947368,0.7218045112781954,2,2,1,0.0,2.6009728956867484
P51648,485,0.2391752577319587,0.0041237113402061,0.1836926549790699,0.4915463917525781,463.0,0.2462203023758099,0.0043196544276457,0.1860121030539586,0.4814494840412751,21.0,0.0952380952380952,0.0,0.1843462246777163,0.7206349206349206,,,,,,0.954639175257732,0.0432989690721649,,1,1,0,0.0,2.6857417386022635
P51679,360,0.1472222222222222,0.0027777777777777,0.2246599254227516,0.5596604938271617,95.0,0.2631578947368421,0.0947368421052631,0.2011170330780735,0.451812865497076,165.0,0.0242424242424242,-0.0121212121212121,0.4545196071010429,0.6846464646464646,100.0,0.24,-0.06,0.2084805980437267,0.4558888888888891,0.2638888888888889,0.4583333333333333,0.2777777777777778,4,7,4,0.0,2.5563025007672877
P51693,650,0.2523076923076923,-0.0338461538461538,0.1888943141454082,0.4301196581196563,47.0,0.3404255319148936,0.0,0.1981309621293245,0.371631205673759,23.0,0.0,0.0,,0.7270531400966183,542.0,0.2656826568265683,-0.047970479704797,0.1785267704454988,0.4143706437064344,0.0723076923076923,0.0353846153846153,0.8338461538461538,1,1,1,0.0,2.812913356642856
P51798,805,0.1838509316770186,0.0074534161490683,0.187616774514861,0.5265010351966893,334.0,0.2724550898203592,0.0029940119760479,0.2164633408920701,0.4479374584165013,232.0,0.0646551724137931,0.021551724137931,0.2843520799684133,0.6698275862068962,,,,,,0.4149068322981366,0.2881987577639751,,2,10,0,0.0,2.9057958803678687
P51805,1871,0.2068412613575628,-0.0016034206306787,0.1767179590975996,0.4823089257081772,630.0,0.2650793650793651,-0.0015873015873015,0.154018939805039,0.4554850088183434,21.0,0.0,0.0,,0.7444444444444442,1201.0,0.183180682764363,-0.0016652789342214,0.193245184339384,0.4876121750393254,0.3367183324425441,0.0112239444147514,0.6419027258150721,1,1,1,0.0,3.27207378750001
P53007,311,0.2057877813504823,0.0643086816720257,0.1440497746716615,0.4928188638799567,,,,,,111.0,0.081081081081081,0.027027027027027,0.3060873887746462,0.6303303303303301,,,,,,,0.3569131832797427,,0,6,0,0.0,2.492760389026837
P53985,500,0.152,0.02,0.1508570854960451,0.5386666666666666,189.0,0.3121693121693121,0.0476190476190476,0.144881571161861,0.3919459141681359,269.0,0.0334572490706319,0.0037174721189591,0.2282381955520918,0.6599752168525397,42.0,0.1904761904761904,0.0,0.1677148157887048,0.421957671957672,0.378,0.538,0.084,7,12,6,0.0,2.6989700043360187
P54289,1103,0.2311876699909338,-0.0244786944696282,0.1896586235823013,0.4630200463382687,9.0,0.1111111111111111,0.1111111111111111,0.7018098247629994,0.5172839506172839,21.0,0.0,0.0,,0.6544973544973546,1049.0,0.2411820781696854,-0.0257387988560533,0.1879501607997407,0.4546446351022154,0.0081595648232094,0.0190389845874886,0.9510426110607434,1,1,1,0.0,3.0425755124401905
P54707,1039,0.217516843118383,-0.0096246390760346,0.1668326386939127,0.5017324350336804,723.0,0.2572614107883817,-0.0110650069156293,0.1693609599485598,0.4609958506224058,204.0,0.0980392156862745,0.0,0.2634318366782049,0.642864923747276,112.0,0.1785714285714285,-0.0178571428571428,0.1004167474330689,0.5076388888888886,0.6958614051973051,0.1963426371511068,0.107795957651588,6,10,5,0.0,3.016615547557177
P54764,986,0.22920892494929,-0.0060851926977687,0.1552319546732802,0.4683795357223359,417.0,0.2589928057553957,0.0095923261390887,0.1653856183447177,0.4564348521183052,22.0,0.0,0.0,,0.8328282828282828,528.0,0.2215909090909091,-0.0170454545454545,0.1439190882128215,0.4543981481481488,0.422920892494929,0.0223123732251521,0.5354969574036511,1,1,1,0.0,2.993876914941211
P55011,1212,0.1971947194719472,-0.0123762376237623,0.1664872260241081,0.5077466079941264,853.0,0.2379835873388042,-0.0105509964830011,0.1677051366369999,0.4543311189266654,260.0,0.05,0.0038461538461538,0.2029022900838787,0.6988461538461537,99.0,0.2323232323232323,-0.0707070707070707,0.1767356264451098,0.4661054994388326,0.7037953795379538,0.2145214521452145,0.0816831683168316,7,12,3,0.0297029702970297,3.0835026198302677
P55084,474,0.2088607594936709,0.0316455696202531,0.1864873666950628,0.4919596812001879,,,,,,,,,,,,,,,,,,,0,0,0,0.0,2.675778341674085
P55087,323,0.1578947368421052,0.0030959752321981,0.1680805035928026,0.5466804265565876,133.0,0.3233082706766917,0.037593984962406,0.1723531459613337,0.4329991645781118,125.0,0.024,-0.024,0.3299950253656568,0.7037333333333338,43.0,0.0930232558139534,-0.0465116279069767,0.2070225452606808,0.4609819121447029,0.4117647058823529,0.3869969040247678,0.1331269349845201,5,6,4,0.0,2.509202522331103
P55160,1127,0.2165039929015084,-0.0106477373558118,0.166446241916323,0.4954056985112882,,,,,,21.0,0.0476190476190476,-0.0476190476190476,0.6902017924891406,0.7179894179894178,,,,,,,0.0186335403726708,,0,1,0,0.0,3.0519239160461065
P55283,916,0.212882096069869,-0.0513100436681222,0.1841562008014116,0.4641072295002427,160.0,0.325,-0.1125,0.2069908964014006,0.3804166666666669,22.0,0.0,0.0,,0.848989898989899,565.0,0.1858407079646017,-0.0548672566371681,0.1580165210849483,0.476027531956735,0.1746724890829694,0.0240174672489082,0.6168122270742358,1,1,1,0.0,2.9618954736678504
P55344,173,0.0982658959537572,0.0520231213872832,0.1666844290578327,0.5723827874116896,26.0,0.2692307692307692,0.1923076923076923,0.2002710119228412,0.3658119658119658,84.0,0.0,0.0,,0.7300264550264551,63.0,0.1587301587301587,0.0634920634920634,0.1913084240827539,0.447442680776014,0.1502890173410404,0.4855491329479768,0.3641618497109826,3,4,2,0.0,2.2380461031287955
P56180,551,0.2522686025408348,0.0127041742286751,0.1679052895821448,0.4893123613631783,,,,,,63.0,0.1111111111111111,-0.0476190476190476,0.176639206935061,0.7536155202821865,,,,,,,0.1143375680580762,,0,3,0,0.0,2.741151598851785
P59534,338,0.1183431952662721,0.0236686390532544,0.2506949732109644,0.5685404339250489,104.0,0.1923076923076923,0.0961538461538461,0.2734076079250045,0.4662393162393159,147.0,0.0204081632653061,-0.0068027210884353,0.642466211337049,0.7043083900226759,87.0,0.1954022988505747,-0.0114942528735632,0.2558367639871847,0.4614303959131545,0.3076923076923077,0.4349112426035503,0.257396449704142,4,7,4,0.0,2.5289167002776547
P60033,236,0.1398305084745762,-0.0211864406779661,0.1656055060319636,0.576600753295668,29.0,0.1724137931034483,0.0344827586206896,0.3683302952144366,0.5118773946360153,88.0,0.0227272727272727,-0.0227272727272727,0.5161342203846174,0.7536616161616163,119.0,0.2184873949579832,-0.0336134453781512,0.1497799025026903,0.4614379084967315,0.1228813559322034,0.3728813559322034,0.5042372881355932,3,4,2,0.0,2.3729120029701067
P60201,277,0.111913357400722,0.0252707581227436,0.1595666220399242,0.5611311672683514,88.0,0.2045454545454545,0.0909090909090909,0.1405580290874249,0.4622474747474745,105.0,0.0,0.0,,0.6986243386243388,83.0,0.1566265060240964,-0.0120481927710843,0.1544611113665177,0.4902275769745649,0.3176895306859206,0.3790613718411552,0.2996389891696751,3,4,2,0.0,2.4424797690644486
P60468,96,0.1458333333333333,0.1041666666666666,0.2427451480936963,0.4843750000000001,69.0,0.1739130434782608,0.1159420289855072,0.2541815612462939,0.4215780998389694,21.0,0.0,0.0,,0.7354497354497354,5.0,0.4,0.4,,0.2511111111111111,0.71875,0.21875,0.0520833333333333,1,1,1,0.0,1.9822712330395684
P61073,352,0.1647727272727272,0.0113636363636363,0.2305487642325918,0.5443813131313139,113.0,0.247787610619469,0.1592920353982301,0.2300168407498735,0.4270403146509346,148.0,0.027027027027027,-0.027027027027027,0.2900207159689631,0.7084084084084086,91.0,0.2857142857142857,-0.1098901098901098,0.1402627687601345,0.4233211233211233,0.3210227272727273,0.4204545454545454,0.2585227272727273,4,7,4,0.0,2.546542663478131
P61266,288,0.3611111111111111,-0.0416666666666666,0.2227904633999381,0.4228780864197526,264.0,0.3939393939393939,-0.0454545454545454,0.2102667861368664,0.390909090909091,24.0,0.0,0.0,,0.774537037037037,,,,,,0.9166666666666666,0.0833333333333333,,1,1,0,0.0,2.459392487759231
P61803,113,0.1061946902654867,0.0,0.1908950075170564,0.5916420845624388,48.0,0.2291666666666666,0.0208333333333333,0.1744998681739716,0.4587962962962965,63.0,0.0158730158730158,-0.0158730158730158,0.999999999999998,0.6952380952380952,,,,,,0.4247787610619469,0.5575221238938053,,2,3,0,0.0,2.0530784434834195
P63027,116,0.2155172413793103,0.0086206896551724,0.2496935054188738,0.4981800766283527,93.0,0.2688172043010752,0.010752688172043,0.2359869174152531,0.4187574671445636,20.0,0.0,0.0,,0.8650000000000002,,,,,,0.8017241379310345,0.1724137931034483,,1,1,0,0.0,2.0644579892269186
P78324,504,0.2083333333333333,-0.0059523809523809,0.182027979587255,0.4515652557319213,110.0,0.2636363636363636,0.009090909090909,0.2457883333168181,0.3658585858585861,21.0,0.0,0.0,,0.8169312169312167,343.0,0.2157434402332361,-0.0116618075801749,0.1493808598614047,0.4440881114350478,0.2182539682539682,0.0416666666666666,0.6805555555555556,1,1,1,0.0,2.702430536445525
P78357,1384,0.1972543352601156,-0.0065028901734104,0.1859886965098822,0.4650048169556856,80.0,0.15,0.0,0.1655834107087589,0.3765277777777779,21.0,0.0,0.0,,0.8291005291005289,1264.0,0.2049050632911392,-0.0071202531645569,0.1892391933913624,0.4617791842475368,0.0578034682080924,0.0151734104046242,0.9132947976878611,1,1,1,0.0,3.141136090120739
P81605,110,0.2636363636363636,-0.009090909090909,0.2415344699127695,0.4750505050505054,,,,,,45.0,0.3555555555555555,-0.0444444444444444,0.1791449162349692,0.4787654320987655,,,,,,,0.4090909090909091,,0,1,0,0.0,2.041392685158225
P98194,919,0.2023939064200217,-0.0043525571273122,0.1776243731994951,0.5191149800507782,652.0,0.2361963190184049,-0.00920245398773,0.1860919950865075,0.4826346284935245,202.0,0.094059405940594,0.0247524752475247,0.1922674404366862,0.6367436743674362,65.0,0.2,-0.0461538461538461,0.1406875117975328,0.5194871794871794,0.7094668117519043,0.2198041349292709,0.0707290533188248,6,10,5,0.0,2.9633155113861114
Q00325,362,0.1933701657458563,0.0441988950276243,0.1759210595067252,0.5026396562308161,,,,,,127.0,0.0472440944881889,0.0157480314960629,0.3969661733242617,0.6249343832020993,86.0,0.313953488372093,0.0116279069767441,0.1865928781563513,0.4156330749354003,,0.3508287292817679,0.2375690607734806,0,6,4,0.0,2.558708570533166
Q00765,189,0.2328042328042328,0.0105820105820105,0.1031490454916576,0.5116402116402115,110.0,0.3636363636363636,0.0181818181818181,0.0897493926096442,0.4186868686868689,75.0,0.04,0.0133333333333333,0.6370606411577633,0.6496296296296297,4.0,0.25,-0.25,,0.4805555555555555,0.582010582010582,0.3968253968253968,0.0211640211640211,3,4,2,0.0,2.2764618041732443
Q01726,317,0.1104100946372239,0.0220820189274447,0.2439154187298012,0.6012968804766904,81.0,0.2222222222222222,0.1481481481481481,0.1953097928861839,0.4503429355281209,164.0,0.048780487804878,-0.0365853658536585,0.2235697701191519,0.6966124661246607,72.0,0.125,0.0138888888888888,0.2906671653857204,0.5540123456790124,0.2555205047318612,0.5173501577287066,0.2271293375394321,4,7,4,0.0,2.501059262217752
Q01814,1243,0.2405470635559131,-0.0152855993563958,0.1839006262881609,0.4816840976133004,925.0,0.2864864864864865,-0.0097297297297297,0.1778765960519598,0.4421981981981999,210.0,0.0761904761904762,-0.019047619047619,0.2370176944408344,0.6408994708994705,108.0,0.1666666666666666,-0.0555555555555555,0.3176734569269632,0.5102880658436215,0.7441673370876911,0.1689460981496379,0.0868865647626709,6,10,5,0.0,3.094471128641645
Q02297,640,0.240625,0.01875,0.2015226665937028,0.413385416666668,375.0,0.2293333333333333,-0.0106666666666666,0.2207742401687922,0.3944592592592595,23.0,0.0,0.0,,0.7893719806763286,223.0,0.2511210762331838,0.0448430493273542,0.1578935687749045,0.4231190832087693,0.5859375,0.0359375,0.3484375,1,1,1,0.0,2.806179973983887
Q02413,1049,0.1982840800762631,-0.0400381315538608,0.1713708548828398,0.4691875860608005,480.0,0.1770833333333333,-0.05625,0.1735942825050583,0.4715509259259258,21.0,0.0,0.0,,0.7788359788359787,499.0,0.220440881763527,-0.0400801603206412,0.1686286365601902,0.4522155421955027,0.4575786463298379,0.0200190657769304,0.4756911344137273,1,1,1,0.0,3.020775488193558
Q02978,314,0.1815286624203821,0.054140127388535,0.136498826045315,0.5129511677282373,,,,,,119.0,0.0504201680672268,0.0504201680672268,0.1836309565195209,0.6017740429505125,,,,,,,0.3789808917197452,,0,6,0,0.0,2.496929648073215
Q03135,178,0.2191011235955056,-0.0280898876404494,0.166092682239688,0.5071161048689143,156.0,0.25,-0.032051282051282,0.164711522552432,0.4757834757834754,,,,,,,,,,,0.8764044943820225,,,2,0,0,0.0,2.250420002308894
Q03518,748,0.1537433155080214,-0.0013368983957219,0.177901463982682,0.523098633392751,466.0,0.1931330472103004,-0.0085836909871244,0.1764340293153288,0.4634716261325687,212.0,0.0660377358490566,0.0094339622641509,0.3081350353444544,0.6634696016771491,70.0,0.1571428571428571,0.0142857142857142,0.1724580152555262,0.494920634920635,0.6229946524064172,0.2834224598930481,0.0935828877005347,6,10,5,0.0,2.873901597864461
