UniProt_ID,pos_PSAP,neg_PSAP,pos_DeePhase,neg_DeePhase,pos_PSPHunter,neg_PSPHunter,pos_PSPire,neg_PSPire,pos_PICNIC,neg_PICNIC,pos_PDL,neg_PDL,pos_SaPS,neg_SaPS,pos_PdPS,neg_PdPS,pos_MolPhase,neg_MolPhase,pos_Opt_PredLLPS,neg_Opt_PredLLPS,pos_MambaPhase,neg_MambaPhase,pos_Seq2Phase,neg_Seq2Phase,pos_LLPhyScore,neg_LLPhyScore
Q9HCX4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False
Q9HCF6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False
A6NH52,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,unknown,False
Q06418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,unknown,False
Q92575,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,unknown,False
P47985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,unknown,False
O75445,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,unknown,False
P63027,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False
Q15836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,unknown,False
Q9P0L0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,unknown,False
O95292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False
P21796,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False
P45880,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,unknown,False
Q9Y277,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False
O76024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,unknown,False
Q5BJH7,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,unknown,False
Q9GZM5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,True
Q96TA2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,unknown,False
Q05996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False
