Entry,Gene,Protein_name,cohort,n_tm,topology,cdcode_role,n_cdcode_biomol_condensates,in_source_db,has_bg_scores,PICNIC_score,PICNIC_GO_score,PSAP_score,PSPHunter_prob,PSPire_score,FuzDrop_pLLPS,catGRANULE_score,PLAAC_NLLR,PScore_score,ESpritz_score,SEG_score,SaPS_score,PdPS_score,DeepPhase_score,PDL_score,RY_score,ParSe2_score,LLPhyScore_score,TMD_count,Entry name,p(LLPS),pLLPS_Class,Length
Q50LG9,LRRC24,Leucine-rich repeat-containing protein 24,legacy,1,single-pass,member,1.0,True,True,0.2745418179,0.0659195608,0.0,0.198,0.0049764044,0.44,-0.0875908,-0.042,1.09,0.0,0.2553606237816764,0.098006285727024,0.0428692139685153,0.43,0.30711058,0.1052631578947368,15.937969611616865,-654.0,1.0,LRC24_HUMAN,0.44,Medium,513.0
Q96AG4,LRRC59,"Leucine-rich repeat-containing protein 59 (Ribosome-binding protein p34) (p34) [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]",legacy,1,single-pass,member,1.0,True,True,0.6954685770000001,0.8014782408000001,0.000833333,0.766,0.892326,0.71,0.190553,-0.463,3.63,0.0,0.3550488599348534,0.1453973948955536,0.554470419883728,0.85,0.94461745,0.0814332247557003,4.74540175085976,-272.0,1.0,LRC59_HUMAN,0.71,High,307.0
Q8IWT6,LRRC8A,Volume-regulated anion channel subunit LRRC8A (Leucine-rich repeat-containing protein 8A) (HsLRRC8A) (Swelling protein 1),legacy,4,multi-pass,member,1.0,True,True,0.3244235149,0.0949929525,0.0,0.257,0.18315989,0.13,-0.0676942,-0.332,0.74,0.0,0.0506172839506172,0.0689561069011688,0.1016820073127746,0.16,0.09430585,0.0938271604938271,37.00400410800199,-1308.0,4.0,LRC8A_HUMAN,0.13,Low,810.0
P20916,MAG,Myelin-associated glycoprotein (Siglec-4a),legacy,1,single-pass,member,1.0,True,True,0.1052489258,0.1882960955,0.0,0.237,0.0024869486,0.22,0.212541,-0.277,1.88,0.0734824281150159,0.1038338658146964,0.0472338236868381,0.0320754125714302,0.1,0.23347923,0.0910543130990415,15.864261551793936,-499.0,1.0,MAG_HUMAN,0.22,Low,626.0
Q13021,MALL,MAL-like protein (Protein BENE),legacy,4,multi-pass,not_in_cdcode,,True,True,0.0720814804,0.0480926459,0.0,0.02,0.036293495,0.1,-1.85452,-0.393,-2.33,0.0,0.0522875816993464,0.0578116849064827,0.0372948236763477,0.5,0.030321533,0.0980392156862745,0.0108476709820374,-409.0,4.0,MALL_HUMAN,0.1,Low,153.0
Q9UKM7,MAN1B1,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (ER mannosidase 1) (ERMan1) (Man9GlcNAc2-specific-processing alpha-mannosidase) (Mannosidase alpha class 1B member 1)",legacy,1,single-pass,member,1.0,True,True,0.3247539808,0.1679978776,0.001666667,0.223,0.02324941,0.63,0.5738,-0.233,2.72,0.0,0.050071530758226,0.0534486770629882,0.1182870045304298,0.89,0.051272765,0.0958512160228898,47.247361340657946,-737.0,1.0,MA1B1_HUMAN,0.63,Medium,699.0
P21397,MAOA,Amine oxidase [flavin-containing] A (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A),legacy,1,single-pass,member,1.0,True,True,0.689776536,0.3442991389,0.0,0.297,0.08280442,0.14,0.670228,-0.336,0.28,0.0,0.064516129032258,0.0518027544021606,0.1735488623380661,0.25,0.03559998,0.0986717267552182,25.081949951384583,-446.0,1.0,AOFA_HUMAN,0.14,Low,527.0
P27338,MAOB,Amine oxidase [flavin-containing] B (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B),legacy,1,single-pass,member,1.0,True,True,0.424996652,0.3350679766,0.0,0.206,0.26919258,0.15,0.433952,-0.342,0.85,0.0,0.025,0.0538977608084678,0.2710093557834625,0.05,0.040713564,0.1038461538461538,31.12339400828564,-532.0,1.0,AOFB_HUMAN,0.15,Low,520.0
Q7Z434,MAVS,Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA),legacy,1,single-pass,not_in_cdcode,,True,True,0.3417054212,0.3719084584,0.008333333,0.795,0.97495615,1.0,0.249132,-0.124,2.12,0.2277777777777777,0.1666666666666666,0.6838797330856323,0.8008372187614441,0.98,0.22459128,0.0703703703703703,161.56204763986034,-26.0,1.0,MAVS_HUMAN,1.0,High,540.0
Q01726,MC1R,Melanocyte-stimulating hormone receptor (MSH-R) (Melanocortin receptor 1) (MC1-R),legacy,7,multi-pass,member,1.0,True,True,0.0288361397,0.2121311804,0.0,0.096,0.123660184,0.12,-1.30493,-0.344,-1.23,0.0,0.2271293375394321,0.0598054453730583,0.0351788029074668,0.44,0.15405735,0.0757097791798107,0.0,-751.0,7.0,MSHR_HUMAN,0.12,Low,317.0
Q8NE86,MCU,"Calcium uniporter protein, mitochondrial (HsMCU) (Coiled-coil domain-containing protein 109A)",legacy,2,multi-pass,member,1.0,True,True,0.3934921894,0.1574889878,0.0,0.178,0.021896387,0.32,0.119494,-0.15,0.94,0.0,0.1652421652421652,0.1497824490070343,0.1922467052936554,0.04,0.03835022,0.1253561253561253,40.11321803414288,-453.0,2.0,MCU_HUMAN,0.32,Low,351.0
Q9GZY8,MFF,Mitochondrial fission factor,legacy,1,single-pass,member,1.0,True,True,0.3524773318,0.2841500455,0.003333333,0.364,0.62257046,0.56,-0.194523,-0.176,1.11,0.0,0.0467836257309941,0.4080274999141693,0.8933369517326355,0.91,0.21203136,0.1198830409356725,38.460718788038974,-277.0,1.0,MFF_HUMAN,0.56,Medium,342.0
O95140,MFN2,Mitofusin-2 (EC 3.6.5.-) (Transmembrane GTPase MFN2),legacy,2,multi-pass,member,1.0,True,True,0.4466621609,0.7499342389,0.0,0.44,0.56247425,0.17,0.291849,-0.126,0.55,0.0,0.0343461030383091,0.049529418349266,0.046475414186716,0.11,0.79301316,0.083223249669749,14.603688954779749,-773.0,2.0,MFN2_HUMAN,0.17,Low,757.0
Q9H3U5,MFSD1,Lysosomal dipeptide transporter MFSD1 (Major facilitator superfamily domain-containing protein 1) (Smooth muscle cell-associated protein 4) (SMAP-4),legacy,12,multi-pass,not_in_cdcode,,True,True,0.0456853351,0.0441884626,0.0,0.082,0.01865598,0.18,-0.147836,-0.326,-0.44,0.0193548387096774,0.1354838709677419,0.0778125450015068,0.0277377814054489,0.66,0.023559052,0.064516129032258,0.1882698967986205,-737.0,12.0,MFSD1_HUMAN,0.18,Low,465.0
Q5JRA6,MIA3,Transport and Golgi organization protein 1 homolog (TANGO1) (C219-reactive peptide) (D320) (Melanoma inhibitory activity protein 3),legacy,1,single-pass,member,1.0,True,True,0.8305917837,0.5473993804,,0.823,0.64136446,1.0,1.34993,-0.077,3.68,0.4619821709491347,0.096486628211851,0.621209442615509,0.7640144228935242,0.98,0.52613306,0.059255374934452,182.24568323886007,-152.0,2.0,TGO1_HUMAN,1.0,High,1907.0
P50281,MMP14,Matrix metalloproteinase-14 (MMP-14) (EC 3.4.24.80) (MMP-X1) (Membrane-type matrix metalloproteinase 1) (MT-MMP 1) (MTMMP1) (Membrane-type-1 matrix metalloproteinase) (MT1-MMP) (MT1MMP),legacy,1,single-pass,member,1.0,True,True,0.6083975775,0.3676750625,0.001666667,0.459,0.06500304,0.37,1.06907,-0.114,2.63,0.0,0.1563573883161512,0.0754575356841087,0.2541364729404449,0.97,0.8060227,0.1082474226804123,51.67913018871848,-194.0,1.0,MMP14_HUMAN,0.37,Low,582.0
Q16653,MOG,Myelin-oligodendrocyte glycoprotein,legacy,2,multi-pass,member,1.0,True,True,0.0300662597,0.0478977103,0.0,0.072,0.0027217874,0.17,-0.3132,-0.363,0.07,0.0,0.1538461538461538,0.0595416314899921,0.0449462346732616,0.09,0.35060745,0.1214574898785425,9.530408632452437,-395.0,2.0,MOG_HUMAN,0.17,Low,247.0
Q13724,MOGS,Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I),legacy,1,single-pass,member,1.0,True,True,0.1523673992,0.1210027315,0.000833333,0.515,0.01467962,0.8,1.16937,-0.22,1.49,0.009557945041816,0.1230585424133811,0.0485228225588798,0.2329689264297485,0.9,0.048233304,0.1015531660692951,110.15358040711136,-619.0,1.0,MOGS_HUMAN,0.8,High,837.0
P00403,MT-CO2,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),legacy,2,multi-pass,member,2.0,True,True,0.1461432581,0.0611875886,,0.364,0.027055204,0.17,-1.41334,-0.308,-0.01,0.0,0.1806167400881057,0.0692467242479324,0.0281173530966043,0.19,0.97658813,0.066079295154185,0.5657831805548441,-367.0,2.0,COX2_HUMAN,0.17,Low,227.0
Q9NZJ7,MTCH1,Mitochondrial carrier homolog 1 (Presenilin-associated protein),legacy,6,multi-pass,member,1.0,True,True,0.1798965483,0.0830901632,0.0,0.302,0.018319791,0.63,0.806531,-0.068,0.74,0.1311053984575835,0.1593830334190231,0.1165736764669418,0.1745614111423492,0.37,0.045343623,0.0796915167095115,69.83608246589628,-360.0,6.0,MTCH1_HUMAN,0.63,Medium,389.0
Q9Y6C9,MTCH2,Mitochondrial carrier homolog 2 (Met-induced mitochondrial protein),legacy,6,multi-pass,member,1.0,True,True,0.0679302617,0.0423220968,0.0,0.47,0.16077892,0.16,0.115492,-0.148,1.12,0.0,0.0,0.2867087423801422,0.4235156178474426,0.11,0.02920763,0.0858085808580858,2.791027159789801,-311.0,6.0,MTCH2_HUMAN,0.16,Low,303.0
Q5TF21,MTCL3,Microtubule cross-linking factor 3,legacy,1,single-pass,member,2.0,True,True,0.8927666636,0.5967162821,0.021666667,0.505,0.39514852,1.0,1.58941,0.087,6.66,0.3611404435058078,0.2808870116156283,0.6081187725067139,0.7197622060775757,1.0,0.735068,0.0929250263991552,300.45122140561807,-234.0,1.0,SOGA3_HUMAN,1.0,High,947.0
Q86UE4,MTDH,Protein LYRIC (3D3/LYRIC) (Astrocyte elevated gene-1 protein) (AEG-1) (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein),legacy,1,single-pass,member,1.0,True,True,0.7633049705,0.9431602734,0.006666667,0.748,0.9090306,1.0,1.46266,-0.229,3.26,0.6494845360824743,0.1718213058419244,0.8910396695137024,0.9162181615829468,0.99,0.81432074,0.0549828178694158,219.0437808986394,155.0,1.0,LYRIC_HUMAN,1.0,High,582.0
Q13505,MTX1,Metaxin-1 (Mitochondrial outer membrane import complex protein 1),legacy,1,single-pass,member,2.0,True,True,0.3749885673,0.085082425,0.0,0.402,0.29123223,0.72,0.415738,-0.18,4.25,0.1416309012875536,0.1523605150214592,0.6245797872543335,0.5129005312919617,0.99,0.0906641,0.1201716738197424,49.08986941837886,-405.0,1.0,MTX1_HUMAN,0.72,High,466.0
P15941,MUC1,Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)],legacy,1,single-pass,not_in_cdcode,,True,True,0.5785296345000001,0.5411850709,0.001666667,0.64,0.14811698,1.0,0.468664,-0.074,3.69,0.6749003984063745,0.0533864541832669,0.4974970817565918,0.1480368673801422,0.88,0.8432403,0.0525896414342629,1047.8771367042204,1446.0,1.0,MUC1_HUMAN,1.0,High,1255.0
P13591,NCAM1,Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1) (CD antigen CD56),legacy,1,single-pass,member,1.0,True,True,0.697263107,0.4382108774,0.004166667,0.693,0.030880889,0.39,0.770037,-0.185,0.66,0.0804195804195804,0.0454545454545454,0.0469365045428276,0.2610849738121032,0.91,0.9124739,0.0594405594405594,45.95662125048656,-367.0,1.0,NCAM1_HUMAN,0.39,Low,858.0
O15394,NCAM2,Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2),legacy,1,single-pass,member,1.0,True,True,0.6981818861,0.4211152804,0.001666667,0.548,0.010592328,0.29,1.02619,-0.24,0.09,0.082437275985663,0.0991636798088411,0.049036294221878,0.2263426482677459,0.92,0.905403,0.075268817204301,74.77269257986251,-488.0,1.0,NCAM2_HUMAN,0.29,Low,837.0
Q9Y2A7,NCKAP1,Nck-associated protein 1 (NAP 1) (Membrane-associated protein HEM-2) (p125Nap1),legacy,1,single-pass,member,1.0,True,True,0.6484451757,0.2805399334,0.0,0.522,0.802112,0.21,-0.0985845,-0.241,-0.53,0.0,0.0212765957446808,0.0571597218513488,0.1003588214516639,0.09,0.2109201,0.0815602836879432,1.8841448683048367,-1704.0,1.0,NCKP1_HUMAN,0.21,Low,1128.0
P55160,NCKAP1L,Nck-associated protein 1-like (Hematopoietic protein 1) (Membrane-associated protein HEM-1),legacy,1,single-pass,member,1.0,True,True,0.407620715,0.1563079581,0.0,0.318,0.21450572,0.22,0.00196026,-0.277,0.45,0.0,0.0141969831410825,0.0905655100941658,0.0496887974441051,0.36,0.15957938,0.0780834072759538,0.0,-1817.0,1.0,NCKPL_HUMAN,0.22,Low,1127.0
O95139,NDUFB6,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 (Complex I-B17) (CI-B17) (NADH-ubiquinone oxidoreductase B17 subunit),legacy,1,single-pass,member,1.0,True,True,0.5701215573,0.1531789963,0.0,0.194,0.18432157,0.46,-0.510483,-0.532,,0.28125,0.1328125,0.3849665522575378,0.6965060234069824,0.26,0.024009364,0.109375,0.0,-103.0,1.0,NDUB6_HUMAN,0.46,Medium,128.0
O95169,NDUFB8,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (Complex I-ASHI) (CI-ASHI) (NADH-ubiquinone oxidoreductase ASHI subunit)",legacy,1,single-pass,member,1.0,True,True,0.1096912875,0.0685645587,0.001666667,0.447,0.6662795,0.75,-0.0487614,-0.226,3.54,0.0,0.0,0.5304311513900757,0.6706187725067139,0.07,0.03978421,0.1505376344086021,16.00303676182467,-18.0,1.0,NDUB8_HUMAN,0.75,High,186.0
Q92859,NEO1,Neogenin (Immunoglobulin superfamily DCC subclass member 2),legacy,1,single-pass,member,1.0,True,True,0.7797219365,0.3612456871,0.0075,0.763,0.45921865,0.86,0.734426,-0.096,2.06,0.000684462696783,0.0704996577686516,0.2755954265594482,0.6907447576522827,0.98,0.9176103,0.0800821355236139,244.9893209996873,-646.0,1.0,NEO1_HUMAN,0.86,High,1461.0
O94856,NFASC,Neurofascin,legacy,1,single-pass,member,1.0,True,True,0.7674522192000001,0.3082898852,0.006666667,0.751,0.56317884,0.92,0.954612,-0.142,1.61,0.0556792873051225,0.0697847067557535,0.0550183244049549,0.0803024694323539,0.98,0.9624239,0.0979955456570155,153.43671258161356,-465.0,1.0,NFASC_HUMAN,0.92,High,1347.0
Q9NZG7,NINJ2,Ninjurin-2 (Nerve injury-induced protein 2),legacy,2,multi-pass,member,1.0,True,True,0.053824722,0.0882111745,0.0,0.013,0.3394466,0.15,-1.07371,-0.258,-0.35,0.0,0.2746478873239437,0.0594003610312938,0.0802221074700355,0.06,0.041788004,0.0704225352112676,8.24129993792953,-241.0,2.0,NINJ2_HUMAN,0.15,Low,142.0
Q8NFZ4,NLGN2,Neuroligin-2,legacy,1,single-pass,member,1.0,True,True,0.5290596473,0.2060253507,0.001666667,0.577,0.019031534,0.84,0.999224,-0.18,3.06,0.0550898203592814,0.2215568862275449,0.0966566354036331,0.062659665942192,0.97,0.45617145,0.0946107784431137,127.89422778221108,-434.0,1.0,NLGN2_HUMAN,0.84,High,835.0
Q13423,NNT,"NAD(P) transhydrogenase, mitochondrial (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase) (Pyridine nucleotide transhydrogenase)",legacy,14,multi-pass,member,1.0,True,True,0.6387442363,0.5455331259,0.0,0.576,0.006036169,0.2,1.0771,-0.198,0.74,0.0,0.0469613259668508,0.0607848539948463,0.2136378735303878,0.47,0.12519658,0.0543278084714548,37.77846616560289,-1044.0,14.0,NNTM_HUMAN,0.2,Low,1086.0
Q9BVI4,NOC4L,Nucleolar complex protein 4 homolog (NOC4 protein homolog) (NOC4-like protein) (Nucleolar complex-associated protein 4-like protein),legacy,3,multi-pass,member,1.0,True,True,0.3964415546,0.7197212746,0.0,0.321,0.014020394,0.33,-0.321956,-0.36,-0.17,0.0,0.1143410852713178,0.048444926738739,0.0382200106978416,0.03,0.08863,0.1007751937984496,0.6983161789942386,-841.0,3.0,NOC4L_HUMAN,0.33,Low,516.0
Q5JPE7,NOMO2,BOS complex subunit NOMO2 (Nodal modulator 2) (pM5 protein 2),legacy,1,single-pass,member,1.0,True,True,0.5860081944000001,0.2828662327,0.0,0.63,0.020732438,0.29,1.11847,-0.228,1.43,0.0,0.0655090765588003,0.0474537722766399,0.2461922168731689,0.54,0.24824128,0.0726124704025256,47.94973690045054,-803.0,1.0,NOMO2_HUMAN,0.29,Low,1267.0
P46531,NOTCH1,Neurogenic locus notch homolog protein 1 (Notch 1) (hN1) (Translocation-associated notch protein TAN-1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)],legacy,1,single-pass,not_in_cdcode,,True,True,0.1535407927,0.2245633972,0.001666667,0.743,0.03198308,0.93,1.28985,0.332,4.19,0.0254403131115459,0.084931506849315,0.7082613706588745,0.6746965646743774,0.97,0.94605476,0.0641878669275929,594.8523128963775,259.0,1.0,NOTC1_HUMAN,0.93,High,2555.0
Q9NPH5,NOX4,NADPH oxidase 4 (EC 1.6.3.1) (Kidney oxidase-1) (KOX-1) (Kidney superoxide-producing NADPH oxidase) (Renal NAD(P)H-oxidase),legacy,6,multi-pass,member,1.0,True,True,0.1977422782,0.3961298324,0.0,0.046,0.0037383512,0.12,-0.0479936,-0.262,0.16,0.0,0.0,0.2049964368343353,0.0324392020702362,0.03,0.044682942,0.1038062283737024,13.565082388858034,-808.0,6.0,NOX4_HUMAN,0.12,Low,578.0
P48145,NPBWR1,Neuropeptides B/W receptor type 1 (G protein-coupled receptor 7),new,7,multi-pass,not_in_cdcode,,True,True,0.0518004793,0.0467359073,0.0,0.074,0.008245704,0.16,-1.70776,-0.295,-0.66,0.0,0.0823170731707317,0.0657465308904647,0.02750900760293,0.53,0.08853428,0.1006097560975609,2.202040318255704,-769.0,7.0,NPBW1_HUMAN,0.16,Low,328.0
O60500,NPHS1,Nephrin (Renal glomerulus-specific cell adhesion receptor),legacy,1,single-pass,driver,1.0,True,True,0.2428889741,0.1194671032,0.0,0.816,0.19236472,0.79,0.733511,-0.172,1.73,0.0,0.0854149879129734,0.0461384803056716,0.7751145362854004,,0.38799757,0.0838033843674456,60.62506324250795,-905.0,1.0,NPHN_HUMAN,0.79,High,1241.0
Q9Y639,NPTN,Neuroplastin (Stromal cell-derived receptor 1) (SDR-1),legacy,1,single-pass,member,1.0,True,True,0.4887834025,0.2955625716,0.000833333,0.303,0.25587907,0.44,0.276625,-0.316,0.25,0.0854271356783919,0.1256281407035175,0.0502712354063987,0.0355022773146629,0.9,0.5388842,0.0979899497487437,32.95700372457414,-289.0,1.0,NPTN_HUMAN,0.44,Medium,398.0
P49146,NPY2R,Neuropeptide Y receptor type 2 (NPY2-R) (NPY-Y2 receptor) (Y2 receptor),legacy,7,multi-pass,not_in_cdcode,,True,True,0.0676945485,0.0647755815,0.0,0.089,0.0028923738,0.15,-0.659332,-0.4,-1.11,0.0367454068241469,0.0419947506561679,0.0591083094477653,0.0386468172073364,0.31,0.08522265,0.0708661417322834,0.0,-659.0,7.0,NPY2R_HUMAN,0.15,Low,381.0
Q92823,NRCAM,Neuronal cell adhesion molecule (Nr-CAM) (Neuronal surface protein Bravo) (hBravo) (NgCAM-related cell adhesion molecule) (Ng-CAM-related),legacy,1,single-pass,member,1.0,True,True,0.6388993505,0.3032450089,0.000833333,0.691,0.09576649,0.36,1.04297,-0.228,0.68,0.0567484662576687,0.0345092024539877,0.0458911098539829,0.0939533933997154,0.7,0.95011574,0.0720858895705521,89.04694013607465,-626.0,1.0,NRCAM_HUMAN,0.36,Low,1304.0
Q02297,NRG1,"Pro-neuregulin-1, membrane-bound isoform (Pro-NRG1) [Cleaved into: Neuregulin-1 (Acetylcholine receptor-inducing activity) (ARIA) (Breast cancer cell differentiation factor p45) (Glial growth factor) (Heregulin) (HRG) (Neu differentiation factor) (Sensory and motor neuron-derived factor)]",legacy,1,single-pass,member,1.0,True,True,0.8084068136,0.5777380782,0.0175,0.634,0.45499912,1.0,0.639354,-0.142,1.67,0.1015625,0.2734375,0.0561914965510368,0.0939460918307304,0.99,0.5902256,0.08125,230.06861954256425,-38.0,1.0,NRG1_HUMAN,1.0,High,640.0
O14511,NRG2,"Pro-neuregulin-2, membrane-bound isoform (Pro-NRG2) [Cleaved into: Neuregulin-2 (NRG-2) (Divergent of neuregulin-1) (DON-1) (Neural- and thymus-derived activator for ERBB kinases) (NTAK)]",new,1,single-pass,not_in_cdcode,,True,True,0.6383944942,0.173838912,0.003333333,0.516,0.2577676,1.0,0.790865,0.063,4.15,0.2494117647058823,0.2611764705882353,0.5120087265968323,0.2712746262550354,1.0,0.39535162,0.12,376.9591228115309,-261.0,1.0,NRG2_HUMAN,1.0,High,850.0
Q9ULB1,NRXN1,Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha),legacy,1,single-pass,member,1.0,True,True,0.5444109945,0.2003038624,0.0,0.643,0.23769727,0.66,1.49332,-0.114,2.9,0.0236966824644549,0.0744752877454299,0.0835400372743606,0.0742357075214386,0.88,0.9525273,0.0785375761679079,163.0950369123961,-655.0,1.0,NRX1A_HUMAN,0.66,Medium,1477.0
Q9Y4C0,NRXN3,Neurexin-3 (Neurexin III-alpha) (Neurexin-3-alpha),legacy,1,single-pass,member,1.0,True,True,0.5539401286,0.2472702028,0.000833333,0.65,0.7030826,0.78,1.3767,-0.147,2.65,0.0200852099817407,0.0632988435788192,0.0709331929683685,0.0873709991574287,0.9,0.9295218,0.0815581253804017,267.71146074282456,-736.0,1.0,NRX3A_HUMAN,0.78,High,1643.0
P04629,NTRK1,High affinity nerve growth factor receptor (EC 2.7.10.1) (Neurotrophic tyrosine kinase receptor type 1) (TRK1-transforming tyrosine kinase protein) (Tropomyosin-related kinase A) (Tyrosine kinase receptor) (Tyrosine kinase receptor A) (Trk-A) (gp140trk) (p140-TrkA),legacy,1,single-pass,member,1.0,True,True,0.2846978454,0.9182933836,0.0,0.577,0.04578221,0.35,0.674083,-0.078,1.1,0.0,0.0552763819095477,0.0719111785292625,0.1461028158664703,0.01,0.3174292,0.0741206030150753,59.346843609629744,-751.0,1.0,NTRK1_HUMAN,0.35,Low,796.0
Q8TEM1,NUP210,Nuclear pore membrane glycoprotein 210 (Nuclear pore protein gp210) (Nuclear envelope pore membrane protein POM 210) (POM210) (Nucleoporin Nup210) (Pore membrane protein of 210 kDa),legacy,1,single-pass,member,3.0,True,True,0.4330318644,0.2007567422,0.0,0.645,0.08759173,0.31,0.555406,-0.146,0.61,0.0111287758346581,0.0312665606783253,0.0693362802267074,0.0801221504807472,0.18,0.18415655,0.0715421303656597,61.92242697589665,-1745.0,1.0,PO210_HUMAN,0.31,Low,1887.0
Q5VU65,NUP210L,Nuclear pore membrane glycoprotein 210-like (Nucleoporin 210 kDa-like) (Nucleoporin Nup210-like),legacy,1,single-pass,member,1.0,True,True,0.5059153945,0.1996111077,0.000833333,0.444,0.020090232,0.12,0.595379,-0.125,0.55,0.0,0.034957627118644,0.0628598928451538,0.0534460954368114,0.17,0.16082875,0.073093220338983,21.8577690248296,-1882.0,1.0,P210L_HUMAN,0.12,Low,1888.0
Q04671,OCA2,P protein (Melanocyte-specific transporter protein) (Pink-eyed dilution protein homolog),legacy,12,multi-pass,not_in_cdcode,,True,True,0.0756650948,0.0351939545,0.0,0.164,0.00041875648,0.37,-0.208196,-0.197,1.2,0.0536992840095465,0.1264916467780429,0.0722327232360839,0.02839095890522,0.61,0.037596446,0.0799522673031026,54.75943803008224,-1428.0,12.0,P_HUMAN,0.37,Low,838.0
O60313,OPA1,"Dynamin-like GTPase OPA1, mitochondrial (EC 3.6.5.5) (Optic atrophy protein 1) [Cleaved into: Dynamin-like GTPase OPA1, long form (L-OPA1); Dynamin-like GTPase OPA1, short form (S-OPA1)]",legacy,1,single-pass,member,1.0,True,True,0.7007439908,0.7859614547,0.000833333,0.749,0.117857836,0.14,0.493478,-0.265,0.26,0.0,0.03125,0.1699591726064682,0.7169510126113892,0.19,0.5876726,0.0885416666666666,16.312930843216783,-1070.0,2.0,OPA1_HUMAN,0.14,Low,960.0
P47893,OR3A2,Olfactory receptor 3A2 (Olfactory receptor 17-228) (OR17-228) (Olfactory receptor OR17-14),new,7,multi-pass,not_in_cdcode,,True,True,0.0505539943,0.0459643742,0.0,0.02,0.8559945,0.11,-0.843547,-0.23,-0.67,0.0,0.0373831775700934,0.0579573325812816,0.0317151024937629,0.48,0.41349018,0.0685358255451713,0.8398311594252771,-537.0,7.0,OR3A2_HUMAN,0.11,Low,321.0
Q15620,OR8B8,Olfactory receptor 8B8 (Olfactory receptor TPCR85) (Olfactory-like receptor JCG8),new,7,multi-pass,not_in_cdcode,,True,True,0.0724820092,0.0606555585,0.0,0.068,0.91800416,0.1,-0.859768,-0.243,-1.15,0.0,0.0803858520900321,0.0657465308904647,0.0277145858854055,0.65,0.3949768,0.0610932475884244,0.0,-532.0,7.0,OR8B8_HUMAN,0.1,Low,311.0
P51575,P2RX1,P2X purinoceptor 1 (P2X1) (ATP receptor) (Purinergic receptor),new,2,multi-pass,not_in_cdcode,,True,True,0.3957723011,0.376922637,0.0,0.159,0.8724163,0.12,0.623149,-0.27,-0.33,0.0,0.0,0.113598920404911,0.1079152822494506,0.13,0.03401479,0.0852130325814536,7.226692564234467,-336.0,2.0,P2RX1_HUMAN,0.12,Low,399.0
Q9UBL9,P2RX2,P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor),new,2,multi-pass,not_in_cdcode,,True,True,0.2441931383,0.3697632481,0.000833333,0.285,0.0130319325,0.22,0.388229,-0.165,1.9,0.1358811040339702,0.0,0.0582656674087047,0.0588858649134635,0.49,0.045831047,0.0828025477707006,22.22728031055467,-311.0,2.0,P2RX2_HUMAN,0.22,Low,471.0
Q9H244,P2RY12,P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999),legacy,7,multi-pass,member,2.0,True,True,0.0977021595,0.0543151025,0.0,0.215,0.02987047,0.3,-0.601684,-0.361,-0.39,0.0584795321637426,0.0614035087719298,0.0584395043551921,0.0455440953373909,0.3,0.11166971,0.0818713450292397,5.579520736222589,-585.0,7.0,P2Y12_HUMAN,0.3,Low,342.0
Q08174,PCDH1,Protocadherin-1 (Cadherin-like protein 1) (Protocadherin-42) (PC42),legacy,1,single-pass,member,1.0,True,True,0.6769101495000001,0.440296994,0.001666667,0.768,0.7085093,0.59,1.17679,-0.047,2.06,0.0367924528301886,0.0754716981132075,0.8133821487426758,0.7937161326408386,0.96,0.81515783,0.0754716981132075,138.3940720679316,-536.0,1.0,PCDH1_HUMAN,0.59,Medium,1060.0
