Protein,Degree,Betweenness,pLLPS,Is_High_pLLPS
PPM1G,5,7.98297590121733e-06,0.98,True
NRBP1,6,4.162466581488921e-05,0.56,False
ABCA2,35,0.0004997565604840168,0.98,True
ABCB6,38,0.0002815972730779245,0.21,False
ABCG5,53,0.0003164937959972619,0.19,False
ABCB8,37,0.0003497554012676222,0.19,False
ATP1A1,56,0.0005980891003071813,0.19,False
SLC9A1,79,0.0014843011011845787,0.23,False
ATP1B3,50,0.0007517640736924188,0.18,False
ATP1B1,53,0.0007936609494662049,0.25,False
ATP1B2,46,0.000489579862555017,0.13,False
ABCC8,57,0.0006912214103576311,0.17,False
CYP46A1,36,0.00019865610065328065,0.14,False
ATP1A4,54,0.0005853177479732278,0.22,False
ATP4B,31,9.82639509507075e-05,0.15,False
MAMDC4,5,0.0002447659094622495,0.8,True
ABCC5,42,0.00019486565331916194,0.36,False
COX15,63,0.0002770867078579032,0.13,False
ABCB9,15,6.877790980020662e-05,0.2,False
TMEM141,5,3.677628031681706e-05,0.1,False
SPRED3,14,8.680454688142749e-05,0.98,True
ILDR1,27,0.00010567846142522907,0.98,True
TMIE,28,6.311103522005554e-05,0.76,True
IGSF11,17,0.00011298058211279,0.33,False
RNF215,14,9.557058654219786e-05,0.69,False
PMEPA1,7,7.664553050586909e-05,0.98,True
RRP12,6,1.785221849947713e-05,0.59,False
AIG1,5,6.067895153796231e-06,0.11,False
FES,33,0.00021594391041016283,0.43,False
MFRP,8,2.1973632242560204e-05,0.69,False
TUB,22,0.0002656254987963594,0.97,True
GRAMD1A,16,7.250192332953593e-05,0.89,True
RMDN3,40,0.00035330070137804177,0.8,True
TMEM134,9,0.0001154353012322146,0.9,True
EMC7,33,0.0002822057875366705,0.63,False
CPLX3,49,8.283730317631249e-05,0.81,True
STX12,74,0.00029549005480795275,0.52,False
STXBP5,73,0.0005464379730202944,0.86,True
SNAP47,52,0.00021241634110115513,0.47,False
STX19,49,1.2967522970175191e-05,0.14,False
STX10,65,0.00014408748235681607,0.15,False
FAM189B,12,7.39660898369477e-05,0.98,True
SCAMP3,13,4.390707108971647e-05,0.68,False
RHBDD3,21,0.00014093466212193064,0.77,True
SLC50A1,6,1.282401158309436e-05,0.1,False
KRTCAP2,37,0.0003422264165089885,0.16,False
CNST,36,0.00024269566932551956,0.98,True
ATP5MC1,78,0.0007709290597761006,0.23,False
ATP5MC2,48,0.00011550579584697072,0.18,False
ATP5F1D,70,0.00042667976859788354,0.48,False
RNASEK,35,0.000137314578451214,0.16,False
ATP6V0A1,47,0.000517718856703361,0.17,False
ATP6V0A4,42,0.0003465052705365463,0.2,False
ATP5PO,66,0.0004576736721908742,0.17,False
COASY,39,0.0004444660316776644,0.58,False
MEAK7,27,7.789538968613107e-05,0.37,False
ATP11A,26,0.00021665927005843185,0.18,False
TCAF2,4,1.8365218254390612e-05,0.16,False
RGS3,40,0.00013491323673593962,0.98,True
EFNB1,52,0.0002723934034978065,0.86,True
GNAI2,160,0.0017157275121262312,0.18,False
RGS14,43,0.00022711248888517498,0.98,True
GNA15,81,0.00013180591183688925,0.29,False
GNA14,80,0.00011658255163520892,0.12,False
MCHR1,55,0.0004882277782510469,0.56,False
RGS9,30,0.000269727773210494,0.68,False
GNG12,104,0.0004374180478272859,0.26,False
UNC5A,35,0.0003341941376153357,0.43,False
MCF2L,19,0.00010325061644744474,0.57,False
MPC2,23,0.000420432127306038,0.16,False
IL17RD,37,0.00039423576046571774,0.79,True
SPRY4,29,0.00011976237458861784,0.85,True
ERRFI1,14,8.543261541638505e-05,0.98,True
SLC45A1,21,0.0001872284827691075,0.56,False
PIP5K1A,44,0.00010263839090599769,0.83,True
PIP5KL1,37,0.000331430870628827,0.29,False
INPP5B,43,0.00014500186762611667,0.32,False
TMEM182,7,4.6717941252954214e-05,0.12,False
ALG3,43,0.0002739062794536525,0.13,False
TMEM272,3,2.5427913721886724e-06,0.12,False
DPM1,62,0.0005269641004867706,0.14,False
ALG5,40,0.0002616609911856042,0.16,False
CEACAM21,14,9.382499424897672e-05,0.18,False
TEX28,5,4.1353960367276306e-05,0.44,False
VSTM2B,11,5.80431298657604e-05,0.89,True
SLC25A3,39,0.00017746387605882343,0.19,False
CBX5,6,1.2633093760447832e-05,0.93,True
ARHGAP24,23,0.00011188703264301906,0.98,True
TRPC6,55,0.0003960463545083656,0.24,False
COQ6,29,0.00022266690818669533,0.14,False
COQ8B,35,0.0004175398165607667,0.52,False
ADRA1D,51,0.0003977713094150367,0.79,True
MGARP,5,0.0,0.98,True
FER,17,6.067684846820739e-05,0.19,False
C4orf3,8,0.00011935834864807665,0.98,True
SMIM6,12,0.0001487937490921974,0.16,False
STRIT1,11,0.00019638168986958447,0.06,False
MRLN,8,0.0002342985207566144,0.06,False
DEGS1,44,0.0002314257019576587,0.12,False
FAM162A,7,5.857983785595697e-05,0.2,False
CAPN1,32,0.00035212785031755913,0.24,False
FKBP2,24,0.00018599133855335897,0.19,False
COX8A,45,0.000773236527107833,0.15,False
CHRM1,41,0.00020221437527086867,0.26,False
PXK,21,0.0004719448174112119,0.35,False
AMIGO2,13,6.467250521327054e-05,0.21,False
SLC39A13,34,0.00025542528122017246,0.25,False
SLC6A17,14,5.9748481892644635e-05,0.21,False
SLC19A3,19,0.00010332055644467943,0.26,False
CPLANE1,23,0.0001307755938663051,0.98,True
TMEM216,34,0.00021790790976433593,0.1,False
TCTN3,28,0.00016027860105636877,0.51,False
TMEM237,27,0.00014827535678337583,0.26,False
TMEM67,42,0.0002581623462655956,0.17,False
TMEM231,32,0.0003077608471799973,0.13,False
CC2D2A,29,6.398601654609881e-05,0.64,False
TMEM138,21,5.623663863693722e-05,0.1,False
TCTN2,27,3.1824752859383856e-05,0.15,False
TCTN1,34,0.00014494566971157456,0.25,False
B9D1,31,6.837650262582651e-05,0.25,False
B9D2,31,0.00018511421296812578,0.21,False
TMEM107,22,8.036882409999463e-05,0.1,False
PDE6D,39,0.00040510981759139824,0.12,False
OR4E2,47,0.00031728413070422466,0.1,False
TBC1D32,10,8.518556228660422e-06,0.24,False
NTN4,27,4.1875382734955194e-05,0.2,False
UNC5D,31,0.0002562128436348331,0.43,False
UNC5C,32,0.0002651971405383982,0.21,False
NTNG1,60,0.0005639077513402277,0.21,False
ADORA2B,75,0.0005924454679475346,0.19,False
NTNG2,44,0.00040878610442404944,0.22,False
ERO1B,27,0.00021692261500965486,0.26,False
CCDC107,2,8.05959068615315e-07,0.98,True
LEPROTL1,13,0.00023914551383447778,0.11,False
ARHGEF39,11,0.00020819987966680725,0.23,False
OR13G1,23,0.0004056153845564503,0.1,False
TAS2R50,54,9.112107081001964e-05,0.12,False
MMP14,42,0.0003758849218383676,0.37,False
ACVR1B,31,0.00015251449723625556,0.36,False
SLC35E3,17,0.00019965652168767474,0.1,False
SLCO5A1,7,3.3885977203474916e-05,0.76,True
RNF19B,4,1.2626416849607282e-05,0.97,True
DCXR,14,0.0001885962084782088,0.12,False
SYT8,25,8.238019987196739e-05,0.85,True
SV2A,52,0.0005007423768048324,0.18,False
STON1,20,3.0021686336218452e-05,0.54,False
TGFBR3L,1,0.0,0.98,True
GPR150,32,0.0005204269198555018,0.83,True
TOMM34,22,0.00016214518196469726,0.27,False
TMEM241,3,3.1377127263514495e-06,0.12,False
CERS2,58,0.0005038927017614188,0.2,False
CERS6,51,0.00041343155644315085,0.21,False
PGAM5,31,6.87154983229606e-05,0.39,False
NIPSNAP2,25,0.0001308421829235521,0.2,False
USP30,30,0.00011085332538977101,0.59,False
CD24,49,0.000339004226542724,0.98,True
SIGLEC5-2,39,0.00022362678066784037,0.84,True
PAQR8,14,8.73926818210396e-05,0.11,False
PAQR7,9,3.1482522792366195e-05,0.13,False
PAQR5,11,7.355270468056847e-05,0.12,False
CYB5B,54,0.0006408798803812279,0.72,True
CYB5A,50,0.0005783895913574545,0.29,False
PAQR6,10,2.3537091681987897e-05,0.16,False
PAQR9,12,8.337146030351388e-05,0.19,False
GPER1,43,0.0008042008594693812,0.19,False
SPCS3,26,3.9596428845335875e-05,0.14,False
FADS3,18,6.34096975271234e-05,0.15,False
POR,45,0.00035817676804451913,0.29,False
AMHR2,22,9.927176547018552e-05,0.53,False
MOSPD2,37,0.0006483445856904203,0.36,False
TMEM38B,12,3.9641959142441735e-05,0.19,False
MYO1D,11,5.8618027042684586e-05,0.14,False
DYTN,5,1.3926332179923113e-05,0.51,False
SPATA31D3,6,4.466385381987928e-06,0.98,True
OR10Z1,12,8.358797861953132e-05,0.11,False
PCDHB6,12,0.00012471442136787026,0.36,False
OR6K6,47,0.0004122072682887859,0.13,False
OR5C1,15,0.0001282864296243838,0.16,False
OR51I2,19,9.386034256704876e-05,0.11,False
SPATA31D4,5,4.898121160072695e-06,0.98,True
RGSL1,27,0.00026801844143466445,0.21,False
GABRA6,44,0.00018393294290412946,0.26,False
TAS2R16,52,0.00012251849895967624,0.11,False
PRAME,9,2.3708612791195155e-05,0.12,False
SLC12A9,8,4.684732133434406e-05,0.8,True
LPAR4,38,9.95578160322923e-05,0.11,False
EPS8L1,7,1.635952601205213e-05,0.97,True
SLC26A10,8,5.7151842800297456e-05,0.2,False
ELL2,3,2.7355054016782764e-06,0.97,True
IFI27L2,2,0.0,0.97,True
IFIT5,21,0.00017001485792276645,0.13,False
RSAD2,33,0.0004738742063674203,0.16,False
PRKAR1B,35,0.000126188380714076,0.17,False
ADRB3,29,0.0004006058808535967,0.36,False
SLC27A1,36,0.0002692180497104847,0.13,False
LILRB3,44,8.038440373227611e-05,0.97,True
LILRA6,32,7.996143756292674e-05,0.79,True
NCF2,56,0.000530516264336823,0.84,True
IGSF6,42,0.00014013760915469292,0.26,False
SLC11A1,48,0.00048459896590931036,0.19,False
THBD,45,0.0003754827489292597,0.28,False
CLEC4A,47,0.0001039675227671546,0.35,False
SIGLEC7,50,0.00019658075817326459,0.23,False
NGRN,5,3.078247644150372e-05,0.95,True
LIMD2,3,8.245008770858114e-07,0.97,True
SIT1,14,2.4619829213392215e-06,0.97,True
TRAT1,35,0.00022192690315667526,0.83,True
KIF13A,19,0.00010292532998771305,0.97,True
KIF16B,25,0.00019067871195384316,0.69,False
KIF21B,13,5.912951289054691e-05,0.89,True
EXOC8,44,0.0001770407847644305,0.74,True
RACGAP1,12,9.461585786546786e-05,0.7,True
SCARF1,30,0.000320861354957673,0.97,True
STAB1,40,0.000194990427945446,0.39,False
OLR1,37,0.00020913749916982166,0.38,False
MFGE8,48,0.0005099240860156,0.13,False
GPR85,16,0.00013574073677100485,0.11,False
ANTXR2,27,0.00023841277154113005,0.37,False
TMEM19,15,0.00017440441533440223,0.17,False
STAB2,38,0.0002766475309606894,0.18,False
CD93,44,0.0002443683570732473,0.94,True
REM2,5,3.64489196243419e-06,0.97,True
SLC26A2,31,0.0008265097738713812,0.22,False
ALPP,19,0.00011343398677076702,0.26,False
SLITRK3,30,6.696244915118501e-05,0.96,True
CNTNAP4,30,0.00013846161649962009,0.44,False
ATP23,16,0.0001190458054984101,0.18,False
MAJIN,10,4.267852371234173e-05,0.97,True
TERB2,9,2.0106349358510773e-05,0.13,False
CTC1,7,2.196305502002522e-05,0.64,False
MAP1LC3B2,24,1.6058347073937032e-05,0.1,False
EEF1A1,19,0.00013853432848946596,0.22,False
C3AR1,58,0.00036319919091163197,0.23,False
OR10A5,20,0.00016685680923749202,0.12,False
MINAR1,2,2.506523832225039e-06,0.97,True
PTGES2,34,0.0005443939118587569,0.23,False
BLK,32,0.0002813224486000634,0.27,False
NLRP10,7,7.982537089718056e-06,0.22,False
DNAJC4,14,6.689576173488303e-05,0.97,True
DNAJC22,19,6.398253943618548e-05,0.15,False
C3orf33,3,2.0193049142364777e-06,0.2,False
DNAJC14,13,0.0001486769708915042,0.9,True
NKG7,42,8.647051948452143e-05,0.2,False
GLRB,18,0.00012524950023320934,0.18,False
GLDN,21,0.00032071486530075487,0.97,True
TNFAIP8L3,1,0.0,0.4,False
MYOC,20,0.00024664523495595897,0.31,False
SSTR4,30,6.075304866950586e-05,0.23,False
TEKT3,10,7.633945052596517e-05,0.2,False
CFAP126,6,3.6279076689337304e-05,0.89,True
C9orf135,5,3.516960584597928e-05,0.2,False
ASTL,10,2.9831657088201778e-05,0.97,True
ZP4,22,0.00022624443096226128,0.27,False
SPACA3,15,0.00014208294907170968,0.42,False
C1orf162,7,2.1947341223471792e-07,0.96,True
MS4A6A,53,0.0007606212345582039,0.13,False
HCST,54,0.0002639184323638746,0.34,False
LST1,38,0.00019318224846796473,0.77,True
NDUFB11,81,0.00022170850416412582,0.74,True
NDUFA6,110,0.0006449505928312443,0.25,False
NDUFS6,100,0.0003625818962895546,0.16,False
NDUFA5,111,0.0001992107056867687,0.15,False
NDUFA9,107,0.0005063850530323199,0.15,False
NDUFA13,109,0.0007029712851129407,0.15,False
NDUFC1,61,1.3803958438632895e-05,0.18,False
NDUFAB1,100,0.0015753019945871295,0.16,False
NDUFB3,86,0.00012997553796019335,0.35,False
NDUFA10,66,1.5031978857969107e-05,0.13,False
NDUFS7,97,0.0002107884992703242,0.23,False
NDUFA2,111,0.00020681420238020335,0.16,False
NDUFS5,79,6.2794424028046e-05,0.22,False
NDUFA7,71,2.8382929115846018e-05,0.47,False
NDUFA1,73,0.00014845673752562517,0.11,False
NDUFB7,102,0.00022392840667127934,0.28,False
NDUFA11,80,0.00018464410344249988,0.11,False
NDUFB2,54,7.192677417184829e-06,0.28,False
NDUFC2,70,0.00011771429789642806,0.63,False
NDUFB1,64,3.425059034510353e-05,0.12,False
MT-ND6,63,8.481950426529489e-05,0.13,False
MT-ND4L,62,9.309480188332327e-05,0.1,False
NDUFA4,82,0.00019904666472584767,0.17,False
NDUFAF1,65,0.0001561610094748919,0.47,False
UQCRH,73,0.0001222685121687485,0.8,True
COX7C,76,9.660406570561032e-05,0.14,False
HRCT1,2,3.704294710166895e-05,0.97,True
SPAAR,8,3.1305726959028936e-05,0.53,False
OR4L1,19,0.00040116737347719206,0.11,False
SMOC2,10,2.792484224974405e-05,0.97,True
TCTE3,15,0.0001381869936601993,0.13,False
ASPN,16,0.00012373020682074373,0.2,False
FGFRL1,9,1.0453082261970195e-05,0.93,True
ARHGEF26,13,9.608996255756431e-06,0.97,True
ARMCX2,5,9.669205659847208e-06,0.97,True
TNFRSF10C,13,1.5718162256336223e-05,0.97,True
TNFRSF10D,14,2.4805387602833947e-05,0.87,True
LRBA,18,0.00019318489205530161,0.97,True
TTC7A,15,7.106162860667774e-05,0.41,False
DOCK8,28,0.0001826163067731124,0.71,True
PML,15,0.0001608046392867412,0.72,True
SMC3,9,2.5885532158061914e-05,0.64,False
TSNARE1,57,0.0002077409190445824,0.93,True
OR10H1,12,8.069517124513104e-05,0.11,False
OR10H5,19,8.45477893236593e-05,0.11,False
UXS1,26,0.00024082589483599836,0.17,False
CAMK2G,37,0.00028023306439330916,0.33,False
PTOV1,8,1.0130076870991114e-05,0.39,False
DTL,8,2.792534964459832e-05,0.97,True
CRBN,16,0.00020278409770929865,0.19,False
PXMP4,27,9.651898448872286e-05,0.12,False
FAR1,25,7.97826625473341e-05,0.11,False
PLAAT3,66,0.0003545147946968695,0.12,False
CADM3,19,7.700069542351118e-05,0.3,False
PLPPR4,8,4.415296478664556e-05,0.97,True
SLC38A8,11,5.0934297298808e-05,0.14,False
KCNS3,21,0.0002355136525254163,0.27,False
KCNG4,23,0.00012849761078136934,0.46,False
KCNH1,40,0.00020084479946690667,0.4,False
AMIGO1,8,3.411317797632012e-05,0.3,False
KCNG3,18,8.196223697681843e-05,0.14,False
KCNIP2,47,0.0002850220947195961,0.23,False
DIRAS3,21,0.0002576827295635337,0.15,False
NCMAP,3,5.677843407181499e-06,0.97,True
IDE,30,0.00023879296023579936,0.18,False
DRD5,36,0.0004585973810447971,0.18,False
NPTXR,20,0.0001360481933120451,0.91,True
RFTN1,2,4.7255789412029787e-07,0.9,True
FAM171A1,6,6.216171315343778e-05,0.98,True
ADGRA3,21,0.0002721150318886098,0.56,False
CERK,43,0.0002879588523174223,0.4,False
C1orf159,5,1.628580334976784e-05,0.97,True
FRMD8,9,4.813039819467267e-05,0.55,False
FRRS1L,12,0.00011970802443062956,0.8,True
PROM2,8,3.0034820266529346e-05,0.16,False
BST2,34,0.0005047367371098614,0.17,False
CASP4,25,8.831565755017998e-05,0.39,False
CHST2,15,4.181797846021021e-05,0.8,True
EQTN,8,8.455545777029878e-05,0.97,True
APMAP,12,6.829649506847398e-05,0.32,False
TEX101,35,0.0008181403444158498,0.16,False
ADAM30,17,0.0003898733979163036,0.21,False
PNPT1,12,9.858728931079777e-05,0.24,False
PDE2A,23,2.4511957961917443e-05,0.25,False
SLC25A19,14,8.831786890973526e-05,0.17,False
SP140,8,3.775363507413839e-05,0.97,True
ORMDL3,35,0.000593667743198938,0.11,False
MS4A4E,28,0.00018609821254928185,0.1,False
TULP3,27,0.00026819918300497006,0.47,False
CPLANE2,12,0.00019070834451579135,0.11,False
NIBAN1,4,1.0323118478276936e-05,0.92,True
KLHL14,4,3.1218765131839514e-06,0.26,False
IL15RA,32,0.00016087743768927013,0.97,True
IL12RB1,28,5.088127617963494e-05,0.57,False
IL12RB2,19,1.6028027366820564e-05,0.41,False
IL27RA,16,1.3159747896311712e-05,0.39,False
NPM2,3,5.920066999965488e-05,0.97,True
OSCP1,2,3.040777840862419e-06,0.19,False
RAB38,24,5.705730147159026e-05,0.11,False
RAB32,41,0.0006236533649451059,0.32,False
ASPHD2,5,1.648818402510321e-05,0.12,False
LETMD1,6,2.334255079691269e-05,0.11,False
CYTH1,37,0.0003159618412250524,0.18,False
CYTH4,39,0.0002836508422254736,0.21,False
TMTC4,15,0.00017290491034974224,0.13,False
GPA33,9,6.594219438000931e-05,0.34,False
TMEM260,12,0.0001497555968729832,0.12,False
CNKSR1,36,0.00014662569766335694,0.89,True
CDRT15L2,13,9.343665932412296e-05,0.97,True
SLC35G6,9,1.5569570371250355e-05,0.21,False
SLC35G3,16,0.00019726530606094182,0.21,False
OR3A2,23,0.0011812621120970397,0.11,False
TBC1D3G,9,1.117055033008689e-05,0.69,False
LRRC3C,14,0.00021260192395574273,0.3,False
TMEM95,17,0.00017532558316331676,0.15,False
TBC1D3F,6,5.325474601184023e-06,0.74,True
TBC1D3B,6,6.960555310762221e-05,0.7,True
DIPK1A,6,9.802246840265215e-05,0.11,False
TBC1D3H,3,1.257511059092838e-05,0.67,False
NDFIP2,16,7.157044662188495e-05,0.94,True
NDFIP1,23,0.00014242817767429468,0.41,False
ARRDC3,18,0.00017511247543491437,0.56,False
SGK3,31,0.00026674823059450944,0.29,False
GLRA2,24,0.00025995228335206266,0.24,False
GLRA1,22,0.00012413474412031146,0.33,False
GLRA3,12,4.5656092012772264e-05,0.19,False
RALGPS2,16,6.577255844727656e-05,0.65,False
TMEM229B,7,4.4976670175001144e-05,0.13,False
C10orf105,2,3.1353927909519036e-06,0.96,True
VSIG8,9,9.010588992329294e-05,0.38,False
CCDC188,1,0.0,0.97,True
EXTL2,37,0.00035664635951946304,0.21,False
RNF223,9,3.973641467748392e-05,0.97,True
AADACL4,19,0.00011375436455785237,0.13,False
RNFT1,13,7.554477912819422e-05,0.29,False
RNF148,5,3.078643984919934e-05,0.2,False
RNF144A,10,0.00032505564181815845,0.14,False
RNF144B,3,1.0769167327022882e-05,0.2,False
RNF19A,7,6.7898602252105e-05,0.91,True
SEMA6A,31,0.00014921230083409122,0.81,True
ATP2C2,34,0.0004072569983906791,0.14,False
TENM3,10,0.00017242997366130567,0.76,True
MLIP,2,3.63621249182014e-06,0.96,True
ZACN,8,7.689388808701567e-05,0.18,False
CRY1,16,0.0001248592796577143,0.55,False
FMR1NB,5,3.555730133052432e-05,0.79,True
MS4A14,18,0.0002236478238732789,0.97,True
MS4A18,5,2.0246410882043717e-06,0.64,False
MS4A6E,30,0.0003364568325353915,0.17,False
COX5B,112,0.0006303103009309449,0.88,True
OR51Q1,15,5.55375310207429e-05,0.11,False
LILRA1,31,3.6687541420400933e-05,0.53,False
ATP8B3,15,3.0543718033510825e-05,0.45,False
TBC1D3,11,9.813663048226303e-05,0.68,False
MITD1,12,9.738038301026233e-05,0.12,False
TM9SF1,22,6.575526222353085e-05,0.23,False
CLDN23,36,0.00023433520690057004,0.44,False
CLDN17,33,8.479732935480177e-05,0.13,False
CLDN18,37,0.00013829356604007836,0.19,False
CLDN25,30,4.6877999928775914e-05,0.09,False
CLDN22,28,1.6146385679715817e-07,0.11,False
CLDN24,28,1.6146385679715817e-07,0.1,False
CLDN34,27,2.571763071840511e-08,0.11,False
PRSS8,24,0.00011363883756337751,0.25,False
PTCRA,23,0.0001414637960579895,0.97,True
GP9,43,0.0002882298375527271,0.18,False
TREML1,32,0.0001005426158686616,0.93,True
OR5I1,13,0.00019252798773754755,0.1,False
OR2W1,21,0.00015745073889677642,0.11,False
GPIHBP1,28,0.00022892649373999253,0.97,True
LMF1,13,0.00021480946913747891,0.21,False
ANGPTL3,21,9.274966492120066e-05,0.19,False
LY6K,25,9.571719072624737e-05,0.26,False
PCSK6,23,0.00017950457231643392,0.46,False
LY6L,16,1.8668875686713312e-05,0.12,False
LYPD6,19,0.00020612959192034438,0.13,False
LYPD5,23,4.2934724232461524e-05,0.43,False
LYPD3,28,0.0002580876548326236,0.83,True
HSD3B2,51,0.0001362032316588867,0.14,False
ADGRD1,21,0.00037143216998363095,0.25,False
MALL,8,5.7300861052328576e-05,0.1,False
ADGRB3,34,0.0007987291609073268,0.63,False
TMCO6,4,1.4892733491561836e-06,0.21,False
TNFRSF21,34,0.00012184557889673283,0.72,True
ADI1,16,0.00010927184639472941,0.16,False
CHL1,26,7.474855979069678e-05,0.49,False
CLIP3,20,0.00023496794485319096,0.62,False
SEZ6,9,0.00028749439377346854,0.75,True
MALRD1,6,1.4395868543621253e-05,0.31,False
MAPKAP1,22,4.7236355918911524e-05,0.45,False
EPHA10,26,2.3300930735070382e-05,0.37,False
RHBDL2,20,9.417946457023777e-05,0.17,False
EFNA4,49,0.00025817887190311055,0.42,False
EFNA3,48,8.049342817905436e-05,0.61,False
EFNA2,52,0.0001786700564603668,0.25,False
EFNA1,49,0.00019790182123280065,0.24,False
KLHL41,10,3.8674404068185774e-05,0.15,False
SGCG,39,0.00011906704883133754,0.17,False
FKRP,42,0.00024740758905298667,0.33,False
TMEM117,9,3.97656011583687e-05,0.23,False
TPCN1,30,0.00030798042781709806,0.4,False
TPCN2,41,0.0004381800596048742,0.17,False
ZMYND10,7,5.4493148392358936e-05,0.22,False
CASR,89,0.0009103934364918768,0.57,False
SLC24A2,17,4.467960886013951e-05,0.65,False
ARL4A,15,3.050462405175858e-05,0.14,False
VNN2,27,0.00015057631387559484,0.17,False
ICOSLG,41,4.646695486061923e-05,0.17,False
TLR7,46,0.00012712057217979642,0.15,False
CCND2,14,6.158908109513703e-05,0.16,False
KCNH6,15,4.43837582644653e-05,0.57,False
KCNE4,35,0.00014681730400132456,0.92,True
RNF207,10,3.627342415995865e-05,0.43,False
PHLDA2,17,8.855718980287306e-05,0.38,False
SLC22A18,40,0.0007311950176287869,0.22,False
GPR89A,15,0.0001183690823429354,0.15,False
GPR89B,9,3.332015616037981e-05,0.15,False
GRAMD1B,9,1.4803292096113532e-05,0.88,True
SCO2,38,0.00025361164605926364,0.52,False
SLC17A4,15,8.485595389250908e-05,0.16,False
LMBRD2,9,0.00032011517901784714,0.29,False
OR6C68,11,8.443646163719962e-05,0.1,False
TACSTD2,29,0.0002382682730611016,0.22,False
SLC1A4,42,0.00021097081229135472,0.27,False
TSPAN6,13,5.164764506808131e-05,0.14,False
HAVCR1,31,0.00017785515565491415,0.4,False
CLEC4F,14,4.3887660973944755e-06,0.15,False
CD300LB,37,0.00015103994006353656,0.47,False
CD300A,56,0.00022544682807787956,0.26,False
FUT9,43,0.00026113540980223946,0.12,False
GPR132,32,0.00019060909791723682,0.12,False
XKR8,21,0.00012314891072395044,0.13,False
ENTPD3,31,7.74004572292136e-05,0.19,False
PKD2L2,25,8.529688376178568e-05,0.17,False
CFC1,12,2.8777408038315483e-05,0.81,True
PKD1L3,32,0.00013117959643614295,0.24,False
SPPL3,17,0.00014402727860546077,0.49,False
KIAA0100,3,6.368493638351271e-06,0.73,True
SLC25A16,24,0.0004032827537930697,0.27,False
ADGRF5,21,0.00011912250738277595,0.44,False
APLNR,52,0.0004665469092310823,0.22,False
PLVAP,27,0.00023492142393147458,0.3,False
DCBLD1,6,1.4755204781805301e-05,0.95,True
SLC35F1,27,0.0004855668741413997,0.16,False
DAPK2,23,0.00012490595937240048,0.16,False
RPRM,5,1.2425187445022576e-05,0.11,False
DRAM1,31,0.00012682631762678088,0.1,False
EVA1A,21,0.00010721653415591588,0.59,False
EPHX1,33,0.0002008308502107756,0.13,False
USE1,55,0.00015003155608353766,0.39,False
TMPRSS11B,4,1.8473385219970178e-05,0.13,False
C19orf18,2,1.6126315776209271e-06,0.95,True
MFSD6,26,0.0002964694057858062,0.68,False
IER3IP1,28,0.00047792903840263327,0.19,False
PKN1,18,3.9273800702793126e-05,0.95,True
TRPM5,49,0.0003298320632835258,0.52,False
ROR1,35,0.0001912374996882846,0.71,True
SNTB1,35,9.982248009119136e-05,0.91,True
MIGA1,10,7.477106961305702e-05,0.38,False
PLD6,21,0.0001696524021577845,0.16,False
FOXRED1,55,0.0001573715732108766,0.33,False
PET100,39,0.0001293599350006628,0.15,False
IER3,18,0.00018458310522488297,0.92,True
TMEM184C,16,0.00013332194095694059,0.27,False
DGKG,37,0.00010971309513668665,0.49,False
DGKH,38,0.00018615107030355916,0.43,False
DGKE,38,0.000216233152908335,0.14,False
DGKD,38,0.00015972024515015823,0.87,True
SPATA25,5,5.753519844153296e-05,0.96,True
SNX21,17,5.682069889587401e-05,0.48,False
FRAS1,13,0.00018243705205402976,0.26,False
SPATA9,3,1.9436615743170295e-06,0.33,False
GFRA4,25,0.00011362756788900894,0.67,False
ERAS,14,2.2246453858634354e-05,0.15,False
SSTR5,29,5.98594290158432e-05,0.36,False
KAZN,8,3.219586609276717e-05,0.95,True
ARHGAP5,27,7.281179599400807e-05,0.33,False
GKAP1,5,4.9179750737118785e-06,0.96,True
LNPEP,31,0.0002722557771294658,0.14,False
RAB19,19,7.91240510599793e-05,0.12,False
ATP7B,34,0.0002744086760131084,0.34,False
NECAB2,14,6.800642537233019e-05,0.51,False
RCC1L,15,0.0002722292117168778,0.19,False
GGT6,15,3.275620984684046e-05,0.95,True
GGT1,22,0.00012514923621670545,0.19,False
GGT7,21,0.00014077481757678048,0.74,True
GPX4,34,0.0003109078521082528,0.06,False
GPX5,36,0.0003844651269824357,0.13,False
MGST2,21,2.6508099479655275e-05,0.11,False
LTK,9,4.589778118615825e-06,0.91,True
ADAMTS7,15,7.668829152888836e-05,0.96,True
MMP24,13,1.8315808059754183e-05,0.43,False
PDZD4,12,8.439266802978957e-05,0.95,True
BCAM,9,9.218622371472245e-05,0.61,False
FUT2,51,0.0008544283793593948,0.14,False
MARVELD1,5,1.918848171485102e-05,0.1,False
SSR4,47,0.0004905735588257562,0.21,False
FREM2,15,8.461077897350555e-05,0.7,True
FREM1,18,0.00012602987571554185,0.41,False
NSG1,9,1.4440864929134927e-05,0.34,False
KARS1,22,0.00037384663233298805,0.4,False
GRIK1,47,0.00029256271304642936,0.33,False
CLSTN2,10,2.7904337769760436e-05,0.55,False
GAPT,8,3.4062717805805644e-06,0.5,False
LIME1,28,2.9093289255498945e-05,0.89,True
SLC25A53,18,0.00013184956427898862,0.17,False
TRPV2,50,0.00025791322775456176,0.22,False
TMEM151B,8,3.258529807615214e-05,0.96,True
TMEM109,19,0.00019451288700754834,0.28,False
KCNK12,23,0.00012192611791484763,0.24,False
