UniProt_ID,Protein_Name,Gene_Names,MLO_Types,Source,is_membrane,PICNIC_score,PICNIC_GO_score,PSAP_score,PSPHunter_prob,PSPire_score,PSPire_includes_IDRs,PSPspredict_PDL,PSPspredict_catGRANULE,PSPspredict_PLAAC,PSPspredict_PScore,PSPspredict_ESpritz_DisProt,PSPspredict_SEG,PSPspredict_DeepPhase,PSPspredict_SaPS_10fea,PSPspredict_PdPS_10fea,PSPspredict_Psphunter,PSPspredict_PSPire
P29966,Myristoylated alanine-rich C-kinase substrate,MARCKS MACS PRKCSL,,PhasePDB,False,0.8204996474,0.8327334594,0.0,0.697,0.8330835,Yes,0.941304,0.833963190184049,0.587267065394691,0.523320287018917,0.960638036809816,0.995828220858895,0.610826689047419,0.96363190184049,0.920687116564417,0.697,0.782509922981262
P30566,Adenylosuccinate lyase,ADSL AMPS,Purinosome,PhasePDB,False,0.5527389603,0.3012359259,0.0,0.555,0.684353,No,0.022991387,0.268269938650306,0.220107755424843,0.077843009349858,4.9079754601227e-05,0.265668711656441,0.170960973562736,0.22282208588957,0.45963190184049,0.555,0.666027843952179
P31151,Protein S100-A7,S100A7 PSOR1 S100A7C,Stress granule,PhasePDB,False,0.8267071328000001,0.5914769858000001,0.000833333,0.411,0.98801106,No,0.9401303,0.358233128834355,0.028866590875389,,0.960638036809816,0.635730061349693,,0.859435582822085,0.944490797546012,0.411,0.98870050907135
P31269,Homeobox protein Hox-A9,HOXA9 HOX1G,Transcriptional condensate,PhasePDB,False,0.5677618194,0.7953356696,0.001666667,0.277,0.32056358,Yes,0.84716,0.432539877300613,0.768424694775344,0.579256360078277,0.535263803680981,0.74282208588957,0.171296684851028,0.161079754601227,0.339975460122699,0.277,0.960930347442627
P31271,Homeobox protein Hox-A13,HOXA13 HOX1J,Transcriptional condensate,PhasePDB,False,0.6235527269000001,0.4304532296,0.008333333,0.391,0.25790435,Yes,0.66905314,0.539975460122699,0.935445603282091,0.951076320939334,4.9079754601227e-05,0.961668711656441,,0.943656441717791,0.427042944785276,0.391,0.983655095100402
P31431,Syndecan-4,SDC4,,PhasePDB,True,0.388778526,0.7115716514,0.0,0.207,0.02247028,No,0.067893796,0.615263803680981,0.035638376748554,0.711024135681669,4.9079754601227e-05,0.809374233128834,0.446663869072597,0.443730061349693,0.664343558282208,0.207,0.021769318729639
P31645,Sodium-dependent serotonin transporter,SLC6A4 HTT SERT,,PhasePDB,True,0.0786668072,0.0928171348,0.0,0.169,0.011828845,Yes,0.07503053,0.370748466257668,0.534180218476595,0.42286366601435,0.544294478527607,4.9079754601227e-05,0.838858581619807,0.601128834355828,0.504294478527607,0.169,0.0121556241065263
P31689,DnaJ homolog subfamily A member 1,DNAJA1 DNAJ2 HDJ2 HSJ2 HSPF4,Nucleolus; Stress granule,PhasePDB,False,0.9309750831,0.8973696051000001,0.0,0.889,0.99129736,No,0.9852276,0.97801226993865,0.3532203054718,0.459719504240052,0.736638036809816,0.652073619631901,0.443222828367603,0.950773006134969,0.983901840490797,0.889,0.994173407554626
P31943,Heterogeneous nuclear ribonucleoprotein H,HNRNPH1 HNRPH HNRPH1,Nuclear stress body,PhasePDB,False,0.8488757594,0.9417750537,,0.995,0.999819,Yes,0.9847793,0.992588957055214,0.99139933765014,0.996466623178952,4.9079754601227e-05,0.739877300613496,0.389341166596726,0.998625766871165,0.994355828220858,0.995,0.999843299388885
P33176,Kinesin-1 heavy chain,KIF5B KNS KNS1,,PhasePDB,False,0.9466948072,0.9328285834,0.000833333,0.841,0.55606127,Yes,0.98077786,0.85521472392638,0.83589540803717,0.769243313763861,0.620269938650306,0.25560736196319,0.400587494754511,0.797447852760736,0.931533742331288,0.841,0.505070328712463
P33993,DNA replication licensing factor MCM7,MCM7 CDC47 MCM2,,PhasePDB,False,0.7915719557,0.7927970038000001,0.0,0.862,0.9938445,No,0.98031497,0.528736196319018,0.669517077751964,0.370678408349641,4.9079754601227e-05,0.212171779141104,0.310868652958455,0.80323926380368,0.88201226993865,0.862,0.996989130973816
P34931,Heat shock 70 kDa protein 1-like,HSPA1L,Anisosome,PhasePDB,False,0.9219577937,0.9119392477,0.0,0.887,0.99324167,Yes,0.98571235,0.927558282208588,0.436953190648015,0.57653837790824,0.526723926380368,0.322355828220858,0.978766261015526,0.881325153374233,0.852711656441717,0.887,0.995067000389099
P35227,Polycomb group RING finger protein 2,PCGF2 MEL18 RNF110 ZNF144,Nuclear body,PhasePDB,False,0.7158515696000001,0.6536343582,0.0,0.543,0.29752985,Yes,0.8468303,0.317496932515337,0.917354554891008,0.852739726027397,0.814625766871165,0.782871165644171,0.10960973562736,0.71680981595092,0.461889570552147,0.543,0.292328298091888
P35453,Homeobox protein Hox-D13,HOXD13 HOX4I,Transcriptional condensate,PhasePDB,False,0.561003389,0.4093017392,0.005,0.512,0.9242256,Yes,0.4354258,0.793570552147239,0.877662992437348,0.836594911937377,0.745914110429447,0.902134969325153,0.28929920268569,0.569276073619632,0.439312883435582,0.512,0.975241065025329
P35568,Insulin receptor substrate 1,IRS1,,PhasePDB,False,0.6371185167,0.5955644577,0.001666667,0.88,0.8878306,Yes,0.81104344,0.975018404907975,0.946863723987939,0.967058056099152,0.672981595092024,0.872343558282208,0.099454469156525,0.973742331288343,0.965840490797546,0.88,0.829253315925598
P35579,Myosin-9,MYH9,Stress granule,PhasePDB,False,0.9489594446,0.9588095652,0.000833333,0.783,0.87321824,Yes,0.9843902,0.892220858895705,0.292966239928822,0.615677321156773,0.580220858895705,0.773987730061349,0.337054133445237,0.91842944785276,0.954944785276073,0.783,0.877551853656768
P35609,Alpha-actinin-2,ACTN2,,PhasePDB,False,0.6896124067,0.4464337384,0.0,0.757,0.9718981,Yes,0.9857017,0.560147239263803,0.724877662992437,0.202707110241356,4.9079754601227e-05,0.307435582822085,,0.859533742331288,0.843141104294478,0.757,0.986789107322692
P35638,DNA damage-inducible transcript 3 protein,DDIT3 CHOP CHOP10 GADD153,,PhasePDB,False,0.3683356173,0.3189708753,0.0,0.511,0.22608864,Yes,0.32362226,0.219877300613496,0.166230043003311,0.682267884322678,0.95921472392638,0.720883435582822,0.232312211498111,0.868858895705521,0.922699386503067,0.511,0.962543487548828
P35968,Vascular endothelial growth factor receptor 2,KDR FLK1 VEGFR2,,PhasePDB,True,0.7550936052,0.9323550167,0.0,0.692,0.8592192,Yes,0.4420609,0.79042944785276,0.332262369630764,0.51842791911285,0.605006134969325,0.27842944785276,0.114981116240033,0.11803680981595,0.584196319018404,0.692,0.958085358142852
P36406,E3 ubiquitin-protein ligase TRIM23,TRIM23 ARD1 ARFD1 RNF46,P-body,PhasePDB,False,0.4466848993,0.6605452148000001,0.0,0.613,0.006812536,Yes,0.5979389,0.416490797546012,0.034600365775295,0.200641443792128,4.9079754601227e-05,0.261251533742331,,0.251092024539877,0.472883435582822,0.613,0.0054427310824394
P36871,Phosphoglucomutase-1,PGM1,P-body,PhasePDB,False,0.8536341691,0.4827404629,0.0,0.644,0.86385787,No,0.33461034,0.912392638036809,0.602194651772033,0.62578821482931,4.9079754601227e-05,0.467680981595092,0.621233738984473,0.867288343558282,0.852368098159509,0.644,0.866599738597869
P36873,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,PPP1CC,Nuclear speckle; Nucleolus,PhasePDB,False,0.6880148668,0.9330390713,0.0,0.707,0.88754404,Yes,0.9796245,0.495852760736196,0.141367208739063,0.354696673189823,0.648343558282208,4.9079754601227e-05,,0.77241717791411,0.693742331288343,0.707,0.884564280509948
P37231,Peroxisome proliferator-activated receptor gamma,PPARG NR1C3,,PhasePDB,False,0.7113112059000001,0.7528762603,0.0,0.648,0.13054219,Yes,0.72234285,0.365693251533742,0.09114724927092,0.396281800391389,4.9079754601227e-05,0.270085889570552,0.520436424674779,0.111803680981595,0.587975460122699,0.648,0.103584334254264
P38159,"RNA-binding motif protein, X chromosome",RBMX HNRPG RBMXP1,,PhasePDB,False,0.8869362559,0.941611079,0.048333333,0.935,0.9968544,Yes,0.98274255,0.995239263803681,0.93732390885275,0.992770167427701,0.947042944785276,0.979926380368098,0.254469156525388,0.985963190184049,0.996613496932515,0.935,0.997425436973571
P38646,"Stress-70 protein, mitochondrial",HSPA9 GRP75 HSPA9B mt-HSP70,Stress granule,PhasePDB,False,0.9534323124,0.9807820243,0.008333333,0.928,0.98624516,Yes,0.982178,0.924073619631901,0.523058672334536,0.420254403131115,0.666208588957055,0.656392638036809,0.839613932018464,0.93280981595092,0.986699386503067,0.928,0.982616424560546
P40337,von Hippel-Lindau disease tumor suppressor,VHL,Amyloid body,LLPSDB+PhasePDB,False,0.5687250061,0.7435165124,0.0,0.905,0.9909358,Yes,0.07153376,0.617472392638036,0.350353418021847,0.714231354642313,0.842601226993865,0.89560736196319,0.286277801091061,0.921177914110429,0.983509202453987,0.905,0.992102444171905
P40763,Signal transducer and activator of transcription 3,STAT3 APRF,Transcriptional condensate,PhasePDB,False,0.5445089795,0.8344984485,0.0,0.833,0.9973521,Yes,0.9555349,0.522159509202454,0.648707429192822,0.326375298978038,4.9079754601227e-05,0.294773006134969,0.383634074695761,0.767312883435582,0.81482208588957,0.833,0.996635735034942
P40818,Ubiquitin carboxyl-terminal hydrolase 8,USP8 KIAA0055 UBPY,Stress granule,PhasePDB,False,0.9074047578,0.6728124781,0.0,0.847,0.6570163,Yes,0.8877993,0.884073619631901,0.838317433641441,0.839204174820613,0.781496932515337,0.586895705521472,0.735711288292068,0.991509202453987,0.981742331288343,0.847,0.679588973522186
P40967,Melanocyte protein PMEL,PMEL D12S53E PMEL17 SILV,,PhasePDB,True,0.196225374,0.0732124528,0.000833333,0.526,0.89362746,Yes,0.12667523,0.464736196319018,0.777865651722603,0.70075016307893,4.9079754601227e-05,0.520049079754601,,0.441374233128834,0.027779141104294,0.526,0.95143049955368
P41208,Centrin-2,CETN2 CALT CEN2,,PhasePDB,False,0.8398240609000001,0.8179670777,0.003333333,0.556,0.92005634,Yes,0.9846519,0.642895705521472,0.016558746478177,0.071428571428571,0.950331288343558,0.634846625766871,,0.917398773006134,0.797889570552147,0.556,0.886517643928527
P41250,Glycine--tRNA ligase,GARS1 GARS,Stress granule,PhasePDB,False,0.7804918689,0.7716244833,,0.769,0.53095704,Yes,0.10994317,0.685006134969325,0.773861895111462,0.485431615568601,4.9079754601227e-05,0.397104294478527,0.015610574905581,0.800785276073619,0.795533742331288,0.769,0.561215996742248
P42568,Protein AF-9,MLLT3 AF9 YEATS3,,PhasePDB,False,0.8092544912,0.8446411345,0.015,0.743,0.98482955,Yes,0.71389437,0.801128834355828,0.959913004794622,0.824363992172211,0.893447852760736,0.95563190184049,0.405455308434746,0.970208588957055,0.9880245398773,0.743,0.994131207466125
P42574,Caspase-3,CASP3 CPP32,Stress granule,PhasePDB,False,0.6656637009,0.5752996533,0.0,0.72,0.8249308,Yes,0.076394156,0.551361963190184,0.254114972072561,0.468525766470971,4.9079754601227e-05,4.9079754601227e-05,0.803441040704993,0.906208588957055,0.84520245398773,0.72,0.83687674999237
P42677,Small ribosomal subunit protein eS27,RPS27 MPS1,,PhasePDB,False,0.6735335316000001,0.8291002039,,0.664,0.61290437,No,0.97869176,0.078478527607361,0.062132371113637,,0.960638036809816,0.73879754601227,0.434242551405791,0.745128834355828,0.703803680981595,0.664,0.555002093315124
P43354,Nuclear receptor subfamily 4 group A member 2,NR4A2 NOT NURR1 TINUR,,PhasePDB,False,0.5040382128,0.4837626964,0.010833333,0.479,0.9564988,Yes,0.888286,0.57840490797546,0.944935989323315,0.603283322461404,4.9079754601227e-05,0.595042944785276,0.709106168694922,0.873963190184049,0.87401226993865,0.479,0.99094933271408
P43403,Tyrosine-protein kinase ZAP-70,ZAP70 SRK,,PhasePDB,False,0.6931164926000001,0.9514900006,0.0,0.657,0.8824418,Yes,0.89993805,0.577914110429447,0.665019030201176,0.663948684496629,4.9079754601227e-05,0.232490797546012,,0.883779141104294,0.956073619631901,0.657,0.846281349658966
P45984,Mitogen-activated protein kinase 9,MAPK9 JNK2 PRKM9 SAPK1A,,PhasePDB,False,0.8119754133,0.9535884203,0.0,0.66,0.24433713,Yes,0.9150331,0.280932515337423,0.44288468192378,0.326375298978038,0.762159509202454,0.473963190184049,,0.383263803680981,0.354699386503067,0.66,0.156011492013931
P46527,Cyclin-dependent kinase inhibitor 1B,CDKN1B KIP1 p27,,PhasePDB,False,0.6895382328,0.7320423438,0.0,0.857,0.8242591,Yes,0.46475425,0.622282208588957,0.370866492017201,0.739508588823657,0.960638036809816,4.9079754601227e-05,0.718170373478808,0.933938650306748,0.956858895705521,0.857,0.774592995643615
P46531,Neurogenic locus notch homolog protein 1,NOTCH1 TAN1,Transcriptional condensate,PhasePDB,True,0.1535407927,0.2245633972,0.001666667,0.743,0.03198308,Yes,0.94605476,0.952196319018405,0.992684494093223,0.955044574907588,0.563042944785276,0.577865030674846,0.208476710029374,0.905766871165644,0.862233128834355,0.743,0.0149847920984029
P46777,Large ribosomal subunit protein uL18,RPL5,Nucleolus,LLPSDB+PhasePDB,False,0.9166209993,0.9821236963,0.000833333,0.925,0.9985331,No,0.9759913,0.822576687116564,0.188769709851218,0.418188736681887,0.777521472392638,0.378895705521472,0.050440621065883,0.963484662576687,0.979239263803681,0.925,0.998403847217559
P48594,Serpin B4,SERPINB4 PI11 SCCA2,P-body,PhasePDB,False,0.424761586,0.6630814716,0.0,0.466,0.63630986,No,0.97328806,0.538208588957055,0.399041075577084,0.304142204827136,4.9079754601227e-05,0.588171779141104,,0.659828220858895,0.616343558282208,0.466,0.622611284255981
P48729,Casein kinase I isoform alpha,CSNK1A1,Centrosome; Destruction complex condensate,PhasePDB,False,0.8537418118000001,0.9361617424,0.0,0.743,0.980147,Yes,0.98373586,0.779141104294478,0.811032573772922,0.100239182430963,0.704638036809816,0.685055214723926,0.113050776332354,0.885300613496932,0.838282208588957,0.743,0.981537044048309
P49023,Paxillin,PXN,,PhasePDB,False,0.3760316103,0.3659063349,0.0075,0.894,0.9336174,Yes,0.96353066,0.811484662576687,0.867777173644407,0.892150467492933,0.852711656441717,0.754503067484662,0.970709190096517,0.964907975460122,0.976539877300613,0.894,0.96087110042572
P49146,Neuropeptide Y receptor type 2,NPY2R,,PhasePDB,True,0.0676945485,0.0647755815,0.0,0.089,0.0028923738,Yes,0.08522265,0.136687116564417,0.118580396421333,0.034898891063274,0.587533742331288,0.350085889570552,,0.270380368098159,0.174723926380368,0.089,0.0027646373491734
P49450,Histone H3-like centromeric protein A,CENPA,,PhasePDB,False,0.5680255901,0.3589584817,0.0,0.453,0.5749033,No,0.26921472,0.199460122699386,0.329692056744599,0.011306805827353,0.889668711656441,0.961472392638036,0.518925723877465,0.827141104294478,0.848245398773006,0.453,0.574903309345245
P49716,CCAAT/enhancer-binding protein delta,CEBPD,,PhasePDB,False,0.4923131238,0.4638846166,0.0,0.399,0.043860566,Yes,0.51559454,0.674650306748466,0.708961494735801,0.865242444009567,0.900564417177914,0.91160736196319,0.261267310113302,0.388907975460122,0.407361963190184,0.399,0.0438605658710002
P49721,Proteasome subunit beta type-2,PSMB2,Proteasome containing foci,PhasePDB,False,0.6834475926,0.3367768977,0.0,0.515,0.9938577,No,0.20981973,0.226355828220858,0.403736839503731,0.066155686018699,4.9079754601227e-05,0.597987730061349,0.35300041963911,0.760294478527607,0.602110429447852,0.515,0.997371971607208
P49760,Dual specificity protein kinase CLK2,CLK2,Nuclear speckle,PhasePDB,False,0.8615097533,0.9609780476,0.005833333,0.637,0.9446661,Yes,0.92480016,0.764368098159509,0.708961494735801,0.861980865405523,0.699288343558282,0.882699386503067,0.899286613512379,0.987337423312883,0.989693251533742,0.637,0.935780525207519
P49790,Nuclear pore complex protein Nup153,NUP153,Nuclear pore complex,PhasePDB,False,0.6740261040000001,0.6428108025,0.006666667,0.934,0.72980237,Yes,0.885464,0.973055214723926,0.985022984528693,0.982767993041965,0.666650306748466,0.813349693251533,0.928997062526227,0.999754601226993,0.991460122699386,0.934,0.969841182231903
P49916,DNA ligase 3,LIG3,,PhasePDB,False,0.8779069053,0.8780110276,0.0,0.853,0.7601682,Yes,0.39779612,0.857766871165644,0.587267065394691,0.661339421613394,4.9079754601227e-05,0.456736196319018,0.85841376416282,0.80760736196319,0.948907975460122,0.853,0.731853365898132
P50570,Dynamin-2,DNM2 DYN2,Stress granule,PhasePDB,False,0.8557409571,0.8629528603000001,0.005833333,0.889,0.8682748,Yes,0.98322797,0.677251533742331,0.880381592605407,0.781582952815829,0.656,0.722993865030674,0.420981955518254,0.945374233128834,0.963239263803681,0.889,0.868711113929748
P50750,Cyclin-dependent kinase 9,CDK9 CDC2L4 TAK,,PhasePDB,False,0.7522220404000001,0.945499944,0.0,0.772,0.98125327,Yes,0.9765459,0.431901840490797,0.691513024566259,0.613068058273537,4.9079754601227e-05,4.9079754601227e-05,0.998153587914393,0.826993865030674,0.86242944785276,0.772,0.978592097759246
P50914,Large ribosomal subunit protein eL14,RPL14,,PhasePDB,False,0.9741134126,0.9784834295,0.009166667,0.782,0.6294166,Yes,0.96167165,0.28441717791411,0.497108398003064,0.633072407045009,0.85521472392638,0.983411042944785,0.52211498111624,0.301153374233128,0.669055214723926,0.782,0.670971810817718
P51116,RNA-binding protein FXR2,FXR2 FMR1L2,,PhasePDB,False,0.8497861055,0.9277020649,0.0775,0.957,0.9918219,Yes,0.9513696,0.978061349693251,0.880381592605407,0.980376168732333,0.868711656441717,0.855263803680981,0.355434326479227,0.985276073619631,0.991116564417177,0.957,0.982113480567932
P51149,Ras-related protein Rab-7a,RAB7A RAB7,Stress granule,PhasePDB,False,0.7512701673000001,0.7326829628,0.0,0.746,0.8680394,No,0.97049767,0.270331288343558,0.224754090257525,0.095238095238095,4.9079754601227e-05,4.9079754601227e-05,0.978514477549307,0.814871165644171,0.848098159509202,0.746,0.880044162273407
P51991,Heterogeneous nuclear ribonucleoprotein A3,HNRNPA3 HNRPA3,Nuclear speckle; Paraspeckle; Stress granule,LLPSDB+PhasePDB,False,0.9430131725,0.9465899593,,0.994,0.99894845,Yes,0.98762554,0.999509202453987,0.996935396174188,0.999782561426397,0.821447852760736,0.983263803680981,0.183214435585396,0.999852760736196,0.994650306748466,0.994,0.998497009277343
P52597,Heterogeneous nuclear ribonucleoprotein F,HNRNPF HNRPF,,PhasePDB,False,0.8150366108,0.8976337759,0.000833333,0.952,0.9992077,Yes,0.98389935,0.972613496932515,0.962928179526469,0.81914546640574,4.9079754601227e-05,0.400490797546012,0.389341166596726,0.959312883435582,0.997742331288343,0.952,0.998841941356658
P52630,Signal transducer and activator of transcription 2,STAT2,,PhasePDB,False,0.3753091635,0.48727288,0.0,0.569,0.38876343,Yes,0.6310029,0.48760736196319,0.843013197568088,0.497662535333768,4.9079754601227e-05,0.543901840490797,0.497524129248846,0.677153374233128,0.736539877300613,0.569,0.269574105739593
P52789,Hexokinase-2,HK2,,PhasePDB,False,0.8005618550000001,0.8954238171000001,0.0,0.665,0.9259697,No,0.28637895,0.891926380368098,0.160496268103405,0.676125244618395,4.9079754601227e-05,4.9079754601227e-05,,0.624441717791411,0.816098159509202,0.665,0.919500529766082
P53567,CCAAT/enhancer-binding protein gamma,CEBPG,,PhasePDB,False,0.6294782171000001,0.6193793641,0.0025,0.313,0.4053309,No,0.8715666,0.761079754601227,0.899510651969749,0.628180039138943,0.960638036809816,0.744981595092024,0.093915232899706,0.598723926380368,0.608932515337423,0.313,0.342293888330459
P54252,Ataxin-3,ATXN3 ATX3 MJD MJD1 SCA3,,PhasePDB,False,0.474699378,0.6372010962,0.0,0.671,0.6784459,Yes,0.62991893,0.512539877300613,0.96020957935841,0.028375733855185,0.775460122699386,0.347288343558282,0.808392782207301,0.868073619631901,0.780907975460122,0.671,0.617863774299621
P54577,"Tyrosine--tRNA ligase, cytoplasmic",YARS1 YARS,Stress granule,PhasePDB,False,0.8480588306,0.9481418261,0.0,0.696,0.9648653,No,0.75789994,0.776539877300613,0.121546142059216,0.276201348119156,4.9079754601227e-05,0.535165644171779,0.701636592530423,0.900368098159509,0.933889570552147,0.696,0.948010444641113
P55210,Caspase-7,CASP7 MCH3,Stress granule,PhasePDB,False,0.8037650613,0.4747280504,0.000833333,0.568,0.7137925,Yes,0.0517995,0.607263803680981,0.22228263555929,0.23755164166123,0.700122699386503,4.9079754601227e-05,,0.813595092024539,0.826748466257668,0.568,0.737472414970398
P55316,Forkhead box protein G1,FOXG1 FKH2 FKHL1 FKHL2 FKHL3 FKHL4 FOXG1A FOXG1B FOXG1C,,PhasePDB,False,0.5711709724,0.4185924286,0.015,0.816,0.19714858,Yes,0.736402,0.936,0.986110424595917,0.941998260491411,0.685742331288343,0.959852760736196,,0.976245398773006,0.831558282208589,0.816,0.279839575290679
P56270,Myc-associated zinc finger protein,MAZ ZNF801,Transcriptional condensate,PhasePDB,False,0.6015396068000001,0.7931968374,0.004166667,0.607,0.08969151,Yes,0.674255,0.279705521472392,0.946072858484504,0.725646879756468,0.52682208588957,0.96520245398773,0.246076374318086,0.827092024539877,0.660122699386503,0.607,0.0469157733023166
P58004,Sestrin-2,SESN2 Hi95 SEST2,Stress granule,PhasePDB,False,0.2013771268,0.3204826017,0.001666667,0.109,0.025323624,Yes,0.027939256,0.393030674846625,0.523058672334536,0.722330941509023,0.537717791411042,0.322601226993865,0.154595048258497,0.085840490797546,0.251092024539877,0.109,0.033708568662405
P60709,"Actin, cytoplasmic 1",ACTB,,PhasePDB,False,0.8165860073000001,0.8670760474,0.0,0.77,0.99550927,No,0.98421335,0.410846625766871,0.396025900845237,0.587355946944988,4.9079754601227e-05,4.9079754601227e-05,,0.843092024539877,0.798576687116564,0.77,0.995035469532012
P60842,Eukaryotic initiation factor 4A-I,EIF4A1 DDX2A EIF4A,,PhasePDB,False,0.8475648108,0.9099792654,0.000833333,0.807,0.9928812,No,0.98412746,0.449963190184049,0.315258761306905,0.456240487062404,0.575754601226993,0.278871165644171,0.18749475451112,0.702969325153374,0.706895705521472,0.807,0.996809959411621
P61073,C-X-C chemokine receptor type 4,CXCR4,,PhasePDB,True,0.0584381525,0.1480987065,0.0,0.232,0.24888709,Yes,0.092421554,0.218552147239263,0.135584004745193,0.066155686018699,0.631116564417177,0.36961963190184,,0.762503067484662,0.659092024539877,0.232,0.307145565748214
P61160,Actin-related protein 2,ACTR2 ARP2,,PhasePDB,False,0.8308879219,0.6018219756000001,0.0,0.762,0.9419729,No,0.94036216,0.724122699386503,0.075774801047896,0.259947814742335,4.9079754601227e-05,0.325840490797546,0.088124213176668,0.782625766871165,0.733595092024539,0.762,0.924078106880188
P61289,Proteasome activator complex subunit 3,PSME3,,PhasePDB,False,0.6779762676000001,0.4657540512,0.000833333,0.721,0.21478264,Yes,0.050933745,0.20201226993865,0.129158222529781,0.088606218743205,4.9079754601227e-05,4.9079754601227e-05,0.373227024758707,0.811975460122699,0.905177914110429,0.721,0.247505024075508
P61328,Fibroblast growth factor 12,FGF12 FGF12B FHF1,,PhasePDB,False,0.611167484,0.3074104046,0.003333333,0.192,0.017735576,Yes,0.45179966,0.85840490797546,0.485443131827393,0.268373559469449,0.789742331288343,4.9079754601227e-05,0.042131766680654,0.388613496932515,0.657079754601227,0.192,0.0195751637220382
P62316,Small nuclear ribonucleoprotein Sm D2,SNRPD2 SNRPD1,,PhasePDB,False,0.8884248402,0.8832215059,0.001666667,0.722,0.80780745,No,0.9850021,0.516171779141104,0.061390934704166,,0.950920245398773,0.703656441717791,0.431808644565673,0.863263803680981,0.815950920245398,0.722,0.751931071281433
P62745,Rho-related GTP-binding protein RhoB,RHOB ARH6 ARHB,Postsynaptic density,PhasePDB,False,0.7129099562,0.8572992465,0.0,0.239,0.8802594,No,0.97272724,0.173595092024539,0.054470861549107,0.174113937812567,4.9079754601227e-05,4.9079754601227e-05,,0.739288343558282,0.791754601226993,0.239,0.872206509113311
P62753,Small ribosomal subunit protein eS6,RPS6,Inclusion body,PhasePDB,False,0.9259164945,0.9805080415,0.000833333,0.838,0.9762661,No,0.9837976,0.818748466257668,0.088774652760614,0.290552293976951,0.823558282208589,0.763828220858895,0.05396558959295,0.968785276073619,0.944638036809816,0.838,0.977892518043518
P62877,E3 ubiquitin-protein ligase RBX1,RBX1 RNF75 ROC1,Nuclear speckle,PhasePDB,False,0.6498301598,0.5561549298,0.0025,0.617,0.8669671,No,0.620281,0.039067484662576,0.018437052048835,,0.818895705521472,4.9079754601227e-05,0.468820814099874,0.709644171779141,0.639754601226993,0.617,0.98860627412796
P62917,Large ribosomal subunit protein uL2,RPL8,,PhasePDB,False,0.9526486863,0.9594118508,0.004166667,0.82,0.92435503,No,0.98269075,0.98321472392638,0.3532203054718,0.471135029354207,4.9079754601227e-05,0.33123926380368,0.234913973982375,0.794110429447852,0.902674846625766,0.82,0.931792914867401
P62937,Peptidyl-prolyl cis-trans isomerase A,PPIA CYPA,Nuclear speckle; Nuclear stress body,PhasePDB,False,0.7193665256,0.9486161164,0.003333333,0.812,0.9965809,No,0.9853931,0.977423312883435,0.544758044585042,0.465101108936725,4.9079754601227e-05,4.9079754601227e-05,,0.894233128834355,0.921472392638036,0.812,0.996432304382324
P62995,Transformer-2 protein homolog beta,TRA2B SFRS10,,PhasePDB,False,0.8815870962000001,0.9334335911,0.055,0.875,0.9906702,Yes,0.9798907,0.985472392638036,0.880381592605407,0.992498369210698,0.885398773006135,0.989644171779141,0.644397817876626,0.983950920245398,0.997104294478527,0.875,0.995469391345977
P63027,Vesicle-associated membrane protein 2,VAMP2 SYB2,,PhasePDB,True,0.3293824143,0.1218503367,0.000833333,0.372,0.091656424,No,0.94790345,0.048785276073619,0.363896989768177,,0.941447852760736,0.954110429447852,,0.588711656441717,0.479754601226993,0.372,0.0916564241051673
P63162,Small nuclear ribonucleoprotein-associated protein N,SNRPN HCERN3 SMN,,PhasePDB,False,0.7998777311,0.9307069555,0.0,0.779,0.41281563,Yes,0.9838945,0.859042944785276,0.93984479264495,0.837953903022396,0.826061349693251,0.984196319018404,0.591691145614771,0.769717791411042,0.536392638036809,0.779,0.306740432977676
P63244,Small ribosomal subunit protein RACK1,RACK1 GNB2L1,,PhasePDB,False,0.4170158361,0.8913123628,0.0,0.748,0.99226046,No,0.9844372,0.563680981595092,0.256190994019079,0.433083278973689,4.9079754601227e-05,4.9079754601227e-05,0.53352916491817,0.847067484662576,0.859484662576687,0.748,0.995203018188476
P67936,Tropomyosin alpha-4 chain,TPM4,,PhasePDB,False,0.904027478,0.7201112379,0.0,0.694,0.60234606,No,0.9826003,0.357693251533742,0.013246997182541,0.001902587519025,0.937521472392638,0.959018404907975,0.513470415442719,0.877987730061349,0.804515337423312,0.694,0.614384710788726
P68400,Casein kinase II subunit alpha,CSNK2A1 CK2A1,,PhasePDB,False,0.8202205606,0.9642916195,0.0,0.774,0.9943577,Yes,0.9780465,0.584098159509202,0.935989323315703,0.711024135681669,0.529079754601227,0.607901840490797,0.208140998741082,0.931435582822085,0.958576687116564,0.774,0.994670033454895
P78317,E3 ubiquitin-protein ligase RNF4,RNF4 SNURF,p62 cluster; PML nuclear body,PhasePDB,False,0.5187482188,0.7839601913,0.003333333,0.739,0.97045404,No,0.35765857,0.198282208588957,0.087489496317532,0.687812567949554,0.773006134969325,0.740269938650306,,0.858208588957055,0.970944785276073,0.739,0.986343502998352
P78344,Eukaryotic translation initiation factor 4 gamma 2,EIF4G2 DAP5,,PhasePDB,False,0.7278645354000001,0.9019589092,0.000833333,0.928,0.97365123,Yes,0.98327214,0.81320245398773,0.969255103553951,0.822135246792781,0.634699386503067,0.805889570552147,0.604532102391942,0.995926380368098,0.941889570552147,0.928,0.987635254859924
P78352-1,Isoform 1 of Disks large homolog 4,DLG4 PSD95,,PhasePDB,False,,,,,,,,,,,,,,,,,
