UniProt_ID,LLPhyScore_score
Q8WW24,-627.0
Q8WW34,-313.0
Q8WW35,-118.0
Q8WW38,-203.0
Q8WW43,-516.0
Q8WWA0,58.0
Q8WWB3,-84.0
Q8WWB5,-349.0
Q8WWB7,-288.0
Q8WWC4,-369.0
Q8WWF3,-34.0
Q8WWF5,-547.0
Q8WWG1,-125.0
Q8WWG9,-88.0
Q8WWH4,-523.0
Q8WWH5,-260.0
Q8WWI1,-597.0
Q8WWI5,-1233.0
Q8WWK9,-302.0
Q8WWL2,-584.0
Q8WWL7,-739.0
Q8WWM7,401.0
Q8WWM9,-171.0
Q8WWN8,-990.0
Q8WWN9,-149.0
Q8WWP7,-373.0
Q8WWQ0,-1036.0
Q8WWQ2,-675.0
Q8WWQ8,-823.0
Q8WWR8,-220.0
Q8WWT9,-927.0
Q8WWU5,-543.0
Q8WWV3,-346.0
Q8WWV6,-263.0
Q8WWW0,-372.0
Q8WWX8,-1092.0
Q8WWY3,-261.0
Q8WWY6,-133.0
Q8WWY8,-432.0
Q8WWZ1,-112.0
Q8WWZ3,-137.0
Q8WWZ4,-2097.0
Q8WWZ7,-2262.0
Q8WWZ8,-258.0
Q8WX92,-760.0
Q8WX93,-406.0
Q8WX94,-1314.0
Q8WXA3,-670.0
Q8WXA8,-536.0
Q8WXA9,-154.0
Q8WXB1,-308.0
Q8WXC3,-68.0
Q8WXC6,-5.0
Q8WXD0,-1162.0
Q8WXD2,-326.0
Q8WXD5,-158.0
Q8WXE1,-601.0
Q8WXE9,-409.0
Q8WXF0,-30.0
Q8WXF1,10.0
Q8WXF3,-100.0
Q8WXF7,-527.0
Q8WXF8,-261.0
Q8WXG1,-410.0
Q8WXG6,-952.0
Q8WXG8,-72.0
Q8WXG9,-5261.0
Q8WXH0,-7243.0
Q8WXH2,51.0
Q8WXH5,-320.0
Q8WXI2,-668.0
Q8WXI3,-715.0
Q8WXI4,-620.0
Q8WXI7,-1887.0
Q8WXI8,-202.0
Q8WXI9,-243.0
Q8WXK1,-721.0
Q8WXK3,-381.0
Q8WXK4,-461.0
Q8WXR4,-1284.0
Q8WXS3,38.0
Q8WXS5,-192.0
Q8WXS8,-380.0
Q8WXU2,-439.0
Q8WXW3,-819.0
Q8WXX0,-4730.0
Q8WXX5,-189.0
Q8WXX7,-260.0
Q8WY07,-1092.0
Q8WY21,-827.0
Q8WY36,-94.0
Q8WY41,-160.0
Q8WY54,-319.0
Q8WY64,-514.0
Q8WY91,-193.0
Q8WY98,-261.0
Q8WYA0,-724.0
Q8WYA1,-302.0
Q8WYA6,-588.0
Q8WYB5,80.0
Q8WYH8,-114.0
Q8WYJ6,-264.0
Q8WYK0,-635.0
Q8WYK2,-129.0
Q8WYL5,-631.0
Q8WYN0,-367.0
Q8WYP3,-639.0
Q8WYP5,-1575.0
Q8WYQ3,-53.0
Q8WYQ5,-162.0
Q8WYR1,-890.0
Q8WYR4,165.0
Q8WZ04,-557.0
Q8WZ19,-383.0
Q8WZ42,-19624.0
Q8WZ55,-33.0
Q8WZ59,-65.0
Q8WZ73,-250.0
Q8WZ74,-810.0
Q8WZ75,-516.0
Q8WZA1,-655.0
Q8WZA2,-1084.0
Q92185,-313.0
Q92186,-460.0
Q92187,-466.0
Q92466,-318.0
Q92478,-150.0
Q92481,-211.0
Q92482,-342.0
Q92484,-323.0
Q92485,-290.0
Q92496,6.0
Q92499,-377.0
Q92502,-617.0
Q92503,-625.0
Q92504,-352.0
Q92506,-206.0
Q92508,-4071.0
Q92519,-373.0
Q92520,-157.0
Q92521,-929.0
Q92522,12.0
Q92523,-836.0
Q92526,-663.0
Q92529,-324.0
Q92530,-152.0
Q92535,-550.0
Q92536,-799.0
Q92537,-159.0
Q92538,-2000.0
Q92539,-407.0
Q92540,-224.0
Q92541,21.0
Q92542,-690.0
Q92543,-960.0
Q92544,-908.0
Q92546,-291.0
Q92547,-1084.0
Q92551,-225.0
Q92552,-442.0
Q92556,-897.0
Q92558,-426.0
Q92560,-438.0
Q92562,-710.0
Q92563,-96.0
Q92564,-233.0
Q92565,-626.0
Q92567,-51.0
Q92569,-457.0
Q92570,-425.0
Q92572,-221.0
Q92574,-789.0
Q92575,-218.0
Q92581,-943.0
Q92583,-118.0
Q92585,380.0
Q92597,-165.0
Q92598,-439.0
Q92599,-427.0
Q92600,-579.0
Q92604,-554.0
Q92608,-2034.0
Q92609,-410.0
Q92611,-408.0
Q92613,-481.0
Q92614,-1499.0
Q92615,-179.0
Q92616,-3989.0
Q92618,-166.0
Q92619,-734.0
Q92620,-912.0
Q92621,-2880.0
Q92622,-590.0
Q92624,-889.0
Q92625,-495.0
Q92626,-1322.0
Q92629,-296.0
Q92630,-430.0
Q92633,-667.0
Q92636,-806.0
Q92637,-220.0
Q92643,-381.0
Q92665,-277.0
Q92667,-463.0
Q92673,-1418.0
Q92674,-887.0
Q92681,-159.0
Q92685,-875.0
Q92686,31.0
Q92688,99.0
Q92692,-190.0
Q92696,-833.0
Q92698,-840.0
Q92729,-1281.0
Q92730,-246.0
Q92731,-468.0
Q92733,117.0
Q92734,248.0
Q92736,-5229.0
Q92737,-266.0
Q92738,-307.0
Q92743,-383.0
Q92748,-90.0
Q92750,-587.0
Q92752,-522.0
Q92753,-472.0
Q92754,-332.0
Q92759,-674.0
Q92764,-406.0
Q92765,-349.0
Q92766,-753.0
Q92769,-179.0
Q92772,-396.0
Q92777,-118.0
Q92781,-469.0
Q92782,-318.0
Q92783,-166.0
Q92784,-138.0
Q92785,-124.0
Q92786,-296.0
Q92791,-373.0
Q92793,356.0
Q92794,65.0
Q92796,-306.0
Q92797,-1556.0
Q92800,-434.0
Q92802,-75.0
Q92804,1647.0
Q92805,-545.0
Q92817,-2013.0
Q92819,-796.0
Q92820,-317.0
Q92823,-626.0
Q92824,-537.0
Q92826,9.0
Q92830,-728.0
Q92831,-693.0
Q92832,-457.0
Q92833,-375.0
Q92834,116.0
Q92835,-640.0
Q92837,-162.0
Q92838,17.0
Q92839,-1064.0
Q92841,-252.0
Q92843,-206.0
Q92844,-234.0
Q92845,-969.0
Q92847,-668.0
Q92851,-488.0
Q92854,-723.0
Q92858,-89.0
Q92859,-646.0
Q92870,-295.0
Q92871,-171.0
Q92874,-305.0
Q92876,-199.0
Q92878,-1348.0
Q92879,-284.0
Q92882,-130.0
Q92886,-221.0
Q92887,-2086.0
Q92888,-721.0
Q92889,-1166.0
Q92890,-125.0
Q92896,-1259.0
Q92900,-453.0
Q92902,-791.0
Q92903,-682.0
Q92904,31.0
Q92905,-236.0
Q92908,189.0
Q92911,-906.0
Q92913,-59.0
Q92915,-110.0
Q92917,-183.0
Q92918,-804.0
Q92922,-200.0
Q92925,-278.0
Q92930,-218.0
Q92932,-642.0
Q92934,105.0
Q92935,-600.0
Q92945,526.0
Q92947,-383.0
Q92949,-192.0
Q92952,-696.0
Q92953,-655.0
Q92954,343.0
Q92956,-169.0
Q92959,-947.0
Q92963,-234.0
Q92966,-400.0
Q92968,-151.0
Q92973,-1333.0
Q92974,-954.0
Q92979,-234.0
Q92982,-180.0
Q92985,-337.0
Q92988,-48.0
Q92989,-328.0
Q92990,-688.0
Q92993,-431.0
Q92994,-560.0
Q92995,-453.0
Q92997,-19.0
Q93008,-2613.0
Q93009,-721.0
Q93015,-304.0
Q93033,-794.0
Q93034,-971.0
Q93038,-374.0
Q93045,-71.0
Q93050,-972.0
Q93052,124.0
Q93062,-99.0
Q93063,-807.0
Q93070,-411.0
Q93074,-1345.0
Q93077,-138.0
Q93079,-101.0
Q93084,-1176.0
Q93086,-269.0
Q93088,-321.0
Q93091,-231.0
Q93096,-212.0
Q93097,-465.0
Q93098,-259.0
Q93099,-177.0
Q93100,-1201.0
Q95460,-404.0
Q969D9,-174.0
Q969E2,-148.0
Q969E3,-102.0
Q969E8,-77.0
Q969F0,-111.0
Q969F1,-33.0
Q969F2,-32.0
Q969F8,-692.0
Q969F9,-1396.0
Q969G2,-100.0
Q969G3,-30.0
Q969G5,-110.0
Q969G6,-60.0
Q969G9,-254.0
Q969H0,-238.0
Q969H4,-590.0
Q969H6,-268.0
Q969H8,-25.0
Q969I6,-784.0
Q969J2,-279.0
Q969J3,-144.0
Q969J5,-159.0
Q969K3,-192.0
Q969K4,-696.0
Q969K7,-439.0
Q969L2,-330.0
Q969L4,-114.0
Q969M3,-164.0
Q969M7,-143.0
Q969N2,-798.0
Q969P0,-553.0
Q969P5,-437.0
Q969P6,-633.0
Q969Q1,-221.0
Q969Q6,-528.0
Q969R2,-456.0
Q969R5,-397.0
Q969R8,-428.0
Q969S0,-646.0
Q969S2,-51.0
Q969S3,-209.0
Q969S6,-334.0
Q969S8,-739.0
Q969S9,-1047.0
Q969T4,-74.0
Q969T7,-310.0
Q969T9,92.0
Q969U6,-704.0
Q969U7,-268.0
Q969V3,-765.0
Q969V4,-548.0
Q969V5,-446.0
Q969V6,-305.0
Q969W0,-134.0
Q969W1,-581.0
Q969W9,-122.0
Q969X0,-82.0
Q969X1,-430.0
Q969X2,-277.0
Q969X5,-305.0
Q969X6,-699.0
Q969Y2,-554.0
Q969Z0,-914.0
Q969Z3,-369.0
Q969Z4,-189.0
Q96A08,-118.0
Q96A09,-561.0
Q96A11,-651.0
Q96A25,-378.0
Q96A26,-136.0
Q96A29,-613.0
Q96A32,-83.0
Q96A33,-137.0
Q96A37,-103.0
Q96A44,-289.0
Q96A49,-70.0
Q96A54,-546.0
Q96A56,-123.0
Q96A57,-190.0
Q96A58,-234.0
Q96A59,-163.0
Q96A61,-104.0
Q96A65,-1253.0
Q96A70,-439.0
Q96A72,-169.0
Q96A83,160.0
Q96AA3,-1094.0
Q96AA8,-844.0
Q96AB6,-324.0
Q96AC1,-627.0
Q96AD5,-667.0
Q96AE4,325.0
Q96AE7,-1282.0
Q96AG3,-407.0
Q96AG4,-272.0
Q96AH0,34.0
Q96AH8,-261.0
Q96AJ1,-252.0
Q96AJ9,-274.0
Q96AK3,-447.0
Q96AN5,-687.0
Q96AP0,-310.0
Q96AP4,-418.0
Q96AP7,-183.0
Q96AQ6,-71.0
Q96AQ7,-310.0
Q96AQ8,-388.0
Q96AT9,-109.0
Q96AV8,-293.0
Q96AW1,-89.0
Q96AX1,-676.0
Q96AX2,-250.0
Q96AX9,-868.0
Q96AY2,-410.0
Q96AY3,-257.0
Q96AY4,-1732.0
Q96AZ1,-240.0
Q96AZ6,-248.0
Q96B01,-30.0
Q96B02,-57.0
Q96B18,128.0
Q96B21,-511.0
Q96B26,-232.0
Q96B36,-66.0
Q96B42,-251.0
Q96B49,-100.0
Q96B67,-329.0
Q96B86,-388.0
Q96B96,-219.0
Q96B97,-62.0
Q96BA8,-308.0
Q96BD0,-841.0
Q96BD5,-331.0
Q96BD6,-290.0
Q96BD8,-253.0
Q96BF3,-67.0
Q96BF6,-376.0
Q96BH1,-234.0
Q96BI1,-693.0
Q96BI3,-588.0
Q96BJ3,-250.0
Q96BK5,40.0
Q96BM1,-460.0
Q96BM9,-176.0
Q96BN2,-246.0
Q96BN8,-399.0
Q96BP2,-119.0
Q96BP3,-372.0
Q96BR1,-487.0
Q96BR5,-61.0
Q96BR6,-321.0
Q96BR9,-107.0
Q96BS2,-146.0
Q96BT3,-310.0
Q96BT7,-392.0
Q96BW1,-205.0
Q96BY2,-388.0
Q96BY6,-1946.0
Q96BY7,-1572.0
Q96BY9,81.0
Q96BZ4,-359.0
Q96BZ8,-180.0
Q96BZ9,-562.0
Q96C00,-115.0
Q96C03,-615.0
Q96C10,-807.0
Q96C11,-448.0
Q96C12,-1285.0
Q96C23,-156.0
Q96C24,-267.0
Q96C36,-372.0
Q96C45,-1773.0
Q96C55,-69.0
Q96C74,-275.0
Q96C86,-402.0
Q96C92,-68.0
Q96CA5,-206.0
Q96CB8,110.0
Q96CB9,-404.0
Q96CC6,-972.0
Q96CD2,-250.0
Q96CE8,-371.0
Q96CF2,-54.0
Q96CG3,-22.0
Q96CG8,-24.0
Q96CJ1,8.0
Q96CK0,-214.0
Q96CM3,-354.0
Q96CM8,-515.0
Q96CN4,-820.0
Q96CN5,-672.0
Q96CN9,-564.0
Q96CP6,-616.0
Q96CP7,-527.0
Q96CQ1,-443.0
Q96CS2,-293.0
Q96CS3,-474.0
Q96CS7,-99.0
Q96CT7,-168.0
Q96CU9,-289.0
Q96CV9,-425.0
Q96CW1,-378.0
Q96CW5,-1241.0
Q96CW9,-316.0
Q96D03,-189.0
Q96D05,-75.0
Q96D09,-267.0
Q96D15,-200.0
Q96D21,-221.0
Q96D31,-354.0
Q96D42,-231.0
Q96D46,-576.0
Q96D53,-549.0
Q96D59,-260.0
Q96D71,68.0
Q96D96,-421.0
Q96D98,-101.0
Q96DA2,-255.0
Q96DA6,-53.0
Q96DB2,-404.0
Q96DB9,-140.0
Q96DC9,-389.0
Q96DE0,-192.0
Q96DE5,11.0
Q96DF8,-168.0
Q96DG6,-229.0
Q96DH6,156.0
Q96DI7,-162.0
Q96DM3,-776.0
Q96DN0,-287.0
Q96DN2,-91.0
Q96DP5,-376.0
Q96DR4,-199.0
Q96DR5,-368.0
Q96DR7,-439.0
Q96DR8,-119.0
Q96DT0,-367.0
Q96DT5,-6376.0
Q96DT6,-343.0
Q96DT7,198.0
Q96DU3,-296.0
Q96DU7,39.0
Q96DV4,-415.0
Q96DW6,-358.0
Q96DX5,-332.0
Q96DX7,40.0
Q96DX8,-203.0
Q96DZ1,-319.0
Q96DZ5,-253.0
Q96DZ7,-395.0
Q96DZ9,-367.0
Q96E09,65.0
Q96E11,-262.0
Q96E14,-94.0
Q96E17,-122.0
Q96E22,-435.0
Q96E29,-413.0
Q96E35,-167.0
Q96E52,-685.0
Q96E93,-157.0
Q96EA4,-492.0
Q96EB1,-427.0
Q96EB6,-264.0
Q96EC8,-403.0
Q96ED9,-797.0
Q96EE3,-164.0
Q96EF0,-658.0
Q96EF6,-306.0
Q96EG1,-247.0
Q96EG3,-182.0
Q96EH3,-270.0
Q96EK4,-119.0
Q96EK5,-847.0
Q96EK6,-195.0
Q96EL1,-137.0
Q96EL3,-92.0
Q96EM0,-356.0
Q96EN8,-623.0
Q96EP0,-953.0
Q96EP1,-234.0
Q96EP5,333.0
Q96EP9,-580.0
Q96EQ0,-201.0
Q96EQ8,-345.0
Q96ER9,-551.0
Q96ES7,-339.0
Q96EU6,-157.0
Q96EU7,-317.0
Q96EV8,-172.0
Q96EW2,-295.0
Q96EX3,-331.0
Q96EY1,-83.0
Q96EY4,-153.0
Q96EY5,-141.0
Q96EY7,-915.0
Q96EY8,-208.0
Q96EZ8,-389.0
Q96F05,-67.0
Q96F07,-1666.0
Q96F10,-191.0
Q96F15,-370.0
Q96F24,-219.0
Q96F25,-385.0
Q96F44,-515.0
Q96F45,362.0
Q96F46,-819.0
Q96F81,-1592.0
Q96F85,-29.0
Q96F86,-231.0
Q96FA3,-146.0
Q96FC9,-870.0
Q96FE5,-773.0
Q96FE7,-151.0
Q96FF9,-114.0
Q96FG2,-428.0
Q96FH0,-98.0
Q96FI4,-212.0
Q96FJ0,-507.0
Q96FJ2,-58.0
Q96FL8,-1002.0
Q96FL9,-653.0
Q96FM1,-528.0
Q96FN4,-409.0
Q96FQ6,-99.0
Q96FS4,-776.0
Q96FT7,-469.0
Q96FT9,-80.0
Q96FV3,-364.0
Q96FV9,-489.0
Q96FW1,-180.0
Q96FX2,-3.0
Q96FX7,-242.0
Q96FX8,-383.0
Q96FZ2,-231.0
Q96FZ5,-421.0
Q96FZ7,-90.0
Q96G01,-763.0
Q96G03,-492.0
Q96G04,-499.0
Q96G21,-350.0
Q96G23,-749.0
Q96G25,-50.0
Q96G28,-171.0
Q96G30,-137.0
Q96G42,-299.0
Q96G46,-579.0
Q96G61,-70.0
Q96G74,18.0
Q96G75,-614.0
Q96G79,-592.0
Q96G91,-616.0
Q96G97,-367.0
Q96GA7,-377.0
Q96GC6,-331.0
Q96GC9,-644.0
Q96GD0,-348.0
Q96GD3,-371.0
Q96GD4,-382.0
Q96GE4,-700.0
Q96GF1,60.0
Q96GG9,-222.0
Q96GJ1,-520.0
Q96GL9,-91.0
Q96GM1,-464.0
Q96GM5,-279.0
Q96GM8,-307.0
Q96GN5,-218.0
Q96GP6,-55.0
Q96GQ5,-521.0
Q96GQ7,-571.0
Q96GR2,-681.0
Q96GR4,-491.0
Q96GS4,-28.0
Q96GS6,-253.0
Q96GV9,-132.0
Q96GW7,-347.0
Q96GW9,-747.0
Q96GX1,-615.0
Q96GX5,-417.0
Q96GX9,-149.0
Q96GY3,-112.0
Q96GZ6,-851.0
Q96H15,-258.0
Q96H20,-233.0
Q96H22,-337.0
Q96H55,-1295.0
Q96H72,-527.0
Q96H86,-159.0
Q96H96,-516.0
Q96HA1,136.0
Q96HA7,-1438.0
Q96HA8,-130.0
Q96HA9,-420.0
Q96HB5,-369.0
Q96HC4,-142.0
Q96HD1,-21.0
Q96HD9,-285.0
Q96HE7,-456.0
Q96HE8,-299.0
Q96HF1,-288.0
Q96HH6,-499.0
Q96HH9,-267.0
Q96HI0,-290.0
Q96HJ5,-218.0
Q96HN2,-413.0
Q96HP0,-2432.0
Q96HR3,-147.0
Q96HR8,117.0
Q96HR9,-364.0
Q96HS1,-333.0
Q96HT8,-93.0
Q96HU1,-1034.0
Q96HW7,-1305.0
Q96HY6,-173.0
Q96HY7,-700.0
Q96HZ4,-140.0
Q96I15,-278.0
Q96I24,51.0
Q96I25,-134.0
Q96I27,-140.0
Q96I34,-501.0
Q96I51,-79.0
Q96I59,-486.0
Q96I76,-252.0
Q96I99,-307.0
Q96IF1,12.0
Q96II8,-647.0
Q96IJ6,-408.0
Q96IK1,-24.0
Q96IK5,-367.0
Q96IL0,-161.0
Q96IP4,-301.0
Q96IQ9,-16.0
Q96IR7,-274.0
Q96IS3,-101.0
Q96IT1,-292.0
Q96IU2,-115.0
Q96IU4,-162.0
Q96IV0,-612.0
Q96IV6,-586.0
Q96IW7,-472.0
Q96IX5,-65.0
Q96IY1,-308.0
Q96IY4,-540.0
Q96IZ0,58.0
Q96IZ2,-545.0
Q96IZ5,-247.0
Q96IZ6,-242.0
Q96IZ7,-104.0
Q96J01,-203.0
Q96J02,-293.0
Q96J42,-327.0
Q96J65,-1916.0
Q96J66,-1937.0
Q96J84,-458.0
Q96J87,-120.0
Q96J92,-381.0
Q96J94,-916.0
Q96JA1,-833.0
Q96JA3,-444.0
Q96JB1,-5453.0
Q96JB2,-1086.0
Q96JB3,-3.0
Q96JB5,-608.0
Q96JB6,-323.0
Q96JB8,-550.0
Q96JC1,-1205.0
Q96JC9,143.0
Q96JD6,-381.0
Q96JE7,-48.0
Q96JE9,117.0
Q96JF0,-469.0
Q96JG6,-1057.0
Q96JG8,-492.0
Q96JG9,939.0
Q96JH7,-782.0
Q96JH8,-1209.0
Q96JI7,-3242.0
Q96JJ3,-946.0
Q96JJ6,229.0
Q96JJ7,-362.0
Q96JK2,-57.0
Q96JK9,660.0
Q96JL9,-486.0
Q96JM2,-1399.0
Q96JM3,-2.0
Q96JM7,-147.0
Q96JN0,159.0
Q96JN2,-538.0
Q96JP0,-879.0
Q96JP5,-283.0
Q96JP9,-483.0
Q96JQ0,-2224.0
Q96JQ5,-206.0
Q96JS3,-556.0
Q96JW4,-809.0
Q96JX3,-842.0
Q96JY0,-336.0
Q96JY6,-134.0
Q96JZ2,-140.0
Q96K12,-798.0
Q96K19,-422.0
Q96K21,-102.0
Q96K30,24.0
Q96K76,-796.0
Q96K78,-924.0
Q96K80,-72.0
Q96K83,-674.0
Q96KA5,-707.0
Q96KB5,-201.0
Q96KC8,-471.0
Q96KG7,429.0
Q96KG9,-503.0
Q96KK3,-686.0
Q96KK4,-681.0
Q96KK5,-137.0
Q96KM6,-86.0
Q96KN2,-420.0
Q96KN3,-164.0
Q96KN4,-232.0
Q96KN7,-886.0
Q96KN8,-217.0
Q96KP1,-994.0
Q96KP4,-286.0
Q96KP6,-294.0
Q96KQ4,-157.0
Q96KQ7,-487.0
Q96KR4,-582.0
Q96KR6,-278.0
Q96KR7,-262.0
Q96KS0,-237.0
Q96KV7,-1586.0
Q96L08,-104.0
Q96L12,-181.0
Q96L14,-189.0
Q96L21,-158.0
Q96L34,-425.0
Q96L42,-1141.0
Q96L46,-138.0
Q96L50,-560.0
Q96L58,-489.0
Q96L73,-442.0
Q96L91,-1527.0
Q96L92,-354.0
Q96L93,-1179.0
Q96L96,201.0
Q96LA5,-187.0
Q96LA6,-273.0
Q96LA8,-244.0
Q96LB1,-700.0
Q96LB2,-756.0
Q96LB3,-333.0
Q96LB8,-223.0
Q96LB9,-284.0
Q96LC7,-283.0
Q96LC9,-99.0
Q96LD4,-534.0
Q96LD8,-213.0
Q96LI5,-539.0
Q96LI6,-294.0
Q96LJ7,-346.0
Q96LJ8,-159.0
Q96LK0,-98.0
Q96LL4,-263.0
Q96LL9,-252.0
Q96LM5,-111.0
Q96LM6,-124.0
Q96LR2,-132.0
Q96LR5,-55.0
Q96LT4,-651.0
Q96LT7,-631.0
Q96LT9,-335.0
Q96LW4,-323.0
Q96LW7,-314.0
Q96LX7,-603.0
Q96LX8,-285.0
Q96LZ3,-98.0
Q96LZ7,-529.0
Q96M02,-386.0
Q96M11,-145.0
Q96M29,-632.0
Q96M32,-702.0
Q96M61,-281.0
Q96M63,-519.0
Q96M86,-6357.0
Q96M91,-529.0
Q96M94,-572.0
Q96M96,-534.0
Q96M98,-323.0
Q96MA6,-696.0
Q96MC2,-840.0
Q96MD2,-490.0
Q96MF2,-23.0
Q96MF7,-104.0
Q96MG2,-64.0
Q96MG7,-218.0
Q96MH2,9.0
Q96MI9,-1126.0
Q96MK3,-651.0
Q96MM3,-100.0
Q96MM7,-435.0
Q96MN2,-1479.0
Q96MN9,-239.0
Q96MP8,-356.0
Q96MS0,-309.0
Q96MT3,-290.0
Q96MT7,-1380.0
Q96MT8,-549.0
Q96MU7,134.0
Q96MU8,-129.0
Q96MV1,-507.0
Q96MV8,-468.0
Q96MW5,-884.0
Q96MX0,-304.0
Q96MX3,-2.0
Q96MY7,-425.0
Q96N16,-647.0
Q96N19,-778.0
Q96N21,-244.0
Q96N58,-329.0
Q96N64,11.0
Q96N66,-869.0
Q96N67,-2110.0
Q96N76,-578.0
Q96N77,-148.0
Q96N87,-1036.0
Q96N95,-211.0
Q96N96,-532.0
Q96NA2,-294.0
Q96NB1,-211.0
Q96NB2,-359.0
Q96NB3,-156.0
Q96NC0,-53.0
Q96NE9,-649.0
Q96NG3,-508.0
Q96NG5,-306.0
Q96NH3,-1739.0
Q96NI6,-655.0
Q96NL6,-664.0
Q96NL8,-76.0
Q96NM4,-18.0
Q96NN9,-367.0
Q96NR3,-1410.0
Q96NR8,-468.0
Q96NT0,-115.0
Q96NT3,-249.0
Q96NT5,-836.0
Q96NU1,-299.0
Q96NW4,-1083.0
Q96NW7,-343.0
Q96NX5,-408.0
Q96NY7,160.0
Q96NY8,-351.0
Q96NY9,-572.0
Q96NZ1,-160.0
Q96NZ8,-338.0
Q96NZ9,-122.0
Q96P09,-277.0
Q96P11,-482.0
Q96P15,-330.0
Q96P16,-339.0
Q96P20,-1287.0
Q96P26,-433.0
Q96P31,-488.0
Q96P44,860.0
Q96P47,-648.0
Q96P48,-1358.0
Q96P53,-259.0
Q96P56,-881.0
Q96P63,-373.0
Q96P65,-668.0
Q96P66,-616.0
Q96P70,-1472.0
Q96P71,-357.0
Q96PB1,-1370.0
Q96PB7,-412.0
Q96PC2,-310.0
Q96PC3,-202.0
Q96PC5,-318.0
Q96PD2,-390.0
Q96PD4,-121.0
Q96PD5,-569.0
Q96PD6,-365.0
Q96PD7,-362.0
Q96PE1,-1292.0
Q96PE3,-1066.0
Q96PE7,-188.0
Q96PF1,-536.0
Q96PF2,-409.0
Q96PG8,74.0
Q96PH1,-933.0
Q96PH6,-92.0
Q96PJ5,-281.0
Q96PK6,99.0
Q96PL5,-545.0
Q96PM5,-322.0
Q96PM9,-145.0
Q96PN6,-2192.0
Q96PN7,-6.0
Q96PN8,-268.0
Q96PP8,-529.0
Q96PP9,-570.0
Q96PQ0,-668.0
Q96PQ1,-227.0
Q96PQ6,-389.0
Q96PR1,-628.0
Q96PS8,-392.0
Q96PU4,-335.0
Q96PU5,-548.0
Q96PU8,-366.0
Q96PV0,-472.0
Q96PV4,-309.0
Q96PV6,116.0
Q96PV7,351.0
Q96PX1,-160.0
Q96PX8,-584.0
Q96PY5,-1019.0
Q96PY6,-654.0
Q96PZ0,-443.0
Q96PZ2,-367.0
Q96PZ7,-442.0
Q96Q04,-120.0
Q96Q05,-976.0
Q96Q06,-97.0
Q96Q11,-511.0
Q96Q15,-4524.0
Q96Q27,-788.0
Q96Q35,-349.0
Q96Q40,-383.0
Q96Q42,-1290.0
Q96Q45,-337.0
Q96Q77,-183.0
Q96Q80,-377.0
Q96Q83,-239.0
Q96Q89,-1346.0
Q96Q91,-1260.0
Q96QA5,-341.0
Q96QB1,-672.0
Q96QC0,556.0
Q96QD8,-860.0
Q96QD9,-88.0
Q96QE2,-662.0
Q96QE3,-676.0
Q96QE5,-489.0
Q96QF0,-284.0
Q96QF7,157.0
Q96QG7,-669.0
Q96QH2,31.0
Q96QI5,-332.0
Q96QK1,-1120.0
Q96QP1,-588.0
Q96QR8,131.0
Q96QS3,-281.0
Q96QS6,-401.0
Q96QT4,-2025.0
Q96QT6,-404.0
Q96QU1,-1608.0
Q96QU8,-1877.0
Q96QV1,-396.0
Q96QV6,-133.0
Q96QZ7,-209.0
Q96R06,-1036.0
Q96RD6,-779.0
Q96RD7,-555.0
Q96RD9,-642.0
Q96RE7,-81.0
Q96RE9,-349.0
Q96RF0,-162.0
Q96RG2,-890.0
Q96RI0,-611.0
Q96RI1,-339.0
Q96RI8,-525.0
Q96RJ3,-184.0
Q96RJ6,-129.0
Q96RK0,395.0
Q96RK4,-543.0
Q96RL1,82.0
Q96RL6,-284.0
Q96RL7,-3197.0
Q96RN1,-1081.0
Q96RN5,-143.0
Q96RP3,-142.0
Q96RP7,-433.0
Q96RP9,-494.0
Q96RQ1,-427.0
Q96RQ3,-550.0
Q96RQ9,-656.0
Q96RR1,-612.0
Q96RR4,-274.0
Q96RS0,-19.0
Q96RS6,-633.0
Q96RT1,-421.0
Q96RT7,-1390.0
Q96RT8,-1228.0
Q96RU2,-873.0
Q96RU3,-383.0
Q96RU7,-533.0
Q96RU8,-396.0
Q96RW7,-3230.0
Q96RY7,-1617.0
Q96S06,-896.0
Q96S15,-676.0
Q96S16,-203.0
Q96S21,-260.0
Q96S37,-935.0
Q96S38,-693.0
Q96S42,-358.0
Q96S44,-265.0
Q96S52,-711.0
Q96S53,-336.0
Q96S55,-405.0
Q96S59,-88.0
Q96S65,9.0
Q96S66,-558.0
Q96S94,-356.0
Q96S97,-705.0
Q96S99,-322.0
Q96SB3,-236.0
Q96SB4,-307.0
Q96SB8,-959.0
Q96SC8,-152.0
Q96SD1,-436.0
Q96SF7,70.0
Q96SI1,-275.0
Q96SI9,-435.0
Q96SL1,-899.0
Q96SL4,-134.0
Q96SN8,-1510.0
Q96SQ5,-205.0
Q96SQ7,-181.0
Q96SQ9,-561.0
Q96ST2,376.0
Q96ST3,-805.0
Q96ST8,-549.0
Q96SU4,-455.0
Q96SW2,-388.0
Q96SZ4,-455.0
Q96SZ5,-197.0
Q96SZ6,-697.0
Q96T21,-249.0
Q96T23,-210.0
Q96T37,-322.0
Q96T49,-496.0
Q96T51,-603.0
Q96T52,-155.0
Q96T53,-819.0
Q96T54,-365.0
Q96T55,-408.0
Q96T58,-928.0
Q96T60,-424.0
Q96T66,-300.0
Q96T68,-311.0
Q96T76,-1603.0
Q96T83,-910.0
Q96T88,-264.0
Q96T91,-129.0
Q96TA1,-632.0
