Entry,Transmembrane,Intramembrane
O14579,,
Q5SYC1,,
Q8NDM7,,
Q8TF46,,
Q96FG2,,
O43930,,
Q5GAN6,,
Q5TDP6,,
P17038,,
Q9Y324,,
Q9BRT6,,
Q9NUQ8,,
Q9BX93,,
A8MTI9,,
Q5T5D7,,
Q9NS85,,
P0CJ79,,
Q7Z5A9,,
Q96IM9,,
Q5TEA3,,
Q7RTS6,"TRANSMEM 30..50; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 62..82; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 137..157; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 169..189; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 241..261; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 289..309; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 324..344; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 371..391; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 402..422; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 495..515; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 527..547; /note=""Helical""; /evidence=""ECO:0000255""",
Q8NEC7,,
A6NCF5,,
Q8NBP0,,
Q5TAA0,,
Q5VUE5,,
Q86TA4,,
A6NIU2,,
Q5T0J3,,
A0A140G945,,
O00624,"TRANSMEM 98..118; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 130..150; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 183..203; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 211..231; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 273..293; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 317..337; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 350..369; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 374..396; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 415..435; /note=""Helical""; /evidence=""ECO:0000255""",
O75390,,
O95352,,
O95544,,
P09912,"TRANSMEM 4..24; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 41..61; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 75..95; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 99..119; /note=""Helical""; /evidence=""ECO:0000255""",
P11686,,
P35221,,
P55157,,
P98155,"TRANSMEM 798..819; /note=""Helical""; /evidence=""ECO:0000255""",
Q15120,,
Q86XE3,,
Q9NRQ2,"TRANSMEM 304..320; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:O15162""",
Q9P0R6,,
A4D126,,
O43614,"TRANSMEM 55..75; /note=""Helical; Name=1""; /evidence=""ECO:0000269|PubMed:25533960""; TRANSMEM 89..110; /note=""Helical; Name=2""; /evidence=""ECO:0000269|PubMed:25533960""; TRANSMEM 128..150; /note=""Helical; Name=3""; /evidence=""ECO:0000269|PubMed:25533960""; TRANSMEM 171..191; /note=""Helical; Name=4""; /evidence=""ECO:0000269|PubMed:25533960""; TRANSMEM 223..243; /note=""Helical; Name=5""; /evidence=""ECO:0000269|PubMed:25533960""; TRANSMEM 305..326; /note=""Helical; Name=6""; /evidence=""ECO:0000269|PubMed:25533960""; TRANSMEM 343..366; /note=""Helical; Name=7""; /evidence=""ECO:0000269|PubMed:25533960""",
O60684,,
P62910,,
Q14974,,
Q53QZ3,,
Q8N8Q8,"TRANSMEM 168..188; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 224..244; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 263..283; /note=""Helical""; /evidence=""ECO:0000255""",
Q8NBI5,"TRANSMEM 17..37; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 72..92; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 102..122; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 123..143; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 156..176; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 188..208; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 279..299; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 319..339; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 356..376; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 396..418; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 427..447; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 456..476; /note=""Helical""; /evidence=""ECO:0000255""",
Q8NFP4,,
Q96A11,"TRANSMEM 20..40; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255""",
Q96G79,"TRANSMEM 19..39; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 53..73; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 86..106; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 143..163; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 181..201; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 215..235; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 251..271; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 276..298; /note=""Helical""; /evidence=""ECO:0000255""",
Q96NX5,,
Q99784,,
Q9BUY5,,
Q9BWH2,"TRANSMEM 81..101; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 108..128; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 165..185; /note=""Helical""; /evidence=""ECO:0000255""",
Q9NQW7,,
Q9UBZ4,,
Q9Y5J5,,
O95461,"TRANSMEM 11..31; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255""",
O95619,,
P09661,,
P50747,,
P51690,,
Q15118,,
Q8IU54,,
Q8N9L9,,
Q8NA31,,
Q9BRX5,,
Q9BTF0,,
Q9BVC3,,
Q9UJX3,,
Q9Y5J7,,
O75600,,
P02585,,
P02788,,
P14151,"TRANSMEM 333..355; /note=""Helical""; /evidence=""ECO:0000255""",
Q14002,,
Q15649,,
Q8N4T8,,
Q8NI37,,
Q99541,,
Q9NWD8,"TRANSMEM 21..41; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 179..199; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 236..258; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 270..290; /note=""Helical""; /evidence=""ECO:0000255""",
Q9NXF1,,
Q9UJL9,,
P59190,,
P63151,,
Q99999,"TRANSMEM 15..35; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255""",
Q9BV94,,
Q9GZZ6,"TRANSMEM 238..258; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 268..288; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 302..322; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 429..449; /note=""Helical""; /evidence=""ECO:0000255""",
Q9Y696,"TRANSMEM 37..57; /note=""Helical; Note=After insertion into the membrane""; /evidence=""ECO:0000250|UniProtKB:Q9Z0W7""",
P22570,,
Q16798,,
Q8WV16,,
O75340,,
P45844,"TRANSMEM 427..445; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 457..477; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 507..525; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 534..555; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 568..586; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 650..669; /note=""Helical""; /evidence=""ECO:0000255""",
Q9NR28,,
O43570,"TRANSMEM 302..322; /note=""Helical""; /evidence=""ECO:0000255""",
O75414,,
Q08426,,
O43292,"TRANSMEM 20..41; /note=""Helical""; /evidence=""ECO:0000269|PubMed:35165458, ECO:0000269|PubMed:35551457, ECO:0007744|PDB:7W72, ECO:0007744|PDB:7WLD""; TRANSMEM 371..393; /note=""Helical""; /evidence=""ECO:0000269|PubMed:35165458, ECO:0000269|PubMed:35551457, ECO:0007744|PDB:7W72, ECO:0007744|PDB:7WLD""; TRANSMEM 426..450; /note=""Helical""; /evidence=""ECO:0000269|PubMed:35165458, ECO:0000269|PubMed:35551457, ECO:0007744|PDB:7W72, ECO:0007744|PDB:7WLD""; TRANSMEM 463..483; /note=""Helical""; /evidence=""ECO:0000269|PubMed:35165458, ECO:0000269|PubMed:35551457, ECO:0007744|PDB:7W72, ECO:0007744|PDB:7WLD""; TRANSMEM 496..519; /note=""Helical""; /evidence=""ECO:0000269|PubMed:35165458, ECO:0000269|PubMed:35551457, ECO:0007744|PDB:7W72, ECO:0007744|PDB:7WLD""; TRANSMEM 520..536; /note=""Helical""; /evidence=""ECO:0000269|PubMed:35165458, ECO:0000269|PubMed:35551457, ECO:0007744|PDB:7W72, ECO:0007744|PDB:7WLD""; TRANSMEM 541..563; /note=""Helical""; /evidence=""ECO:0000269|PubMed:35165458, ECO:0000269|PubMed:35551457, ECO:0007744|PDB:7W72, ECO:0007744|PDB:7WLD""; TRANSMEM 598..619; /note=""Helical""; /evidence=""ECO:0000269|PubMed:35165458, ECO:0000269|PubMed:35551457, ECO:0007744|PDB:7W72, ECO:0007744|PDB:7WLD""",
Q8TC26,"TRANSMEM 89..109; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 117..137; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 151..171; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 188..208; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 218..238; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 256..276; /note=""Helical""; /evidence=""ECO:0000255""",
Q15049,"TRANSMEM 52..72; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 82..100; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 111..131; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 144..164; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 199..219; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 230..250; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 257..277; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 304..324; /note=""Helical""; /evidence=""ECO:0000255""",
Q8TEA7,,
Q00872,,
Q9UIB8,"TRANSMEM 226..246; /note=""Helical""; /evidence=""ECO:0000255""",
P01241,,
P54819,,
P0DKB6,"TRANSMEM 20..42; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 52..74; /note=""Helical""; /evidence=""ECO:0000255""",
O94772,,
Q9H0C3,"TRANSMEM 16..36; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 66..86; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 111..131; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 155..175; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 199..219; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 240..260; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 296..316; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 395..415; /note=""Helical""; /evidence=""ECO:0000255""",
Q5TYW1,,
Q96ER3,,
P63135,,
Q6UX73,,
Q96DC8,,
Q96HQ0,,
Q7Z3V5,,
Q8IW92,,
C9JQI7,"TRANSMEM 168..188; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 353..373; /note=""Helical""; /evidence=""ECO:0000255""",
P0C5J1,,
Q5VZ19,,
A6NKQ9,,
Q8N9B8,,
Q8NCL8,"TRANSMEM 24..44; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 88..108; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 141..161; /note=""Helical""; /evidence=""ECO:0000255""",
Q6NT04,,
A6NFH5,,
Q6PDB4,,
O14960,,
O60266,"TRANSMEM 80..100; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 105..125; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 139..159; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 173..193; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 226..246; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 381..401; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 633..653; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 664..684; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 708..728; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 754..774; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 775..795; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 833..853; /note=""Helical""; /evidence=""ECO:0000255""",
O75594,,
P06756,"TRANSMEM 993..1016; /note=""Helical""; /evidence=""ECO:0000255""",
P17252,,
P61266,"TRANSMEM 265..288; /note=""Helical; Anchor for type IV membrane protein""; /evidence=""ECO:0000255""",
Q06495,"TRANSMEM 104..125; /note=""Helical; Name=M1""; /evidence=""ECO:0000255""; TRANSMEM 146..163; /note=""Helical; Name=M2""; /evidence=""ECO:0000255""; TRANSMEM 166..185; /note=""Helical; Name=M3""; /evidence=""ECO:0000255""; TRANSMEM 348..370; /note=""Helical; Name=M4""; /evidence=""ECO:0000255""; TRANSMEM 413..436; /note=""Helical; Name=M5""; /evidence=""ECO:0000255""; TRANSMEM 467..487; /note=""Helical; Name=M6""; /evidence=""ECO:0000255""; TRANSMEM 514..534; /note=""Helical; Name=M7""; /evidence=""ECO:0000255""; TRANSMEM 540..561; /note=""Helical; Name=M8""; /evidence=""ECO:0000255""",
Q13275,,
Q969F9,,
Q969U6,,
O75843,,
O95932,,
P12532,,
P48643,,
P54108,,
P62273,,
Q15208,,
Q6A162,,
Q6UX98,"TRANSMEM 19..39; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 53..73; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 138..158; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 167..187; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 202..222; /note=""Helical""; /evidence=""ECO:0000255""",
Q8NCG7,"TRANSMEM 18..38; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 59..79; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 103..123; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 133..153; /note=""Helical""; /evidence=""ECO:0000255""",
Q9H3S1,"TRANSMEM 684..704; /note=""Helical""; /evidence=""ECO:0000255""",
Q9H7Z7,"TRANSMEM 58..74; /note=""Helical""; /evidence=""ECO:0000255""",
Q9HA82,"TRANSMEM 32..52; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 179..199; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 209..229; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 260..280; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 304..324; /note=""Helical""; /evidence=""ECO:0000255""",
Q9NS61,,
Q9UDW3,,
Q9UIW2,"TRANSMEM 1245..1265; /note=""Helical""; /evidence=""ECO:0000255""",
O94829,,
P09238,,
P29016,"TRANSMEM 304..324; /note=""Helical""; /evidence=""ECO:0000255""",
P40199,,
P46781,,
Q6ZNG0,,
Q86V86,,
Q8N5M1,,
Q8NC01,"TRANSMEM 53..73; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255""",
Q9BPZ3,,
Q9Y286,"TRANSMEM 354..376; /note=""Helical""; /evidence=""ECO:0000255""",
O14832,,
O60830,"TRANSMEM 17..37; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 61..77; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 113..133; /note=""Helical""; /evidence=""ECO:0000255""",
P00568,,
P20839,,
P28336,"TRANSMEM 42..65; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 80..99; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 118..139; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 157..177; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 212..235; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 267..287; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 300..327; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
P49798,,
Q01415,,
Q16348,"TRANSMEM 58..78; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 84..104; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 114..134; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 184..204; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 218..238; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 296..316; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 344..364; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 381..401; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 612..632; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 644..664; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 675..695; /note=""Helical""; /evidence=""ECO:0000255""",
Q7Z695,"TRANSMEM 103..123; /note=""Helical""; /evidence=""ECO:0000255""",
Q8IUN9,"TRANSMEM 40..60; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255""",
Q8IW00,"TRANSMEM 181..201; /note=""Helical""; /evidence=""ECO:0000255""",
Q8NE79,"TRANSMEM 49..69; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 71..91; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 93..113; /note=""Helical""; /evidence=""ECO:0000255""",
Q8WXU2,,
Q99622,,
Q9GZS9,"TRANSMEM 31..48; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255""",
O60488,"TRANSMEM 8..28; /note=""Helical; Signal-anchor for type III membrane protein""; /evidence=""ECO:0000255""",
O75251,,
O75436,,
P11712,,
P15259,,
P16871,"TRANSMEM 240..264; /note=""Helical""; /evidence=""ECO:0000255""",
P19087,,
P49642,,
Q16581,"TRANSMEM 21..46; /note=""Helical; Name=1""; /evidence=""ECO:0000269|PubMed:37852260, ECO:0007744|PDB:8HK2, ECO:0007744|PDB:8HK3, ECO:0007744|PDB:8I95, ECO:0007744|PDB:8I97, ECO:0007744|PDB:8I9L, ECO:0007744|PDB:8I9S, ECO:0007744|PDB:8J6D""; TRANSMEM 60..84; /note=""Helical; Name=2""; /evidence=""ECO:0000269|PubMed:37852260, ECO:0007744|PDB:8HK2, ECO:0007744|PDB:8HK3, ECO:0007744|PDB:8I95, ECO:0007744|PDB:8I97, ECO:0007744|PDB:8I9L, ECO:0007744|PDB:8I9S, ECO:0007744|PDB:8J6D""; TRANSMEM 92..118; /note=""Helical; Name=3""; /evidence=""ECO:0000269|PubMed:37852260, ECO:0007744|PDB:8HK2, ECO:0007744|PDB:8HK3, ECO:0007744|PDB:8I95, ECO:0007744|PDB:8I97, ECO:0007744|PDB:8I9L, ECO:0007744|PDB:8I9S, ECO:0007744|PDB:8J6D""; TRANSMEM 141..160; /note=""Helical; Name=4""; /evidence=""ECO:0000269|PubMed:37852260, ECO:0007744|PDB:8HK2, ECO:0007744|PDB:8HK3, ECO:0007744|PDB:8I95, ECO:0007744|PDB:8I97, ECO:0007744|PDB:8I9L, ECO:0007744|PDB:8I9S, ECO:0007744|PDB:8J6D""; TRANSMEM 333..354; /note=""Helical; Name=5""; /evidence=""ECO:0000269|PubMed:37852260, ECO:0007744|PDB:8HK2, ECO:0007744|PDB:8HK3, ECO:0007744|PDB:8I95, ECO:0007744|PDB:8I97, ECO:0007744|PDB:8I9L, ECO:0007744|PDB:8I9S, ECO:0007744|PDB:8J6D""; TRANSMEM 378..403; /note=""Helical; Name=6""; /evidence=""ECO:0000269|PubMed:37852260, ECO:0007744|PDB:8HK2, ECO:0007744|PDB:8HK3, ECO:0007744|PDB:8I95, ECO:0007744|PDB:8I97, ECO:0007744|PDB:8I9L, ECO:0007744|PDB:8I9S, ECO:0007744|PDB:8J6D""; TRANSMEM 412..435; /note=""Helical; Name=7""; /evidence=""ECO:0000269|PubMed:37852260, ECO:0007744|PDB:8HK2, ECO:0007744|PDB:8HK3, ECO:0007744|PDB:8I95, ECO:0007744|PDB:8I97, ECO:0007744|PDB:8I9L, ECO:0007744|PDB:8I9S, ECO:0007744|PDB:8J6D""",
Q5VU57,,
Q7RTZ1,,
Q86VP6,,
Q8TC27,"TRANSMEM 683..703; /note=""Helical""; /evidence=""ECO:0000255""",
Q96GZ6,"TRANSMEM 67..87; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 152..172; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 189..209; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 220..240; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 252..272; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 284..304; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 314..334; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 377..397; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 406..426; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 482..502; /note=""Helical""; /evidence=""ECO:0000255""",
Q9Y3D6,"TRANSMEM 123..143; /note=""Helical""; /evidence=""ECO:0000255""",
P33260,,
P56180,"TRANSMEM 91..111; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 128..148; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 164..184; /note=""Helical""; /evidence=""ECO:0000255""",
P62820,,
Q86VV4,,
Q96BZ9,"TRANSMEM 238..258; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 367..387; /note=""Helical""; /evidence=""ECO:0000255""",
P14921,,
Q5W5X9,,
Q9UHI5,"TRANSMEM 45..65; /note=""Helical; Name=1""; /evidence=""ECO:0000269|PubMed:33298890, ECO:0007744|PDB:7CMH""; TRANSMEM 74..95; /note=""Helical; Name=2""; /evidence=""ECO:0000269|PubMed:33298890, ECO:0007744|PDB:7CMH""; TRANSMEM 117..149; /note=""Helical; Name=3""; /evidence=""ECO:0000269|PubMed:33298890, ECO:0007744|PDB:7CMH""; TRANSMEM 158..178; /note=""Helical; Name=4""; /evidence=""ECO:0000269|PubMed:33298890, ECO:0007744|PDB:7CMH""; TRANSMEM 182..210; /note=""Helical; Name=5""; /evidence=""ECO:0000269|PubMed:33298890, ECO:0007744|PDB:7CMH""; TRANSMEM 231..252; /note=""Helical; Name=6""; /evidence=""ECO:0000269|PubMed:33298890, ECO:0007744|PDB:7CMH""; TRANSMEM 266..287; /note=""Helical; Name=7""; /evidence=""ECO:0000269|PubMed:33298890, ECO:0007744|PDB:7CMH""; TRANSMEM 313..338; /note=""Helical; Name=8""; /evidence=""ECO:0000269|PubMed:33298890, ECO:0007744|PDB:7CMH""; TRANSMEM 365..382; /note=""Helical; Name=9""; /evidence=""ECO:0000269|PubMed:33298890, ECO:0007744|PDB:7CMH""; TRANSMEM 387..408; /note=""Helical; Name=10""; /evidence=""ECO:0000269|PubMed:33298890, ECO:0007744|PDB:7CMH""; TRANSMEM 424..446; /note=""Helical; Name=11""; /evidence=""ECO:0000269|PubMed:33298890, ECO:0007744|PDB:7CMH""; TRANSMEM 447..466; /note=""Helical; Name=12""; /evidence=""ECO:0000269|PubMed:33298890, ECO:0007744|PDB:7CMH""",
Q04609,"TRANSMEM 20..43; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000305""",
Q96BS2,,
O15321,"TRANSMEM 237..257; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 310..330; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 339..359; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 373..393; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 412..432; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 469..489; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 499..519; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 535..555; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 570..590; /note=""Helical""; /evidence=""ECO:0000255""",
O43908,"TRANSMEM 75..95; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255""",
Q8IXY8,,
Q8IZU8,"TRANSMEM 764..784; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 803..823; /note=""Helical""; /evidence=""ECO:0000255""",
Q969W8,,
Q6NUM9,,
Q96J86,"TRANSMEM 62..82; /note=""Helical""; /evidence=""ECO:0000255""",
Q7Z5A8,,
Q6P280,,
A0A0B4J1U4,,
A1L453,,
O95156,,
Q86XN6,,
Q69YN2,,
Q9NUD7,,
Q13278,,
Q8N8L6,,
Q9NU53,"TRANSMEM 269..289; /note=""Helical""; /evidence=""ECO:0000255""",
B5MD39,,
Q6ZRR7,,
Q8IWF9,,
Q56UQ5,,
P0C7X5,,
P22674,,
P36897,"TRANSMEM 127..147; /note=""Helical""; /evidence=""ECO:0000255""",
P37059,"TRANSMEM 4..24; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255""",
Q13216,,
Q3KRB8,,
Q96JJ7,"TRANSMEM 376..396; /note=""Helical""; /evidence=""ECO:0000255""",
Q9H4B7,,
Q9NVV4,,
Q9Y3D3,,
P34931,,
P48201,"TRANSMEM 83..103; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 118..138; /note=""Helical""; /evidence=""ECO:0000255""",
Q12866,"TRANSMEM 506..526; /note=""Helical""; /evidence=""ECO:0000255""",
Q3MJ16,,
Q8NHU3,"TRANSMEM 80..100; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 128..148; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 159..179; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 206..226; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 248..268; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 275..295; /note=""Helical""; /evidence=""ECO:0000255""",
Q8TAC2,,
Q8TF66,"TRANSMEM 539..559; /note=""Helical""; /evidence=""ECO:0000255""",
Q96BY2,,
Q9H1J7,,
Q9H488,,
Q9UNK9,,
A1A4Y4,,
P07992,,
P20366,,
P24723,,
